Variable,variance,mean
pelvis XPOS,0.001136,-0.015007
pelvis YPOS,0.000486,0.085809
pelvis ZPOS,0.000040,0.714809
pelvis XROT,0.000000,0.000000
pelvis YROT,0.000000,0.000000
pelvis ZROT,3442.194092,7.973640
spine XPOS,0.000000,0.000000
spine YPOS,0.000000,0.000000
spine ZPOS,0.000000,0.000000
spine XROT,2.441371,-8.788486
spine YROT,5.526079,0.681038
spine ZROT,0.084212,0.071833
spine.001 XROT,0.084925,9.731823
spine.001 YROT,3.376711,-0.485155
spine.001 ZROT,236.863663,-4.134466
neck XPOS,0.000000,0.000000
neck YPOS,0.000000,0.032611
neck ZPOS,0.000000,0.265599
neck XROT,13.499035,15.977633
neck YROT,51.505318,-1.875655
neck ZROT,1557.351074,-0.838147
face XPOS,0.000000,0.000000
face YPOS,0.000000,0.003636
face ZPOS,0.000000,0.208292
face XROT,18.609360,-3.599091
face YROT,0.000000,0.000000
face ZROT,0.000000,-0.000000
shoulder.L XPOS,0.000000,0.000000
shoulder.L YPOS,0.000000,0.032611
shoulder.L ZPOS,0.000000,0.265600
shoulder.L XROT,4.186994,-0.554227
shoulder.L YROT,0.000033,0.004815
shoulder.L ZROT,0.063055,0.067979
upper_arm.L XPOS,0.000000,0.167939
upper_arm.L YPOS,0.000000,0.000000
upper_arm.L ZPOS,0.000000,0.000000
upper_arm.L XROT,230.753769,25.984863
upper_arm.L YROT,16.983000,77.795845
upper_arm.L ZROT,326.854675,-31.824230
forearm.L XPOS,0.000000,0.279234
forearm.L YPOS,0.000000,0.000115
forearm.L ZPOS,0.000000,0.000950
forearm.L XROT,0.957305,1.295253
forearm.L YROT,15.667954,7.376101
forearm.L ZROT,30.225704,-18.051994
shoulder.R XPOS,0.000000,0.000000
shoulder.R YPOS,0.000000,0.032611
shoulder.R ZPOS,0.000000,0.265600
shoulder.R XROT,4.187002,-0.503799
shoulder.R YROT,0.000032,0.004758
shoulder.R ZROT,0.063056,0.061788
upper_arm.R XPOS,0.000000,-0.167939
upper_arm.R YPOS,0.000000,0.000000
upper_arm.R ZPOS,0.000000,0.000000
upper_arm.R XROT,306.014893,23.952997
upper_arm.R YROT,10.641029,-77.498306
upper_arm.R ZROT,391.875946,28.899698
forearm.R XPOS,0.000000,-0.275579
forearm.R YPOS,0.000000,0.000115
forearm.R ZPOS,0.000000,0.000950
forearm.R XROT,0.822910,2.183130
forearm.R YROT,9.577374,-11.717614
forearm.R ZROT,21.253689,19.489452
pelvis.L XPOS,0.000000,0.000000
pelvis.L YPOS,0.000000,0.000000
pelvis.L ZPOS,0.000000,0.000000
pelvis.L XROT,13.365638,0.441409
pelvis.L YROT,0.000000,0.000000
pelvis.L ZROT,0.000000,-0.000006
pelvis.R XPOS,0.000000,0.000000
pelvis.R YPOS,0.000000,0.000000
pelvis.R ZPOS,0.000000,0.000000
pelvis.R XROT,13.365669,0.441414
pelvis.R YROT,0.000000,-0.000000
pelvis.R ZROT,0.000000,0.000000
thigh.L XPOS,0.000000,0.101313
thigh.L YPOS,0.000000,0.000000
thigh.L ZPOS,0.000042,-0.000778
thigh.L XROT,54.117500,-4.253426
thigh.L YROT,30.166630,4.992889
thigh.L ZROT,0.192635,0.187689
shin.L XPOS,0.000000,0.018156
shin.L YPOS,0.000000,0.000000
shin.L ZPOS,0.000000,-0.346438
shin.L XROT,15.194140,4.867011
shin.L YROT,9.751775,-0.528108
shin.L ZROT,0.087883,0.295777
foot.L XROT,37.720253,1.243948
foot.L YROT,106.024284,-3.087806
foot.L ZROT,765.250000,6.539242
heel.02.L XROT,340.516724,-22.749113
heel.02.L YROT,83.820152,48.871159
heel.02.L ZROT,145.078506,40.471928
thigh.R XPOS,0.000000,-0.101313
thigh.R YPOS,0.000000,0.000000
thigh.R ZPOS,0.000042,0.000778
thigh.R XROT,45.342644,-6.586934
thigh.R YROT,7.000923,-3.991488
thigh.R ZROT,0.050425,0.048408
shin.R XPOS,0.000000,-0.018323
shin.R YPOS,0.000000,0.000000
shin.R ZPOS,0.000000,-0.349626
shin.R XROT,12.210919,7.828930
shin.R YROT,5.480608,-3.807217
shin.R ZROT,0.052938,-0.172124
foot.R XROT,91.168777,3.078887
foot.R YROT,134.905548,3.546834
foot.R ZROT,1202.275513,-8.362607
heel.02.R XROT,261.757050,-20.038769
heel.02.R YROT,98.309921,-46.987602
heel.02.R ZROT,73.652718,-38.641838
