Variable,variance,mean
pelvis XPOS,0.002836,-0.002333
pelvis YPOS,0.000508,0.009676
pelvis ZPOS,0.000043,0.722053
pelvis XROT,0.000000,0.000000
pelvis YROT,0.000000,0.000000
pelvis ZROT,1760.299194,1.311742
spine XPOS,0.000000,0.000000
spine YPOS,0.000000,0.000000
spine ZPOS,0.000000,0.000000
spine XROT,3.989139,-8.875944
spine YROT,7.282273,-0.080054
spine ZROT,0.116805,-0.019302
spine.001 XROT,0.028416,9.858154
spine.001 YROT,1.923695,0.150724
spine.001 ZROT,131.996765,1.242741
neck XPOS,0.000000,0.000000
neck YPOS,0.000000,0.030228
neck ZPOS,0.000000,0.246185
neck XROT,16.634506,13.309879
neck YROT,60.554100,1.186483
neck ZROT,1445.022339,1.188511
face XPOS,0.000000,0.000000
face YPOS,0.000000,0.003595
face ZPOS,0.000000,0.205950
face XROT,25.353083,-6.832119
face YROT,0.000000,0.000000
face ZROT,0.000000,-0.000000
shoulder.L XPOS,0.000000,0.000000
shoulder.L YPOS,0.000000,0.030228
shoulder.L ZPOS,0.000000,0.246185
shoulder.L XROT,2.526018,0.667793
shoulder.L YROT,0.000013,0.003184
shoulder.L ZROT,0.038058,-0.081976
upper_arm.L XPOS,0.000000,0.164369
upper_arm.L YPOS,0.000000,0.000000
upper_arm.L ZPOS,0.000000,0.000000
upper_arm.L XROT,301.791107,23.261379
upper_arm.L YROT,9.381083,79.268845
upper_arm.L ZROT,396.273712,-27.695873
forearm.L XPOS,0.000000,0.270874
forearm.L YPOS,0.000000,0.000112
forearm.L ZPOS,0.000000,0.000932
forearm.L XROT,0.284450,0.299714
forearm.L YROT,11.773985,2.536837
forearm.L ZROT,14.935630,-14.163560
shoulder.R XPOS,0.000000,0.000000
shoulder.R YPOS,0.000000,0.030228
shoulder.R ZPOS,0.000000,0.246185
shoulder.R XROT,2.526024,0.718323
shoulder.R YROT,0.000014,0.003259
shoulder.R ZROT,0.038056,-0.088180
upper_arm.R XPOS,0.000000,-0.164369
upper_arm.R YPOS,0.000000,0.000000
upper_arm.R ZPOS,0.000000,0.000000
upper_arm.R XROT,244.128433,16.664562
upper_arm.R YROT,3.540859,-78.291809
upper_arm.R ZROT,350.311646,20.210543
forearm.R XPOS,0.000000,-0.271647
forearm.R YPOS,0.000000,0.000112
forearm.R ZPOS,0.000000,0.000932
forearm.R XROT,0.348900,1.554081
forearm.R YROT,9.617292,-9.875487
forearm.R ZROT,14.460871,16.806482
pelvis.L XPOS,0.000000,0.000000
pelvis.L YPOS,0.000000,0.000000
pelvis.L ZPOS,0.000000,0.000000
pelvis.L XROT,7.826426,-0.004654
pelvis.L YROT,0.000000,0.000000
pelvis.L ZROT,0.000000,0.000001
pelvis.R XPOS,0.000000,0.000000
pelvis.R YPOS,0.000000,0.000000
pelvis.R ZPOS,0.000000,0.000000
pelvis.R XROT,7.826418,-0.004654
pelvis.R YROT,0.000000,0.000000
pelvis.R ZROT,0.000000,-0.000000
thigh.L XPOS,0.000000,0.096082
thigh.L YPOS,0.000000,0.000000
thigh.L ZPOS,0.000022,0.000009
thigh.L XROT,41.241943,0.642015
thigh.L YROT,16.134142,3.377703
thigh.L ZROT,0.057385,-0.000537
shin.L XPOS,0.000000,0.017791
shin.L YPOS,0.000000,0.000000
shin.L ZPOS,0.000000,-0.339467
shin.L XROT,33.874706,2.605879
shin.L YROT,7.201411,-2.904413
shin.L ZROT,0.272120,0.238117
foot.L XROT,153.316269,-1.203685
foot.L YROT,103.171509,-0.332716
foot.L ZROT,647.745789,-4.279908
heel.02.L XROT,153.034042,-14.535812
heel.02.L YROT,76.447731,44.410141
heel.02.L ZROT,76.776680,35.988297
thigh.R XPOS,0.000000,-0.096081
thigh.R YPOS,0.000000,0.000000
thigh.R ZPOS,0.000022,-0.000009
thigh.R XROT,70.906227,0.683554
thigh.R YROT,11.371141,-4.111562
thigh.R ZROT,0.068909,-0.000651
shin.R XPOS,0.000000,-0.017570
shin.R YPOS,0.000000,0.000000
shin.R ZPOS,0.000000,-0.335251
shin.R XROT,40.065998,4.526285
shin.R YROT,15.722020,3.221841
shin.R ZROT,0.646710,-0.486108
foot.R XROT,84.240112,-1.608478
foot.R YROT,86.094650,2.056731
foot.R ZROT,667.265198,-2.727517
heel.02.R XROT,217.969620,-19.428677
heel.02.R YROT,63.987885,-47.844143
heel.02.R ZROT,65.210953,-36.035011
