Variable,variance,mean
pelvis XPOS,0.000308,0.024868
pelvis YPOS,0.000631,0.042289
pelvis ZPOS,0.000045,0.696829
pelvis XROT,0.000000,0.000000
pelvis YROT,0.000000,0.000000
pelvis ZROT,2061.795166,-0.755184
spine XPOS,0.000000,0.000000
spine YPOS,0.000000,0.000000
spine ZPOS,0.000000,0.000000
spine XROT,2.861736,-7.387496
spine YROT,14.043398,1.707488
spine ZROT,0.200220,0.219596
spine.001 XROT,0.089303,9.716118
spine.001 YROT,3.691512,0.359406
spine.001 ZROT,259.617310,3.060472
neck XPOS,0.000000,0.000000
neck YPOS,0.000000,0.031259
neck ZPOS,0.000000,0.254585
neck XROT,41.945221,15.975220
neck YROT,60.454731,-2.388567
neck ZROT,1482.907837,-2.322809
face XPOS,0.000000,0.000000
face YPOS,0.000000,0.003353
face ZPOS,0.000000,0.192079
face XROT,26.437695,-4.049955
face YROT,0.000000,-0.000000
face ZROT,0.000000,-0.000001
shoulder.L XPOS,0.000000,0.000000
shoulder.L YPOS,0.000000,0.031259
shoulder.L ZPOS,0.000000,0.254585
shoulder.L XROT,1.288837,-1.894124
shoulder.L YROT,0.000018,0.005224
shoulder.L ZROT,0.019409,0.232469
upper_arm.L XPOS,0.000000,0.165513
upper_arm.L YPOS,0.000000,0.000000
upper_arm.L ZPOS,0.000000,0.000000
upper_arm.L XROT,164.351425,26.316805
upper_arm.L YROT,7.684107,76.475800
upper_arm.L ZROT,255.859528,-32.909134
forearm.L XPOS,0.000000,0.256711
forearm.L YPOS,0.000000,0.000110
forearm.L ZPOS,0.000000,0.000915
forearm.L XROT,0.702699,1.621942
forearm.L YROT,12.133337,8.738948
forearm.L ZROT,20.847109,-19.667021
shoulder.R XPOS,0.000000,0.000000
shoulder.R YPOS,0.000000,0.031259
shoulder.R ZPOS,0.000000,0.254585
shoulder.R XROT,1.288839,-1.844769
shoulder.R YROT,0.000017,0.005026
shoulder.R ZROT,0.019410,0.226418
upper_arm.R XPOS,0.000000,-0.165513
upper_arm.R YPOS,0.000000,0.000000
upper_arm.R ZPOS,0.000000,0.000000
upper_arm.R XROT,76.663124,23.671391
upper_arm.R YROT,4.411629,-73.574097
upper_arm.R ZROT,128.995972,31.239695
forearm.R XPOS,0.000000,-0.253497
forearm.R YPOS,0.000000,0.000110
forearm.R ZPOS,0.000000,0.000915
forearm.R XROT,0.832348,2.006970
forearm.R YROT,13.708624,-10.963704
forearm.R ZROT,19.926702,19.454418
pelvis.L XPOS,0.000000,0.000000
pelvis.L YPOS,0.000000,0.000000
pelvis.L ZPOS,0.000000,0.000000
pelvis.L XROT,7.498981,1.353095
pelvis.L YROT,0.000000,0.000000
pelvis.L ZROT,0.000000,0.000000
pelvis.R XPOS,0.000000,0.000000
pelvis.R YPOS,0.000000,0.000000
pelvis.R ZPOS,0.000000,0.000000
pelvis.R XROT,7.498966,1.353093
pelvis.R YROT,0.000000,0.000000
pelvis.R ZROT,0.000000,-0.000000
thigh.L XPOS,0.000000,0.100950
thigh.L YPOS,0.000000,0.000000
thigh.L ZPOS,0.000023,-0.002384
thigh.L XROT,41.414249,-5.164560
thigh.L YROT,12.588458,4.201424
thigh.L ZROT,0.080597,0.085175
shin.L XPOS,0.000000,0.017024
shin.L YPOS,0.000000,0.000000
shin.L ZPOS,0.000000,-0.324839
shin.L XROT,23.465393,13.297620
shin.L YROT,14.194098,4.041157
shin.L ZROT,0.425853,0.314674
foot.L XROT,55.409336,0.598079
foot.L YROT,109.246010,-5.171957
foot.L ZROT,722.781006,9.962043
heel.02.L XROT,20.067793,-3.646333
heel.02.L YROT,58.552132,-29.739729
heel.02.L ZROT,113.741302,-15.506176
thigh.R XPOS,0.000000,-0.100950
thigh.R YPOS,0.000000,0.000000
thigh.R ZPOS,0.000023,0.002384
thigh.R XROT,89.536705,-3.087765
thigh.R YROT,17.622126,-3.637657
thigh.R ZROT,0.113180,-0.166707
shin.R XPOS,0.000000,-0.017711
shin.R YPOS,0.000000,0.000000
shin.R ZPOS,0.000000,-0.337939
shin.R XROT,13.486422,11.612313
shin.R YROT,15.805969,0.271909
shin.R ZROT,0.507100,-0.743039
foot.R XROT,70.816620,-3.616771
foot.R YROT,154.441544,3.698244
foot.R ZROT,931.150146,-4.536044
heel.02.R XROT,11.518753,-10.061757
heel.02.R YROT,69.989700,34.231010
heel.02.R ZROT,236.312653,20.367245
