Variable,variance,mean
pelvis XPOS,0.001234,-0.005884
pelvis YPOS,0.000647,-0.009845
pelvis ZPOS,0.000059,0.710518
pelvis XROT,0.000000,0.000000
pelvis YROT,0.000000,0.000000
pelvis ZROT,2440.840088,-16.222363
spine XPOS,0.000000,0.000000
spine YPOS,0.000000,0.000000
spine ZPOS,0.000000,0.000000
spine XROT,2.555992,-7.441214
spine YROT,5.176891,-1.402390
spine ZROT,0.059944,-0.146564
spine.001 XROT,0.029727,9.852147
spine.001 YROT,1.760019,0.517239
spine.001 ZROT,120.795975,4.290601
neck XPOS,0.000000,0.000000
neck YPOS,0.000000,0.028467
neck ZPOS,0.000000,0.231842
neck XROT,11.528653,17.319706
neck YROT,97.449173,1.047678
neck ZROT,937.437195,2.662011
face XPOS,0.000000,0.000000
face YPOS,0.000000,0.003059
face ZPOS,0.000000,0.175263
face XROT,29.401447,-6.418491
face YROT,0.000000,-0.000000
face ZROT,0.000000,0.000001
shoulder.L XPOS,0.000000,0.000000
shoulder.L YPOS,0.000000,0.028467
shoulder.L ZPOS,0.000000,0.231842
shoulder.L XROT,3.928058,-0.022241
shoulder.L YROT,0.000020,0.004209
shoulder.L ZROT,0.059170,0.002727
upper_arm.L XPOS,0.000000,0.160775
upper_arm.L YPOS,0.000000,0.000000
upper_arm.L ZPOS,0.000000,0.000000
upper_arm.L XROT,213.958847,25.403625
upper_arm.L YROT,13.581396,78.094803
upper_arm.L ZROT,303.545074,-30.889210
forearm.L XPOS,0.000000,0.258668
forearm.L YPOS,0.000000,0.000106
forearm.L ZPOS,0.000000,0.000880
forearm.L XROT,0.502842,1.271789
forearm.L YROT,9.383742,8.202384
forearm.L ZROT,20.020260,-16.300575
shoulder.R XPOS,0.000000,0.000000
shoulder.R YPOS,0.000000,0.028467
shoulder.R ZPOS,0.000000,0.231842
shoulder.R XROT,3.928058,0.026529
shoulder.R YROT,0.000020,0.004209
shoulder.R ZROT,0.059169,-0.003254
upper_arm.R XPOS,0.000000,-0.160774
upper_arm.R YPOS,0.000000,0.000000
upper_arm.R ZPOS,0.000000,0.000000
upper_arm.R XROT,109.891953,24.755169
upper_arm.R YROT,13.782536,-77.447807
upper_arm.R ZROT,155.635101,30.498943
forearm.R XPOS,0.000000,-0.252844
forearm.R YPOS,0.000000,0.000106
forearm.R ZPOS,0.000000,0.000880
forearm.R XROT,0.608509,1.365489
forearm.R YROT,13.302558,-8.877099
forearm.R ZROT,27.224943,16.423342
pelvis.L XPOS,0.000000,0.000000
pelvis.L YPOS,0.000000,0.000000
pelvis.L ZPOS,0.000000,0.000000
pelvis.L XROT,10.080147,0.131602
pelvis.L YROT,0.000000,-0.000000
pelvis.L ZROT,0.000000,0.000003
pelvis.R XPOS,0.000000,0.000000
pelvis.R YPOS,0.000000,0.000000
pelvis.R ZPOS,0.000000,0.000000
pelvis.R XROT,10.080114,0.131606
pelvis.R YROT,0.000000,0.000000
pelvis.R ZROT,0.000000,-0.000000
thigh.L XPOS,0.000000,0.095091
thigh.L YPOS,0.000000,0.000000
thigh.L ZPOS,0.000028,-0.000220
thigh.L XROT,27.431147,2.953990
thigh.L YROT,8.558780,6.753650
thigh.L ZROT,0.015576,-0.019559
shin.L XPOS,0.000000,0.016933
shin.L YPOS,0.000000,0.000000
shin.L ZPOS,0.000000,-0.323091
shin.L XROT,23.948160,5.969975
shin.L YROT,54.595753,-2.448672
shin.L ZROT,0.365141,0.228575
foot.L XROT,120.866081,3.001446
foot.L YROT,78.336098,-4.439631
foot.L ZROT,857.615967,10.313470
heel.02.L XROT,280.854095,-26.944204
heel.02.L YROT,95.248184,51.292953
heel.02.L ZROT,63.655125,40.086502
thigh.R XPOS,0.000000,-0.095091
thigh.R YPOS,0.000000,0.000000
thigh.R ZPOS,0.000028,0.000220
thigh.R XROT,39.932346,4.256086
thigh.R YROT,8.123419,-5.446807
thigh.R ZROT,0.031152,-0.061999
shin.R XPOS,0.000000,-0.017285
shin.R YPOS,0.000000,0.000000
shin.R ZPOS,0.000000,-0.329823
shin.R XROT,31.132631,-0.567571
shin.R YROT,4.446203,1.850671
shin.R ZROT,0.162065,0.021616
foot.R XROT,276.587311,4.598373
foot.R YROT,80.536713,3.462063
foot.R ZROT,1398.376587,-0.731725
heel.02.R XROT,332.940979,-29.235497
heel.02.R YROT,129.039856,-49.464836
heel.02.R ZROT,242.442841,-40.788345
