Variable,variance,mean
pelvis XPOS,0.002212,-0.012412
pelvis YPOS,0.000158,-0.014714
pelvis ZPOS,0.000039,0.671741
pelvis XROT,0.000000,0.000000
pelvis YROT,0.000000,0.000000
pelvis ZROT,2119.037354,-5.042429
spine XPOS,0.000000,0.000000
spine YPOS,0.000000,0.000000
spine ZPOS,0.000000,0.000000
spine XROT,14.726963,-5.073349
spine YROT,9.208516,-1.260593
spine ZROT,0.093009,-0.120086
spine.001 XROT,0.057956,9.745147
spine.001 YROT,3.457016,0.055434
spine.001 ZROT,240.603241,0.390254
neck XPOS,0.000000,0.000000
neck YPOS,0.000000,0.029521
neck ZPOS,0.000000,0.240430
neck XROT,17.098412,16.227354
neck YROT,99.780159,-0.108310
neck ZROT,1573.321167,3.372149
face XPOS,0.000000,0.000000
face YPOS,0.000000,0.003156
face ZPOS,0.000000,0.180812
face XROT,43.009075,-6.694637
face YROT,0.000000,0.000000
face ZROT,0.000000,0.000000
shoulder.L XPOS,0.000000,0.000000
shoulder.L YPOS,0.000000,0.029521
shoulder.L ZPOS,0.000000,0.240431
shoulder.L XROT,2.429054,-1.521211
shoulder.L YROT,0.000028,0.005081
shoulder.L ZROT,0.036581,0.186671
upper_arm.L XPOS,0.000000,0.145036
upper_arm.L YPOS,0.000000,0.000000
upper_arm.L ZPOS,0.000000,0.000000
upper_arm.L XROT,298.512451,30.553246
upper_arm.L YROT,19.026312,78.484528
upper_arm.L ZROT,419.945190,-36.844654
forearm.L XPOS,0.000000,0.246650
forearm.L YPOS,0.000000,0.000105
forearm.L ZPOS,0.000000,0.000870
forearm.L XROT,0.647632,1.355229
forearm.L YROT,11.813287,7.907922
forearm.L ZROT,14.088343,-18.135359
shoulder.R XPOS,0.000000,0.000000
shoulder.R YPOS,0.000000,0.029521
shoulder.R ZPOS,0.000000,0.240431
shoulder.R XROT,2.429055,-1.467712
shoulder.R YROT,0.000026,0.004910
shoulder.R ZROT,0.036582,0.180110
upper_arm.R XPOS,0.000000,-0.145036
upper_arm.R YPOS,0.000000,0.000000
upper_arm.R ZPOS,0.000000,0.000000
upper_arm.R XROT,289.429565,20.416775
upper_arm.R YROT,5.723038,-76.445366
upper_arm.R ZROT,408.239716,25.150076
forearm.R XPOS,0.000000,-0.244526
forearm.R YPOS,0.000000,0.000105
forearm.R ZPOS,0.000000,0.000870
forearm.R XROT,0.832071,1.884815
forearm.R YROT,11.071814,-9.620530
forearm.R ZROT,16.936443,21.002600
pelvis.L XPOS,0.000000,0.000000
pelvis.L YPOS,0.000000,0.000000
pelvis.L ZPOS,0.000000,0.000000
pelvis.L XROT,5.437069,-0.887231
pelvis.L YROT,0.000000,-0.000000
pelvis.L ZROT,0.000000,-0.000001
pelvis.R XPOS,0.000000,0.000000
pelvis.R YPOS,0.000000,0.000000
pelvis.R ZPOS,0.000000,0.000000
pelvis.R XROT,5.437070,-0.887231
pelvis.R YROT,0.000000,0.000000
pelvis.R ZROT,0.000000,0.000000
thigh.L XPOS,0.000000,0.090835
thigh.L YPOS,0.000000,0.000000
thigh.L ZPOS,0.000014,0.001407
thigh.L XROT,43.792362,1.891868
thigh.L YROT,23.540583,2.535583
thigh.L ZROT,0.076351,-0.050197
shin.L XPOS,0.000000,0.016946
shin.L YPOS,0.000000,0.000000
shin.L ZPOS,0.000000,-0.323345
shin.L XROT,82.239700,7.354824
shin.L YROT,31.422379,4.009407
shin.L ZROT,1.654207,-0.177878
foot.L XROT,52.268417,-2.907984
foot.L YROT,88.916481,-5.208760
foot.L ZROT,434.825287,9.770136
heel.02.L XROT,202.079330,-22.152653
heel.02.L YROT,44.300079,50.451511
heel.02.L ZROT,23.695782,39.608685
thigh.R XPOS,0.000000,-0.090835
thigh.R YPOS,0.000000,0.000000
thigh.R ZPOS,0.000014,-0.001407
thigh.R XROT,42.657764,2.001632
thigh.R YROT,16.517212,-5.447076
thigh.R ZROT,0.043154,0.062300
shin.R XPOS,0.000000,-0.016998
shin.R YPOS,0.000000,0.000000
shin.R ZPOS,0.000000,-0.324336
shin.R XROT,47.956924,6.090378
shin.R YROT,11.089388,-1.132781
shin.R ZROT,0.194306,-0.271445
foot.R XROT,45.118477,-3.428373
foot.R YROT,111.792534,4.981767
foot.R ZROT,638.613281,-8.621502
heel.02.R XROT,160.836914,-24.326475
heel.02.R YROT,49.622707,-49.452618
heel.02.R ZROT,45.936707,-39.440651
