Variable,variance,mean
pelvis XPOS,0.000890,-0.007278
pelvis YPOS,0.000313,-0.021097
pelvis ZPOS,0.000048,0.733895
pelvis XROT,0.000000,0.000000
pelvis YROT,0.000000,0.000000
pelvis ZROT,1732.358154,3.676856
spine XPOS,0.000000,0.000000
spine YPOS,0.000000,0.000000
spine ZPOS,0.000000,0.000000
spine XROT,5.116776,-3.014970
spine YROT,8.874400,0.374771
spine ZROT,0.047798,0.010188
spine.001 XROT,0.209809,9.556804
spine.001 YROT,5.806881,-0.116831
spine.001 ZROT,422.424561,-0.983314
neck XPOS,0.000000,0.000000
neck YPOS,0.000000,0.032811
neck ZPOS,0.000000,0.267228
neck XROT,27.955614,18.217518
neck YROT,219.796112,-0.310137
neck ZROT,1840.174072,-4.691526
face XPOS,0.000000,0.000000
face YPOS,0.000000,0.003472
face ZPOS,0.000000,0.198929
face XROT,51.751457,-8.132820
face YROT,0.000000,-0.000000
face ZROT,0.000000,0.000000
shoulder.L XPOS,0.000000,0.000000
shoulder.L YPOS,0.000000,0.032811
shoulder.L ZPOS,0.000000,0.267228
shoulder.L XROT,3.584075,0.301276
shoulder.L YROT,0.000012,0.003937
shoulder.L ZROT,0.054000,-0.037005
upper_arm.L XPOS,0.000000,0.165131
upper_arm.L YPOS,0.000000,0.000000
upper_arm.L ZPOS,0.000000,0.000000
upper_arm.L XROT,950.297791,30.399950
upper_arm.L YROT,10.101566,78.454338
upper_arm.L ZROT,1280.543213,-35.417679
forearm.L XPOS,0.000000,0.287959
forearm.L YPOS,0.000000,0.000115
forearm.L ZPOS,0.000000,0.000957
forearm.L XROT,1.235504,0.808796
forearm.L YROT,36.431717,3.651192
forearm.L ZROT,55.532433,-19.492155
shoulder.R XPOS,0.000000,0.000000
shoulder.R YPOS,0.000000,0.032811
shoulder.R ZPOS,0.000000,0.267228
shoulder.R XROT,3.584069,0.352892
shoulder.R YROT,0.000012,0.003973
shoulder.R ZROT,0.053999,-0.043341
upper_arm.R XPOS,0.000000,-0.165131
upper_arm.R YPOS,0.000000,0.000000
upper_arm.R ZPOS,0.000000,0.000000
upper_arm.R XROT,298.507080,25.016529
upper_arm.R YROT,17.736809,-76.683617
upper_arm.R ZROT,439.728333,31.228445
forearm.R XPOS,0.000000,-0.291815
forearm.R YPOS,0.000000,0.000115
forearm.R ZPOS,0.000000,0.000957
forearm.R XROT,1.589100,1.600194
forearm.R YROT,31.237442,-8.034491
forearm.R ZROT,19.389330,21.432863
pelvis.L XPOS,0.000000,0.000000
pelvis.L YPOS,0.000000,0.000000
pelvis.L ZPOS,0.000000,0.000000
pelvis.L XROT,4.140706,-0.265594
pelvis.L YROT,0.000000,-0.000000
pelvis.L ZROT,0.000000,-0.000000
pelvis.R XPOS,0.000000,0.000000
pelvis.R YPOS,0.000000,0.000000
pelvis.R ZPOS,0.000000,0.000000
pelvis.R XROT,4.140702,-0.265593
pelvis.R YROT,0.000000,0.000000
pelvis.R ZROT,0.000000,0.000000
thigh.L XPOS,0.000000,0.096697
thigh.L YPOS,0.000000,0.000000
thigh.L ZPOS,0.000012,0.000448
thigh.L XROT,41.943798,1.980503
thigh.L YROT,5.600866,4.175337
thigh.L ZROT,0.021690,0.056728
shin.L XPOS,0.000000,0.018463
shin.L YPOS,0.000000,0.000000
shin.L ZPOS,0.000000,-0.352297
shin.L XROT,15.585427,4.498899
shin.L YROT,8.038406,-0.500264
shin.L ZROT,0.103041,0.269691
foot.L XROT,61.120865,-1.789738
foot.L YROT,82.742142,-3.234076
foot.L ZROT,500.390625,4.186091
heel.02.L XROT,256.727875,-20.066523
heel.02.L YROT,102.069160,46.808430
heel.02.L ZROT,112.339325,41.423317
thigh.R XPOS,0.000000,-0.096697
thigh.R YPOS,0.000000,0.000000
thigh.R ZPOS,0.000012,-0.000448
thigh.R XROT,44.078888,1.898985
thigh.R YROT,11.268670,-5.447267
thigh.R ZROT,0.049137,0.073953
shin.R XPOS,0.000000,-0.018641
shin.R YPOS,0.000000,0.000000
shin.R ZPOS,0.000000,-0.355699
shin.R XROT,24.299429,7.040028
shin.R YROT,3.568467,0.996122
shin.R ZROT,0.101007,-0.437067
foot.R XROT,54.959076,-2.022336
foot.R YROT,116.726669,3.897216
foot.R ZROT,750.762451,-7.185990
heel.02.R XROT,340.072601,-23.902918
heel.02.R YROT,107.646179,-47.944023
heel.02.R ZROT,134.847565,-42.233402
