Variable,variance,mean
pelvis XPOS,0.000865,-0.020259
pelvis YPOS,0.000149,0.150839
pelvis ZPOS,0.000020,0.669575
pelvis XROT,0.000000,0.000000
pelvis YROT,0.000000,0.000000
pelvis ZROT,2559.193604,-9.817859
spine XPOS,0.000000,0.000000
spine YPOS,0.000000,0.000000
spine ZPOS,0.000000,0.000000
spine XROT,15.052913,-13.111631
spine YROT,30.014221,-0.364346
spine ZROT,0.670049,0.021333
spine.001 XROT,0.274762,9.458559
spine.001 YROT,7.035285,0.053353
spine.001 ZROT,518.775269,0.635970
neck XPOS,0.000000,0.000000
neck YPOS,0.000000,0.024739
neck ZPOS,0.000000,0.201482
neck XROT,56.148212,7.890507
neck YROT,159.296707,-0.083828
neck ZROT,1974.476074,0.557052
face XPOS,0.000000,0.000000
face YPOS,0.000000,0.002737
face ZPOS,0.000000,0.156783
face XROT,69.686478,-7.187208
face YROT,0.000000,0.000000
face ZROT,0.000000,-0.000001
shoulder.L XPOS,0.000000,0.000000
shoulder.L YPOS,0.000000,0.024739
shoulder.L ZPOS,0.000000,0.201482
shoulder.L XROT,18.358881,0.161727
shoulder.L YROT,0.004867,0.019578
shoulder.L ZROT,0.269893,-0.018643
upper_arm.L XPOS,0.000000,0.127209
upper_arm.L YPOS,0.000000,0.000000
upper_arm.L ZPOS,0.000000,0.000000
upper_arm.L XROT,694.256836,37.796452
upper_arm.L YROT,33.782024,75.051743
upper_arm.L ZROT,782.593628,-46.195267
forearm.L XPOS,0.000000,0.218660
forearm.L YPOS,0.000000,0.000097
forearm.L ZPOS,0.000000,0.000806
forearm.L XROT,1.036033,-0.055912
forearm.L YROT,110.601807,-1.728402
forearm.L ZROT,37.292782,-7.970315
shoulder.R XPOS,0.000000,0.000000
shoulder.R YPOS,0.000000,0.024739
shoulder.R ZPOS,0.000000,0.201482
shoulder.R XROT,18.358828,0.218210
shoulder.R YROT,0.004917,0.019600
shoulder.R ZROT,0.269845,-0.025561
upper_arm.R XPOS,0.000000,-0.127209
upper_arm.R YPOS,0.000000,0.000000
upper_arm.R ZPOS,0.000000,0.000000
upper_arm.R XROT,913.105591,41.947693
upper_arm.R YROT,33.203239,-74.845627
upper_arm.R ZROT,985.912231,50.319038
forearm.R XPOS,0.000000,-0.220380
forearm.R YPOS,0.000000,0.000097
forearm.R ZPOS,0.000000,0.000806
forearm.R XROT,6.754956,0.169175
forearm.R YROT,118.427338,-4.565382
forearm.R ZROT,66.028244,11.066195
pelvis.L XPOS,0.000000,0.000000
pelvis.L YPOS,0.000000,0.000000
pelvis.L ZPOS,0.000000,0.000000
pelvis.L XROT,30.323595,-1.342740
pelvis.L YROT,0.000000,-0.000000
pelvis.L ZROT,0.000000,-0.000001
pelvis.R XPOS,0.000000,0.000000
pelvis.R YPOS,0.000000,0.000000
pelvis.R ZPOS,0.000000,0.000000
pelvis.R XROT,30.323557,-1.342739
pelvis.R YROT,0.000000,-0.000000
pelvis.R ZROT,0.000000,-0.000000
thigh.L XPOS,0.000000,0.076274
thigh.L YPOS,0.000000,0.000000
thigh.L ZPOS,0.000054,0.001788
thigh.L XROT,33.666576,-5.724126
thigh.L YROT,62.039257,3.104876
thigh.L ZROT,0.256412,0.200069
shin.L XPOS,0.000000,0.016524
shin.L YPOS,0.000000,0.000000
shin.L ZPOS,0.000000,-0.315292
shin.L XROT,60.996227,5.617063
shin.L YROT,29.684694,-1.977412
shin.L ZROT,0.167690,0.098589
foot.L XROT,60.944687,14.125410
foot.L YROT,110.627243,-2.243542
foot.L ZROT,1457.196045,6.863746
heel.02.L XROT,524.177734,-22.492430
heel.02.L YROT,192.654160,45.409550
heel.02.L ZROT,87.695198,31.930281
thigh.R XPOS,0.000000,-0.076274
thigh.R YPOS,0.000000,0.000000
thigh.R ZPOS,0.000054,-0.001789
thigh.R XROT,14.638048,-7.756448
thigh.R YROT,98.174263,-6.692188
thigh.R ZROT,0.624224,-0.273595
shin.R XPOS,0.000000,-0.016635
shin.R YPOS,0.000000,0.000000
shin.R ZPOS,0.000000,-0.317420
shin.R XROT,41.639118,4.034189
shin.R YROT,11.132053,1.508084
shin.R ZROT,0.166176,-0.187069
foot.R XROT,177.497574,18.813993
foot.R YROT,60.389660,1.142661
foot.R ZROT,1502.641724,4.496198
heel.02.R XROT,438.671143,-17.594923
heel.02.R YROT,360.120331,-42.124958
heel.02.R ZROT,251.524292,-33.375366
