Variable,variance,mean
pelvis XPOS,0.002770,0.023900
pelvis YPOS,0.000269,-0.058423
pelvis ZPOS,0.000248,0.879534
pelvis XROT,0.000000,0.000000
pelvis YROT,0.000000,0.000000
pelvis ZROT,2197.292480,-10.098340
spine XPOS,0.000000,0.000000
spine YPOS,0.000000,0.000000
spine ZPOS,0.000000,0.000000
spine XROT,1.835421,-6.420215
spine YROT,11.270571,2.680908
spine ZROT,0.154649,0.313358
spine.001 XROT,0.232126,9.599410
spine.001 YROT,5.233044,0.045962
spine.001 ZROT,383.041412,0.544704
neck XPOS,0.000000,0.000000
neck YPOS,0.000000,0.035800
neck ZPOS,0.000000,0.291569
neck XROT,33.711163,18.701040
neck YROT,88.257812,-1.369077
neck ZROT,858.047913,1.431432
face XPOS,0.000000,0.000000
face YPOS,0.000000,0.003868
face ZPOS,0.000000,0.221603
face XROT,67.401573,-4.404105
face YROT,0.000000,-0.000000
face ZROT,0.000000,0.000000
shoulder.L XPOS,0.000000,0.000000
shoulder.L YPOS,0.000000,0.035800
shoulder.L ZPOS,0.000000,0.291569
shoulder.L XROT,4.041052,-1.305523
shoulder.L YROT,0.000086,0.006153
shoulder.L ZROT,0.060800,0.160158
upper_arm.L XPOS,0.000000,0.189779
upper_arm.L YPOS,0.000000,0.000000
upper_arm.L ZPOS,0.000000,-0.000000
upper_arm.L XROT,556.480286,10.492437
upper_arm.L YROT,22.260983,77.105873
upper_arm.L ZROT,867.174500,-13.500713
forearm.L XPOS,0.000000,0.316302
forearm.L YPOS,0.000000,0.000133
forearm.L ZPOS,0.000000,0.001101
forearm.L XROT,3.809179,1.445358
forearm.L YROT,25.178492,6.904155
forearm.L ZROT,83.938774,-18.178493
shoulder.R XPOS,0.000000,0.000000
shoulder.R YPOS,0.000000,0.035800
shoulder.R ZPOS,0.000000,0.291569
shoulder.R XROT,4.041053,-1.253843
shoulder.R YROT,0.000083,0.006011
shoulder.R ZROT,0.060803,0.153822
upper_arm.R XPOS,0.000000,-0.189779
upper_arm.R YPOS,0.000000,0.000000
upper_arm.R ZPOS,0.000000,0.000000
upper_arm.R XROT,484.284302,19.025295
upper_arm.R YROT,22.794376,-74.979660
upper_arm.R ZROT,826.243103,25.217028
forearm.R XPOS,0.000000,-0.310039
forearm.R YPOS,0.000000,0.000133
forearm.R ZPOS,0.000000,0.001101
forearm.R XROT,13.198116,1.909051
forearm.R YROT,101.712440,-7.099848
forearm.R ZROT,93.439453,19.828056
pelvis.L XPOS,0.000000,0.000000
pelvis.L YPOS,0.000000,0.000000
pelvis.L ZPOS,0.000000,0.000000
pelvis.L XROT,1.290722,1.811370
pelvis.L YROT,0.000000,0.000000
pelvis.L ZROT,0.000000,0.000000
pelvis.R XPOS,0.000000,0.000000
pelvis.R YPOS,0.000000,0.000000
pelvis.R ZPOS,0.000000,0.000000
pelvis.R XROT,1.290722,1.811370
pelvis.R YROT,0.000000,0.000000
pelvis.R ZROT,0.000000,0.000000
thigh.L XPOS,0.000000,0.113969
thigh.L YPOS,0.000000,0.000000
thigh.L ZPOS,0.000005,-0.003604
thigh.L XROT,132.224213,-0.414426
thigh.L YROT,21.042133,5.558536
thigh.L ZROT,0.139625,0.066180
shin.L XPOS,0.000000,0.022107
shin.L YPOS,0.000000,0.000000
shin.L ZPOS,0.000000,-0.421827
shin.L XROT,64.735611,10.024717
shin.L YROT,25.340977,-2.170103
shin.L ZROT,1.870540,0.988975
foot.L XROT,487.981232,-0.917844
foot.L YROT,105.682785,-1.120463
foot.L ZROT,934.719238,-8.141192
heel.02.L XROT,192.908371,-14.067735
heel.02.L YROT,114.958977,41.328697
heel.02.L ZROT,109.693886,31.217815
thigh.R XPOS,0.000000,-0.113969
thigh.R YPOS,0.000000,0.000000
thigh.R ZPOS,0.000005,0.003604
thigh.R XROT,104.526093,0.589710
thigh.R YROT,30.108501,-1.428295
thigh.R ZROT,0.226707,0.075003
shin.R XPOS,0.000000,-0.022509
shin.R YPOS,0.000000,0.000000
shin.R ZPOS,0.000000,-0.429490
shin.R XROT,40.225079,7.963621
shin.R YROT,6.459229,-0.279590
shin.R ZROT,0.314143,-0.453699
foot.R XROT,130.777039,-3.382296
foot.R YROT,104.747192,-1.410331
foot.R ZROT,773.107788,6.877772
heel.02.R XROT,124.764664,-14.508937
heel.02.R YROT,85.799026,-41.744946
heel.02.R ZROT,108.355713,-31.481272
