Variable,variance,mean
pelvis XPOS,0.005668,-0.053502
pelvis YPOS,0.001278,0.010556
pelvis ZPOS,0.000035,0.668077
pelvis XROT,0.000000,0.000000
pelvis YROT,0.000000,0.000000
pelvis ZROT,115.576775,2.693443
spine XPOS,0.000000,0.000000
spine YPOS,0.000000,0.000000
spine ZPOS,0.000000,0.000000
spine XROT,2.914784,-10.634976
spine YROT,4.152245,-2.297370
spine ZROT,0.078434,-0.333970
spine.001 XROT,0.001832,9.950475
spine.001 YROT,0.253093,0.662947
spine.001 ZROT,16.963638,5.419089
neck XPOS,0.000000,0.000000
neck YPOS,0.000000,0.029297
neck ZPOS,0.000000,0.238606
neck XROT,25.577486,37.974796
neck YROT,18.593044,1.949836
neck ZROT,31.958368,1.814537
face XPOS,0.000000,0.000000
face YPOS,0.000000,0.002826
face ZPOS,0.000000,0.161887
face XROT,4.457162,3.809714
face YROT,0.000000,0.000000
face ZROT,0.000000,0.000000
shoulder.L XPOS,0.000000,0.000000
shoulder.L YPOS,0.000000,0.029297
shoulder.L ZPOS,0.000000,0.238606
shoulder.L XROT,2.389070,-2.036453
shoulder.L YROT,0.000048,0.007001
shoulder.L ZROT,0.035958,0.249896
upper_arm.L XPOS,0.000000,0.143015
upper_arm.L YPOS,0.000000,0.000000
upper_arm.L ZPOS,0.000000,0.000000
upper_arm.L XROT,341.612518,-9.954213
upper_arm.L YROT,33.533936,72.929176
upper_arm.L ZROT,654.659973,12.779941
forearm.L XPOS,0.000000,0.239818
forearm.L YPOS,0.000000,0.000103
forearm.L ZPOS,0.000000,0.000857
forearm.L XROT,359.937866,43.788742
forearm.L YROT,92.851456,29.237928
forearm.L ZROT,588.096436,-112.386444
shoulder.R XPOS,0.000000,0.000000
shoulder.R YPOS,0.000000,0.029297
shoulder.R ZPOS,0.000000,0.238606
shoulder.R XROT,2.389071,-1.983060
shoulder.R YROT,0.000045,0.006771
shoulder.R ZROT,0.035960,0.243349
upper_arm.R XPOS,0.000000,-0.143015
upper_arm.R YPOS,0.000000,0.000000
upper_arm.R ZPOS,0.000000,0.000000
upper_arm.R XROT,241.678528,-3.972714
upper_arm.R YROT,29.831751,-71.878944
upper_arm.R ZROT,520.422791,-4.686899
forearm.R XPOS,0.000000,-0.241898
forearm.R YPOS,0.000000,0.000103
forearm.R ZPOS,0.000000,0.000857
forearm.R XROT,162.682602,44.566895
forearm.R YROT,51.662556,-30.125740
forearm.R ZROT,243.979645,112.915741
pelvis.L XPOS,0.000000,0.000000
pelvis.L YPOS,0.000000,0.000000
pelvis.L ZPOS,0.000000,0.000000
pelvis.L XROT,2.609678,-1.489628
pelvis.L YROT,0.000000,-0.000000
pelvis.L ZROT,0.000000,-0.000001
pelvis.R XPOS,0.000000,0.000000
pelvis.R YPOS,0.000000,0.000000
pelvis.R ZPOS,0.000000,0.000000
pelvis.R XROT,2.609679,-1.489627
pelvis.R YROT,0.000000,0.000000
pelvis.R ZROT,0.000000,-0.000000
thigh.L XPOS,0.000000,0.093879
thigh.L YPOS,0.000000,0.000000
thigh.L ZPOS,0.000007,0.002441
thigh.L XROT,33.307499,-1.426586
thigh.L YROT,26.581165,0.421881
thigh.L ZROT,0.176503,-0.276287
shin.L XPOS,0.000000,0.017314
shin.L YPOS,0.000000,0.000000
shin.L ZPOS,0.000000,-0.330374
shin.L XROT,103.410004,10.363891
shin.L YROT,5.639400,1.608629
shin.L ZROT,0.070582,0.238846
foot.L XROT,23.871309,-7.497649
foot.L YROT,8.569145,-7.357985
foot.L ZROT,42.539211,13.198204
heel.02.L XROT,19.161268,-25.178904
heel.02.L YROT,4.717586,52.671764
heel.02.L ZROT,26.932552,41.012062
thigh.R XPOS,0.000000,-0.093879
thigh.R YPOS,0.000000,0.000000
thigh.R ZPOS,0.000007,-0.002441
thigh.R XROT,19.734119,1.164326
thigh.R YROT,36.631599,-6.086828
thigh.R ZROT,0.042702,0.171517
shin.R XPOS,0.000000,-0.017245
shin.R YPOS,0.000000,0.000000
shin.R ZPOS,0.000000,-0.329051
shin.R XROT,60.359596,6.505120
shin.R YROT,6.143173,-2.107746
shin.R ZROT,0.065480,-0.111586
foot.R XROT,9.117462,-9.211429
foot.R YROT,10.385992,7.160423
foot.R ZROT,41.672237,-11.899190
heel.02.R XROT,26.553663,-25.216105
heel.02.R YROT,7.917090,-51.361820
heel.02.R ZROT,18.059372,-38.367863
