Variable,variance,mean
pelvis XPOS,0.000411,0.033747
pelvis YPOS,0.000060,0.020060
pelvis ZPOS,0.000013,0.690656
pelvis XROT,0.000000,0.000000
pelvis YROT,0.000000,0.000000
pelvis ZROT,4.984482,-2.390348
spine XPOS,0.000000,0.000000
spine YPOS,0.000000,0.000000
spine ZPOS,0.000000,0.000000
spine XROT,0.684358,-8.350342
spine YROT,1.112661,1.707719
spine ZROT,0.013599,0.210582
spine.001 XROT,0.000164,9.980310
spine.001 YROT,0.036309,0.489932
spine.001 ZROT,2.420502,3.994965
neck XPOS,0.000000,0.000000
neck YPOS,0.000000,0.031301
neck ZPOS,0.000000,0.254924
neck XROT,27.438225,31.071512
neck YROT,5.510928,-1.609180
neck ZROT,8.494853,1.850334
face XPOS,0.000000,0.000000
face YPOS,0.000000,0.003038
face ZPOS,0.000000,0.174066
face XROT,3.729076,8.184803
face YROT,0.000000,-0.000000
face ZROT,0.000000,-0.000000
shoulder.L XPOS,0.000000,0.000000
shoulder.L YPOS,0.000000,0.031301
shoulder.L ZPOS,0.000000,0.254924
shoulder.L XROT,0.709942,-0.331192
shoulder.L YROT,0.000005,0.000878
shoulder.L ZROT,0.010696,0.040642
upper_arm.L XPOS,0.000000,0.160919
upper_arm.L YPOS,0.000000,0.000000
upper_arm.L ZPOS,0.000000,0.000000
upper_arm.L XROT,214.167847,-1.818066
upper_arm.L YROT,6.000581,74.914627
upper_arm.L ZROT,352.771423,2.743144
forearm.L XPOS,0.000000,0.246784
forearm.L YPOS,0.000000,0.000108
forearm.L ZPOS,0.000000,0.000898
forearm.L XROT,391.531342,36.359058
forearm.L YROT,75.736496,24.805626
forearm.L ZROT,1582.052612,-94.840790
shoulder.R XPOS,0.000000,0.000000
shoulder.R YPOS,0.000000,0.031301
shoulder.R ZPOS,0.000000,0.254924
shoulder.R XROT,0.709942,-0.281447
shoulder.R YROT,0.000005,0.000845
shoulder.R ZROT,0.010696,0.034538
upper_arm.R XPOS,0.000000,-0.160919
upper_arm.R YPOS,0.000000,0.000000
upper_arm.R ZPOS,0.000000,0.000000
upper_arm.R XROT,77.205742,1.277788
upper_arm.R YROT,3.577359,-74.251663
upper_arm.R ZROT,135.205948,1.677541
forearm.R XPOS,0.000000,-0.250048
forearm.R YPOS,0.000000,0.000108
forearm.R ZPOS,0.000000,0.000898
forearm.R XROT,70.123161,43.740673
forearm.R YROT,17.734465,-27.216518
forearm.R ZROT,165.633392,115.972908
pelvis.L XPOS,0.000000,0.000000
pelvis.L YPOS,0.000000,0.000000
pelvis.L ZPOS,0.000000,0.000000
pelvis.L XROT,0.760632,0.178144
pelvis.L YROT,0.000000,0.000000
pelvis.L ZROT,0.000000,-0.000000
pelvis.R XPOS,0.000000,0.000000
pelvis.R YPOS,0.000000,0.000000
pelvis.R ZPOS,0.000000,0.000000
pelvis.R XROT,0.760630,0.178144
pelvis.R YROT,0.000000,0.000000
pelvis.R ZROT,0.000000,0.000000
thigh.L XPOS,0.000000,0.103660
thigh.L YPOS,0.000000,0.000000
thigh.L ZPOS,0.000002,-0.000322
thigh.L XROT,0.574320,1.633613
thigh.L YROT,2.772388,6.433238
thigh.L ZROT,0.000427,-0.001554
shin.L XPOS,0.000000,0.017427
shin.L YPOS,0.000000,0.000000
shin.L ZPOS,0.000000,-0.332529
shin.L XROT,1.182236,3.483388
shin.L YROT,0.843759,1.302737
shin.L ZROT,0.001237,0.138319
foot.L XROT,1.396131,-4.096956
foot.L YROT,0.723961,-7.603267
foot.L ZROT,2.953614,15.263400
heel.02.L XROT,0.617567,-0.763292
heel.02.L YROT,3.104331,-25.510334
heel.02.L ZROT,1.667225,-13.544662
thigh.R XPOS,0.000000,-0.103660
thigh.R YPOS,0.000000,0.000000
thigh.R ZPOS,0.000002,0.000322
thigh.R XROT,2.203681,-1.266772
thigh.R YROT,2.056231,1.204386
thigh.R ZROT,0.012753,0.086765
shin.R XPOS,0.000000,-0.017415
shin.R YPOS,0.000000,0.000000
shin.R ZPOS,0.000000,-0.332299
shin.R XROT,1.446315,11.769953
shin.R YROT,0.515446,-2.058815
shin.R ZROT,0.007527,-0.407180
foot.R XROT,3.752020,-12.805984
foot.R YROT,2.330753,8.229607
foot.R ZROT,8.372195,-12.201850
heel.02.R XROT,0.900124,-4.894551
heel.02.R YROT,3.427483,24.945845
heel.02.R ZROT,3.175185,11.570375
