Variable,variance,mean
pelvis XPOS,0.000090,-0.024394
pelvis YPOS,0.000131,-0.026750
pelvis ZPOS,0.000033,0.869386
pelvis XROT,0.000000,0.000000
pelvis YROT,0.000000,0.000000
pelvis ZROT,2.063744,-7.707294
spine XPOS,0.000000,0.000000
spine YPOS,0.000000,0.000000
spine ZPOS,0.000000,0.000000
spine XROT,1.766329,-8.161270
spine YROT,0.291570,1.197891
spine ZROT,0.004349,0.149349
spine.001 XROT,0.000186,9.994421
spine.001 YROT,0.067605,-0.102683
spine.001 ZROT,4.502254,-0.837318
neck XPOS,0.000000,0.000000
neck YPOS,0.000000,0.035141
neck ZPOS,0.000000,0.286199
neck XROT,17.975939,29.249302
neck YROT,3.659983,-4.184239
neck ZROT,15.065005,-6.680929
face XPOS,0.000000,0.000000
face YPOS,0.000000,0.003388
face ZPOS,0.000000,0.194079
face XROT,2.571477,2.675202
face YROT,0.000000,0.000000
face ZROT,0.000000,-0.000000
shoulder.L XPOS,0.000000,0.000000
shoulder.L YPOS,0.000000,0.035141
shoulder.L ZPOS,0.000000,0.286199
shoulder.L XROT,1.159540,-0.968127
shoulder.L YROT,0.000014,0.002246
shoulder.L ZROT,0.017457,0.118833
upper_arm.L XPOS,0.000000,0.186506
upper_arm.L YPOS,0.000000,0.000000
upper_arm.L ZPOS,0.000000,-0.000000
upper_arm.L XROT,290.511963,-6.476387
upper_arm.L YROT,8.706214,78.999802
upper_arm.L ZROT,458.932648,7.606001
forearm.L XPOS,0.000000,0.311386
forearm.L YPOS,0.000000,0.000129
forearm.L ZPOS,0.000000,0.001073
forearm.L XROT,266.524994,18.823534
forearm.L YROT,92.210640,25.449099
forearm.L ZROT,876.900635,-57.750504
shoulder.R XPOS,0.000000,0.000000
shoulder.R YPOS,0.000000,0.035141
shoulder.R ZPOS,0.000000,0.286199
shoulder.R XROT,1.159539,-0.916857
shoulder.R YROT,0.000015,0.002142
shoulder.R ZROT,0.017457,0.112542
upper_arm.R XPOS,0.000000,-0.186506
upper_arm.R YPOS,0.000000,0.000000
upper_arm.R ZPOS,0.000000,0.000000
upper_arm.R XROT,51.435471,-7.489925
upper_arm.R YROT,3.733043,-72.916649
upper_arm.R ZROT,98.744392,-10.111976
forearm.R XPOS,0.000000,-0.299819
forearm.R YPOS,0.000000,0.000129
forearm.R ZPOS,0.000000,0.001073
forearm.R XROT,50.660324,34.654701
forearm.R YROT,39.358692,-30.616745
forearm.R ZROT,181.823303,95.579216
pelvis.L XPOS,0.000000,0.000000
pelvis.L YPOS,0.000000,0.000000
pelvis.L ZPOS,0.000000,0.000000
pelvis.L XROT,0.381503,0.544106
pelvis.L YROT,0.000000,-0.000000
pelvis.L ZROT,0.000000,0.000000
pelvis.R XPOS,0.000000,0.000000
pelvis.R YPOS,0.000000,0.000000
pelvis.R ZPOS,0.000000,0.000000
pelvis.R XROT,0.381504,0.544107
pelvis.R YROT,0.000000,0.000000
pelvis.R ZROT,0.000000,0.000000
thigh.L XPOS,0.000000,0.114920
thigh.L YPOS,0.000000,0.000000
thigh.L ZPOS,0.000002,-0.001091
thigh.L XROT,0.890841,8.043497
thigh.L YROT,0.528072,0.786574
thigh.L ZROT,0.003185,0.365669
shin.L XPOS,0.000000,0.022672
shin.L YPOS,0.000000,0.000000
shin.L ZPOS,0.000000,-0.432610
shin.L XROT,0.812008,-0.353260
shin.L YROT,0.319396,-2.732120
shin.L ZROT,0.004844,-0.026982
foot.L XROT,1.227676,-10.257010
foot.L YROT,0.746244,0.971458
foot.L ZROT,2.685695,-3.822748
heel.02.L XROT,2.903757,-8.000820
heel.02.L YROT,2.151618,42.977608
heel.02.L ZROT,1.546882,32.493259
thigh.R XPOS,0.000000,-0.114920
thigh.R YPOS,0.000000,0.000000
thigh.R ZPOS,0.000002,0.001091
thigh.R XROT,1.329471,6.012825
thigh.R YROT,0.690306,-1.356521
thigh.R ZROT,0.003986,-0.243180
shin.R XPOS,0.000000,-0.022688
shin.R YPOS,0.000000,0.000000
shin.R ZPOS,0.000000,-0.432916
shin.R XROT,3.462697,-0.054687
shin.R YROT,0.371160,-0.691824
shin.R ZROT,0.008309,-0.000220
foot.R XROT,1.723298,-9.688927
foot.R YROT,1.036792,-3.650957
foot.R ZROT,3.936674,8.922553
heel.02.R XROT,1.580962,-6.940288
heel.02.R YROT,1.471582,-37.213696
heel.02.R ZROT,2.898035,-25.966583
