Variable,variance,mean
pelvis XPOS,0.000094,0.032434
pelvis YPOS,0.000057,-0.034645
pelvis ZPOS,0.000003,0.922890
pelvis XROT,0.000000,0.000000
pelvis YROT,0.000000,0.000000
pelvis ZROT,1.502315,-3.100075
spine XPOS,0.000000,0.000000
spine YPOS,0.000000,0.000000
spine ZPOS,0.000000,0.000000
spine XROT,0.391394,-10.006520
spine YROT,0.860678,0.017765
spine ZROT,0.014033,-0.000162
spine.001 XROT,0.000171,9.992813
spine.001 YROT,0.028684,0.268368
spine.001 ZROT,1.916175,2.187235
neck XPOS,0.000000,0.000000
neck YPOS,0.000000,0.037222
neck ZPOS,0.000000,0.303147
neck XROT,14.985934,36.389908
neck YROT,1.925977,5.746656
neck ZROT,4.745108,8.600540
face XPOS,0.000000,0.000000
face YPOS,0.000000,0.003790
face ZPOS,0.000000,0.217149
face XROT,2.295380,-1.567892
face YROT,0.000000,-0.000000
face ZROT,0.000000,0.000000
shoulder.L XPOS,0.000000,0.000000
shoulder.L YPOS,0.000000,0.037222
shoulder.L ZPOS,0.000000,0.303147
shoulder.L XROT,0.499499,2.526528
shoulder.L YROT,0.000041,0.007373
shoulder.L ZROT,0.007487,-0.310091
upper_arm.L XPOS,0.000000,0.175021
upper_arm.L YPOS,0.000000,0.000000
upper_arm.L ZPOS,0.000000,-0.000000
upper_arm.L XROT,27.797132,-10.350032
upper_arm.L YROT,1.045814,75.805748
upper_arm.L ZROT,45.888863,13.184212
forearm.L XPOS,0.000000,0.288264
forearm.L YPOS,0.000000,0.000138
forearm.L ZPOS,0.000000,0.001143
forearm.L XROT,58.784492,34.861752
forearm.L YROT,21.252329,28.806376
forearm.L ZROT,281.845734,-97.830833
shoulder.R XPOS,0.000000,0.000000
shoulder.R YPOS,0.000000,0.037222
shoulder.R ZPOS,0.000000,0.303147
shoulder.R XROT,0.499499,2.584675
shoulder.R YROT,0.000042,0.007691
shoulder.R ZROT,0.007485,-0.317228
upper_arm.R XPOS,0.000000,-0.175021
upper_arm.R YPOS,0.000000,0.000000
upper_arm.R ZPOS,0.000000,0.000000
upper_arm.R XROT,116.902016,2.097115
upper_arm.R YROT,4.665053,-80.973412
upper_arm.R ZROT,165.160690,2.279590
forearm.R XPOS,0.000000,-0.284397
forearm.R YPOS,0.000000,0.000138
forearm.R ZPOS,0.000000,0.001143
forearm.R XROT,57.166252,40.059200
forearm.R YROT,16.596874,-36.657021
forearm.R ZROT,211.664642,92.618202
pelvis.L XPOS,0.000000,0.000000
pelvis.L YPOS,0.000000,0.000000
pelvis.L ZPOS,0.000000,0.000000
pelvis.L XROT,0.338392,1.382374
pelvis.L YROT,0.000000,0.000000
pelvis.L ZROT,0.000000,-0.000000
pelvis.R XPOS,0.000000,0.000000
pelvis.R YPOS,0.000000,0.000000
pelvis.R ZPOS,0.000000,0.000000
pelvis.R XROT,0.338391,1.382374
pelvis.R YROT,0.000000,-0.000000
pelvis.R ZROT,0.000000,0.000000
thigh.L XPOS,0.000000,0.114058
thigh.L YPOS,0.000000,0.000000
thigh.L ZPOS,0.000001,-0.002752
thigh.L XROT,0.357543,7.473920
thigh.L YROT,0.397065,4.085308
thigh.L ZROT,0.001428,0.124292
shin.L XPOS,0.000000,0.022827
shin.L YPOS,0.000000,0.000000
shin.L ZPOS,0.000000,-0.435571
shin.L XROT,0.857701,0.394045
shin.L YROT,0.436648,-4.141459
shin.L ZROT,0.006447,0.031555
foot.L XROT,0.937617,-9.842356
foot.L YROT,0.282256,-4.683906
foot.L ZROT,0.871159,6.947470
heel.02.L XROT,1.565404,-19.696283
heel.02.L YROT,0.572622,50.900391
heel.02.L ZROT,1.108415,40.713787
thigh.R XPOS,0.000000,-0.114058
thigh.R YPOS,0.000000,0.000000
thigh.R ZPOS,0.000001,0.002752
thigh.R XROT,0.853859,5.136477
thigh.R YROT,0.431504,-0.164532
thigh.R ZROT,0.002944,-0.259648
shin.R XPOS,0.000000,-0.022196
shin.R YPOS,0.000000,0.000000
shin.R ZPOS,0.000000,-0.423533
shin.R XROT,1.081453,2.141517
shin.R YROT,0.221927,4.069140
shin.R ZROT,0.005635,-0.185946
foot.R XROT,0.556268,-5.234270
foot.R YROT,0.252355,4.460634
foot.R ZROT,1.172775,-8.218704
heel.02.R XROT,1.820261,-16.999750
heel.02.R YROT,0.900145,-49.437283
heel.02.R ZROT,2.028417,-37.507229
