Variable,variance,mean
pelvis XPOS,0.003045,-0.020021
pelvis YPOS,0.000163,-0.014242
pelvis ZPOS,0.000023,0.730884
pelvis XROT,0.000000,0.000000
pelvis YROT,0.000000,0.000000
pelvis ZROT,16.330986,-0.829896
spine XPOS,0.000000,0.000000
spine YPOS,0.000000,0.000000
spine ZPOS,0.000000,0.000000
spine XROT,4.932523,-10.294602
spine YROT,3.038014,-2.076227
spine ZROT,0.073134,-0.298750
spine.001 XROT,0.002236,9.978850
spine.001 YROT,0.189871,0.322933
spine.001 ZROT,12.794112,2.638742
neck XPOS,0.000000,0.000000
neck YPOS,0.000000,0.029547
neck ZPOS,0.000000,0.240645
neck XROT,24.015806,27.979540
neck YROT,7.011185,2.497520
neck ZROT,11.559237,3.210852
face XPOS,0.000000,0.000000
face YPOS,0.000000,0.003049
face ZPOS,0.000000,0.174654
face XROT,7.350919,6.238420
face YROT,0.000000,-0.000000
face ZROT,0.000000,-0.000000
shoulder.L XPOS,0.000000,0.000000
shoulder.L YPOS,0.000000,0.029547
shoulder.L ZPOS,0.000000,0.240645
shoulder.L XROT,0.685855,1.033123
shoulder.L YROT,0.000003,0.001879
shoulder.L ZROT,0.010335,-0.126854
upper_arm.L XPOS,0.000000,0.158041
upper_arm.L YPOS,0.000000,0.000000
upper_arm.L ZPOS,0.000000,0.000000
upper_arm.L XROT,103.180603,9.403591
upper_arm.L YROT,9.373745,79.138908
upper_arm.L ZROT,162.161438,-11.246095
forearm.L XPOS,0.000000,0.245313
forearm.L YPOS,0.000000,0.000110
forearm.L ZPOS,0.000000,0.000909
forearm.L XROT,47.358997,26.299644
forearm.L YROT,33.545315,25.095606
forearm.L ZROT,188.922684,-91.297165
shoulder.R XPOS,0.000000,0.000000
shoulder.R YPOS,0.000000,0.029547
shoulder.R ZPOS,0.000000,0.240645
shoulder.R XROT,0.685858,1.084379
shoulder.R YROT,0.000003,0.001995
shoulder.R ZROT,0.010335,-0.133140
upper_arm.R XPOS,0.000000,-0.158041
upper_arm.R YPOS,0.000000,0.000000
upper_arm.R ZPOS,0.000000,0.000000
upper_arm.R XROT,129.216385,11.362751
upper_arm.R YROT,6.886140,-78.174644
upper_arm.R ZROT,221.034622,14.174961
forearm.R XPOS,0.000000,-0.248621
forearm.R YPOS,0.000000,0.000110
forearm.R ZPOS,0.000000,0.000909
forearm.R XROT,101.514427,41.605553
forearm.R YROT,36.589489,-35.322502
forearm.R ZROT,275.498932,96.498253
pelvis.L XPOS,0.000000,0.000000
pelvis.L YPOS,0.000000,0.000000
pelvis.L ZPOS,0.000000,0.000000
pelvis.L XROT,0.667077,-2.497223
pelvis.L YROT,0.000000,-0.000000
pelvis.L ZROT,0.000000,-0.000000
pelvis.R XPOS,0.000000,0.000000
pelvis.R YPOS,0.000000,0.000000
pelvis.R ZPOS,0.000000,0.000000
pelvis.R XROT,0.667076,-2.497223
pelvis.R YROT,0.000000,0.000000
pelvis.R ZROT,0.000000,-0.000000
thigh.L XPOS,0.000000,0.096415
thigh.L YPOS,0.000000,0.000000
thigh.L ZPOS,0.000002,0.004205
thigh.L XROT,29.627617,4.677271
thigh.L YROT,22.773043,-0.626846
thigh.L ZROT,0.177418,0.079707
shin.L XPOS,0.000000,0.018677
shin.L YPOS,0.000000,0.000000
shin.L ZPOS,0.000000,-0.356386
shin.L XROT,53.742104,0.639098
shin.L YROT,3.302069,-3.026063
shin.L ZROT,0.352224,0.069639
foot.L XROT,5.668183,-3.321958
foot.L YROT,3.530009,-4.655390
foot.L ZROT,14.963058,9.352524
heel.02.L XROT,28.555826,-18.419483
heel.02.L YROT,9.094997,49.025459
heel.02.L ZROT,8.766250,38.837528
thigh.R XPOS,0.000000,-0.096415
thigh.R YPOS,0.000000,0.000000
thigh.R ZPOS,0.000002,-0.004205
thigh.R XROT,29.750357,3.816811
thigh.R YROT,14.732616,-2.163241
thigh.R ZROT,0.202878,0.030206
shin.R XPOS,0.000000,-0.017975
shin.R YPOS,0.000000,0.000000
shin.R ZPOS,0.000000,-0.342992
shin.R XROT,47.856621,3.762846
shin.R YROT,11.963819,1.297392
shin.R ZROT,0.324867,-0.227490
foot.R XROT,41.518921,-8.011030
foot.R YROT,9.891073,2.039012
foot.R ZROT,142.628403,-3.667562
heel.02.R XROT,87.135857,-12.439488
heel.02.R YROT,24.479013,-45.912128
heel.02.R ZROT,34.600227,-31.374794
