Variable,variance,mean
pelvis XPOS,8.01581023779363e-14,0.010982998
pelvis YPOS,8.227518330256728e-14,0.009376
pelvis ZPOS,7.452751193959273e-10,0.710164
pelvis XROT,0.0,0.0
pelvis YROT,0.0,0.0
pelvis ZROT,3.144399727261771e-07,-12.676574
spine XPOS,7.596104012463911e-08,-9.413538
spine YPOS,1.5475299930400865e-09,-1.571823
spine ZPOS,5.052135446104167e-11,-0.21272205
spine XROT,1.8080905661577162e-08,9.929838
spine YROT,7.452751193959273e-10,0.9909899
spine ZROT,2.416368438673544e-08,8.098655
spine.001 XROT,3.5867753922502743e-07,19.397707
spine.001 YROT,1.6913356132297608e-11,0.752193
spine.001 ZROT,3.0331868128286033e-09,-1.8192005
neck XPOS,9.469800336022176e-21,2.0000002e-06
neck YPOS,0.0,0.0
neck ZPOS,2.367450084005544e-21,-1.0000001e-06
neck XROT,7.676757146635182e-11,-0.274003
neck YROT,1.4370335812281607e-17,7.9e-05
neck ZROT,1.1670751171033444e-12,0.033602
face XPOS,3.985992123034521e-07,12.481911
face YPOS,1.5557496226392686e-05,78.10012
face ZPOS,5.157144755685295e-07,-15.381333
face XROT,1.1300566038485726e-09,0.683156
face YROT,4.6246693585771936e-08,6.3942184
face ZROT,1.924381365370209e-07,-11.372409
shoulder.L XPOS,4.163384567656969e-11,-0.22466996
shoulder.L YPOS,2.5391775079950935e-18,5.3999996e-05
shoulder.L ZPOS,7.025630077706069e-15,0.027549004
shoulder.L XROT,8.593004281465255e-07,22.16681
shoulder.L YROT,4.928992439090507e-06,-79.94159
shoulder.L ZROT,1.8806935031534522e-06,26.324968
upper_arm.L XPOS,9.349606644448727e-10,0.579051
upper_arm.L YPOS,8.349892510750578e-08,-4.670376
upper_arm.L ZPOS,2.1217540790985367e-07,14.141264
upper_arm.L XROT,1.8876475382789693e-10,-0.33280703
upper_arm.L YROT,0.0,0.0
upper_arm.L ZROT,2.3344856683594058e-18,5.5000008e-05
forearm.L XPOS,1.8876475382789693e-10,-0.33280703
forearm.L YPOS,0.0,0.0
forearm.L ZPOS,9.469800336022176e-21,2.0000002e-06
forearm.L XROT,1.7013692854561668e-07,7.3992496
forearm.L YROT,2.5669578462839127e-08,7.150871
forearm.L ZROT,1.3329019311891788e-11,-0.074907
shoulder.R XPOS,4.763960337328399e-09,1.2442471
shoulder.R YPOS,4.381878326853439e-08,-5.6165347
shoulder.R ZPOS,2.6828491428432244e-08,3.8791184
shoulder.R XROT,9.93169901875035e-09,-2.5872972
shoulder.R YROT,3.458497843666919e-08,-8.333428
shoulder.R ZROT,6.821289275649178e-07,17.683884
upper_arm.R XPOS,2.046210667572268e-08,-6.363792
upper_arm.R YPOS,5.392358843891998e-07,-24.528961
upper_arm.R ZPOS,4.0108716348186135e-10,-9.2158375
upper_arm.R XROT,8.74024408403784e-10,8.682472
upper_arm.R YROT,2.18506102100946e-10,-1.4365071
upper_arm.R ZROT,3.7871525360166913e-10,-0.347074
forearm.R XPOS,1.4190906938438275e-07,-8.941871
forearm.R YPOS,5.46265255252365e-11,2.962883
forearm.R ZPOS,1.0904459557536939e-09,0.70034105
forearm.R XROT,2.981100477583709e-09,-2.0049558
forearm.R YROT,2.2560078805078376e-15,0.014025998
forearm.R ZROT,2.719967306941129e-11,0.41771892
pelvis.L XPOS,1.4551915228366852e-11,2.1110427
pelvis.L YPOS,1.3183883993406198e-06,25.887922
pelvis.L ZPOS,2.2736217886176746e-07,17.403076
