Variable,variance,mean
pelvis XPOS,0.000037,-0.009719
pelvis YPOS,0.000028,0.021692
pelvis ZPOS,0.000006,0.718987
pelvis XROT,0.000000,0.000000
pelvis YROT,0.000000,0.000000
pelvis ZROT,0.638552,-3.706336
spine XPOS,0.000000,0.000000
spine YPOS,0.000000,0.000000
spine ZPOS,0.000000,0.000000
spine XROT,0.261795,-10.022504
spine YROT,0.120612,-1.260257
spine ZROT,0.002298,-0.177115
spine.001 XROT,0.000003,9.999038
spine.001 YROT,0.012873,0.008571
spine.001 ZROT,0.854217,0.069856
neck XPOS,0.000000,0.000000
neck YPOS,0.000000,0.032021
neck ZPOS,0.000000,0.260787
neck XROT,15.097352,36.222065
neck YROT,2.010990,2.646717
neck ZROT,4.606827,2.217799
face XPOS,0.000000,0.000000
face YPOS,0.000000,0.003113
face ZPOS,0.000000,0.178334
face XROT,2.031449,7.324254
face YROT,0.000000,-0.000000
face ZROT,0.000000,0.000000
shoulder.L XPOS,0.000000,0.000000
shoulder.L YPOS,0.000000,0.032021
shoulder.L ZPOS,0.000000,0.260787
shoulder.L XROT,0.179132,2.746022
shoulder.L YROT,0.000006,0.008271
shoulder.L ZROT,0.002695,-0.337055
upper_arm.L XPOS,0.000000,0.164719
upper_arm.L YPOS,0.000000,0.000000
upper_arm.L ZPOS,0.000000,0.000000
upper_arm.L XROT,105.652657,-10.885948
upper_arm.L YROT,2.272325,73.416290
upper_arm.L ZROT,187.032623,14.696186
forearm.L XPOS,0.000000,0.263912
forearm.L YPOS,0.000000,0.000112
forearm.L ZPOS,0.000000,0.000930
forearm.L XROT,122.319809,36.901657
forearm.L YROT,47.399597,28.369987
forearm.L ZROT,538.164368,-99.194878
shoulder.R XPOS,0.000000,0.000000
shoulder.R YPOS,0.000000,0.032021
shoulder.R ZPOS,0.000000,0.260787
shoulder.R XROT,0.179131,2.796360
shoulder.R YROT,0.000006,0.008570
shoulder.R ZROT,0.002694,-0.343233
upper_arm.R XPOS,0.000000,-0.164719
upper_arm.R YPOS,0.000000,0.000000
upper_arm.R ZPOS,0.000000,-0.000000
upper_arm.R XROT,77.032547,-19.245996
upper_arm.R YROT,2.273039,-73.876022
upper_arm.R ZROT,142.780533,-25.259279
forearm.R XPOS,0.000000,-0.266417
forearm.R YPOS,0.000000,0.000112
forearm.R ZPOS,0.000000,0.000930
forearm.R XROT,75.301514,58.391018
forearm.R YROT,24.120356,-40.151321
forearm.R ZROT,70.167122,111.844658
pelvis.L XPOS,0.000000,0.000000
pelvis.L YPOS,0.000000,0.000000
pelvis.L ZPOS,0.000000,0.000000
pelvis.L XROT,0.148221,-1.646226
pelvis.L YROT,0.000000,-0.000000
pelvis.L ZROT,0.000000,-0.000000
pelvis.R XPOS,0.000000,0.000000
pelvis.R YPOS,0.000000,0.000000
pelvis.R ZPOS,0.000000,0.000000
pelvis.R XROT,0.148221,-1.646226
pelvis.R YROT,0.000000,0.000000
pelvis.R ZROT,0.000000,0.000000
thigh.L XPOS,0.000000,0.107150
thigh.L YPOS,0.000000,0.000000
thigh.L ZPOS,0.000001,0.003080
thigh.L XROT,0.434235,3.103155
thigh.L YROT,0.294964,0.982415
thigh.L ZROT,0.000983,0.135594
shin.L XPOS,0.000000,0.019041
shin.L YPOS,0.000000,0.000000
shin.L ZPOS,0.000000,-0.363321
shin.L XROT,0.919580,1.480916
shin.L YROT,0.394761,-0.084236
shin.L ZROT,0.002162,0.077033
foot.L XROT,1.635255,-7.865901
foot.L YROT,0.193337,-5.308704
foot.L ZROT,0.509238,8.873040
heel.02.L XROT,0.309618,1.409403
heel.02.L YROT,0.665809,-27.039347
heel.02.L ZROT,0.238673,-18.240656
thigh.R XPOS,0.000000,-0.107150
thigh.R YPOS,0.000000,0.000000
thigh.R ZPOS,0.000001,-0.003079
thigh.R XROT,0.412155,0.287231
thigh.R YROT,0.289132,-2.220892
thigh.R ZROT,0.000465,-0.008689
shin.R XPOS,0.000000,-0.018551
shin.R YPOS,0.000000,0.000000
shin.R ZPOS,0.000000,-0.353970
shin.R XROT,0.988786,6.737985
shin.R YROT,0.345599,-2.280878
shin.R ZROT,0.001803,-0.218443
foot.R XROT,0.915766,-9.050691
foot.R YROT,0.124391,7.533935
foot.R ZROT,0.577395,-12.622964
heel.02.R XROT,0.615257,0.452502
heel.02.R YROT,1.234213,17.437365
heel.02.R ZROT,0.513956,8.807847
