Variable,variance,mean
pelvis XPOS,0.001072,0.033381
pelvis YPOS,0.000815,-0.001857
pelvis ZPOS,0.000042,0.913315
pelvis XROT,0.000000,0.000000
pelvis YROT,0.000000,0.000000
pelvis ZROT,2.582590,8.504326
spine XPOS,0.000000,0.000000
spine YPOS,0.000000,0.000000
spine ZPOS,0.000000,0.000000
spine XROT,1.321303,-6.295177
spine YROT,0.899049,5.013622
spine ZROT,0.014962,0.544138
spine.001 XROT,0.000055,9.995133
spine.001 YROT,0.067604,-0.015422
spine.001 ZROT,4.491270,-0.125774
neck XPOS,0.000000,0.000000
neck YPOS,0.000000,0.033812
neck ZPOS,0.000000,0.275376
neck XROT,6.359844,22.900984
neck YROT,5.767330,-0.898094
neck ZROT,18.126785,-1.302881
face XPOS,0.000000,0.000000
face YPOS,0.000000,0.003453
face ZPOS,0.000000,0.197816
face XROT,3.004214,4.411540
face YROT,0.000000,0.000000
face ZROT,0.000000,-0.000000
shoulder.L XPOS,0.000000,0.000000
shoulder.L YPOS,0.000000,0.033812
shoulder.L ZPOS,0.000000,0.275376
shoulder.L XROT,1.727164,-0.788126
shoulder.L YROT,0.000018,0.002516
shoulder.L ZROT,0.026010,0.096731
upper_arm.L XPOS,0.000000,0.180584
upper_arm.L YPOS,0.000000,0.000000
upper_arm.L ZPOS,0.000000,0.000000
upper_arm.L XROT,238.770294,9.373040
upper_arm.L YROT,6.398309,77.569542
upper_arm.L ZROT,381.547974,-11.176016
forearm.L XPOS,0.000000,0.293532
forearm.L YPOS,0.000000,0.000131
forearm.L ZPOS,0.000000,0.001086
forearm.L XROT,73.969833,32.561790
forearm.L YROT,41.060364,29.153177
forearm.L ZROT,355.290863,-94.543671
shoulder.R XPOS,0.000000,0.000000
shoulder.R YPOS,0.000000,0.033812
shoulder.R ZPOS,0.000000,0.275376
shoulder.R XROT,1.727162,-0.734569
shoulder.R YROT,0.000018,0.002428
shoulder.R ZROT,0.026011,0.090160
upper_arm.R XPOS,0.000000,-0.180584
upper_arm.R YPOS,0.000000,0.000000
upper_arm.R ZPOS,0.000000,0.000000
upper_arm.R XROT,129.697495,14.161213
upper_arm.R YROT,9.283774,-74.895073
upper_arm.R ZROT,250.508560,18.337269
forearm.R XPOS,0.000000,-0.296271
forearm.R YPOS,0.000000,0.000131
forearm.R ZPOS,0.000000,0.001086
forearm.R XROT,131.908417,37.272877
forearm.R YROT,94.103416,-29.235773
forearm.R ZROT,131.011673,104.858963
pelvis.L XPOS,0.000000,0.000000
pelvis.L YPOS,0.000000,0.000000
pelvis.L ZPOS,0.000000,0.000000
pelvis.L XROT,0.385063,2.778871
pelvis.L YROT,0.000000,-0.000000
pelvis.L ZROT,0.000000,0.000001
pelvis.R XPOS,0.000000,0.000000
pelvis.R YPOS,0.000000,0.000000
pelvis.R ZPOS,0.000000,0.000000
pelvis.R XROT,0.385063,2.778872
pelvis.R YROT,0.000000,0.000000
pelvis.R ZROT,0.000000,-0.000000
thigh.L XPOS,0.000000,0.110022
thigh.L YPOS,0.000000,0.000000
thigh.L ZPOS,0.000001,-0.005340
thigh.L XROT,0.690404,5.142337
thigh.L YROT,2.482801,6.751345
thigh.L ZROT,0.004674,-0.039309
shin.L XPOS,0.000000,0.022339
shin.L YPOS,0.000000,0.000000
shin.L ZPOS,0.000000,-0.426250
shin.L XROT,0.965876,0.417667
shin.L YROT,0.678877,-3.685141
shin.L ZROT,0.005858,0.033710
foot.L XROT,1.468257,-5.837872
foot.L YROT,1.049421,-4.183230
foot.L ZROT,5.055546,7.432286
heel.02.L XROT,3.973380,-7.369914
heel.02.L YROT,3.813379,45.383732
heel.02.L ZROT,2.926649,31.498222
thigh.R XPOS,0.000000,-0.110022
thigh.R YPOS,0.000000,0.000000
thigh.R ZPOS,0.000001,0.005340
thigh.R XROT,2.635275,4.543063
thigh.R YROT,2.329020,-1.638592
thigh.R ZROT,0.003113,-0.160148
shin.R XPOS,0.000000,-0.022142
shin.R YPOS,0.000000,0.000000
shin.R ZPOS,0.000000,-0.422488
shin.R XROT,11.393530,6.466582
shin.R YROT,0.311910,3.547076
shin.R ZROT,0.077761,-0.535959
foot.R XROT,2.825415,-10.833259
foot.R YROT,1.545516,6.954851
foot.R ZROT,3.484809,-10.721490
heel.02.R XROT,3.843859,-21.383827
heel.02.R YROT,1.152956,-50.049263
heel.02.R ZROT,2.160814,-39.223091
