Variable,variance,mean
pelvis XPOS,0.003624,-0.041299
pelvis YPOS,0.000088,0.009687
pelvis ZPOS,0.000013,0.719196
pelvis XROT,0.000000,0.000000
pelvis YROT,0.000000,0.000000
pelvis ZROT,8.341140,-5.767350
spine XPOS,0.000000,0.000000
spine YPOS,0.000000,0.000000
spine ZPOS,0.000000,0.000000
spine XROT,1.456870,-6.279426
spine YROT,2.446439,-1.466588
spine ZROT,0.028859,-0.159471
spine.001 XROT,0.000264,9.981184
spine.001 YROT,0.263244,0.025179
spine.001 ZROT,17.517040,0.205470
neck XPOS,0.000000,0.000000
neck YPOS,0.000000,0.025354
neck ZPOS,0.000000,0.206490
neck XROT,12.545218,28.147274
neck YROT,4.644262,-0.837316
neck ZROT,15.714158,5.386298
face XPOS,0.000000,0.000000
face YPOS,0.000000,0.002550
face ZPOS,0.000000,0.146088
face XROT,4.358798,1.901389
face YROT,0.000000,-0.000000
face ZROT,0.000000,-0.000000
shoulder.L XPOS,0.000000,0.000000
shoulder.L YPOS,0.000000,0.025354
shoulder.L ZPOS,0.000000,0.206490
shoulder.L XROT,1.281128,-1.575484
shoulder.L YROT,0.000021,0.004031
shoulder.L ZROT,0.019288,0.193357
upper_arm.L XPOS,0.000000,0.142103
upper_arm.L YPOS,0.000000,0.000000
upper_arm.L ZPOS,0.000000,0.000000
upper_arm.L XROT,215.317062,23.230234
upper_arm.L YROT,5.166290,75.687531
upper_arm.L ZROT,324.552307,-29.233976
forearm.L XPOS,0.000000,0.218728
forearm.L YPOS,0.000000,0.000100
forearm.L ZPOS,0.000000,0.000831
forearm.L XROT,67.080315,35.258034
forearm.L YROT,12.817061,23.336273
forearm.L ZROT,146.255981,-111.792847
shoulder.R XPOS,0.000000,0.000000
shoulder.R YPOS,0.000000,0.025354
shoulder.R ZPOS,0.000000,0.206490
shoulder.R XROT,1.281127,-1.523383
shoulder.R YROT,0.000020,0.003858
shoulder.R ZROT,0.019288,0.186964
upper_arm.R XPOS,0.000000,-0.142103
upper_arm.R YPOS,0.000000,0.000000
upper_arm.R ZPOS,0.000000,0.000000
upper_arm.R XROT,75.786560,29.120272
upper_arm.R YROT,66.367455,-71.937416
upper_arm.R ZROT,134.256989,39.012436
forearm.R XPOS,0.000000,-0.214384
forearm.R YPOS,0.000000,0.000100
forearm.R ZPOS,0.000000,0.000831
forearm.R XROT,277.316223,26.872532
forearm.R YROT,80.022964,-18.974556
forearm.R ZROT,110.444649,112.008591
pelvis.L XPOS,0.000000,0.000000
pelvis.L YPOS,0.000000,0.000000
pelvis.L ZPOS,0.000000,0.000000
pelvis.L XROT,1.052225,-1.813902
pelvis.L YROT,0.000000,0.000000
pelvis.L ZROT,0.000000,0.000001
pelvis.R XPOS,0.000000,0.000000
pelvis.R YPOS,0.000000,0.000000
pelvis.R ZPOS,0.000000,0.000000
pelvis.R XROT,1.052223,-1.813902
pelvis.R YROT,0.000000,0.000000
pelvis.R ZROT,0.000000,0.000000
thigh.L XPOS,0.000000,0.095597
thigh.L YPOS,0.000000,0.000000
thigh.L ZPOS,0.000003,0.003027
thigh.L XROT,19.287626,0.263374
thigh.L YROT,15.675185,1.944112
thigh.L ZROT,0.021362,-0.131755
shin.L XPOS,0.000000,0.018355
shin.L YPOS,0.000000,0.000000
shin.L ZPOS,0.000000,-0.350242
shin.L XROT,94.562004,6.769847
shin.L YROT,3.469298,-5.333828
shin.L ZROT,0.942662,0.751514
foot.L XROT,8.999150,-2.956746
foot.L YROT,1.307844,-1.066539
foot.L ZROT,4.604003,1.630338
heel.02.L XROT,3.181319,-5.146762
heel.02.L YROT,1.846555,-35.525120
heel.02.L ZROT,11.491953,-24.856882
thigh.R XPOS,0.000000,-0.095597
thigh.R YPOS,0.000000,0.000000
thigh.R ZPOS,0.000003,-0.003028
thigh.R XROT,55.738686,-0.916234
thigh.R YROT,23.603106,-6.900663
thigh.R ZROT,0.032990,0.291807
shin.R XPOS,0.000000,-0.018773
shin.R YPOS,0.000000,0.000000
shin.R ZPOS,0.000000,-0.358205
shin.R XROT,180.093384,7.093183
shin.R YROT,1.690340,3.245875
shin.R ZROT,1.053010,-0.530315
foot.R XROT,16.763905,-5.907326
foot.R YROT,2.295012,-2.471320
foot.R ZROT,8.107308,6.584869
heel.02.R XROT,4.611973,-1.813462
heel.02.R YROT,3.634268,33.421844
heel.02.R ZROT,2.414163,23.872648
