Variable,variance,mean
pelvis XPOS,0.000116,-0.084697
pelvis YPOS,0.000183,0.006848
pelvis ZPOS,0.000063,0.846393
pelvis XROT,0.000000,0.000000
pelvis YROT,0.000000,0.000000
pelvis ZROT,5.942942,42.845318
spine XPOS,0.000000,0.000000
spine YPOS,0.000000,0.000000
spine ZPOS,0.000000,0.000000
spine XROT,2.868278,-7.531452
spine YROT,1.033793,-3.376264
spine ZROT,0.020972,-0.414243
spine.001 XROT,0.000605,9.954517
spine.001 YROT,0.164263,0.687326
spine.001 ZROT,10.974657,5.612519
neck XPOS,0.000000,0.000000
neck YPOS,0.000000,0.030699
neck ZPOS,0.000000,0.250023
neck XROT,2.687071,14.525578
neck YROT,0.746780,0.733676
neck ZROT,3.425618,3.088842
face XPOS,0.000000,0.000000
face YPOS,0.000000,0.003313
face ZPOS,0.000000,0.189830
face XROT,9.328484,11.205472
face YROT,0.000000,0.000000
face ZROT,0.000000,-0.000000
shoulder.L XPOS,0.000000,0.000000
shoulder.L YPOS,0.000000,0.030699
shoulder.L ZPOS,0.000000,0.250023
shoulder.L XROT,0.293554,0.294516
shoulder.L YROT,0.000002,0.000407
shoulder.L ZROT,0.004423,-0.036201
upper_arm.L XPOS,0.000000,0.159135
upper_arm.L YPOS,0.000000,0.000000
upper_arm.L ZPOS,0.000000,0.000000
upper_arm.L XROT,34.741440,42.107746
upper_arm.L YROT,1.915262,72.383965
upper_arm.L ZROT,56.047028,-55.413658
forearm.L XPOS,0.000000,0.273564
forearm.L YPOS,0.000000,0.000121
forearm.L ZPOS,0.000000,0.001002
forearm.L XROT,29.459139,17.458332
forearm.L YROT,8.875781,12.668213
forearm.L ZROT,228.037857,-107.172218
shoulder.R XPOS,0.000000,0.000000
shoulder.R YPOS,0.000000,0.030699
shoulder.R ZPOS,0.000000,0.250023
shoulder.R XROT,0.293555,0.350572
shoulder.R YROT,0.000003,0.000446
shoulder.R ZROT,0.004422,-0.043085
upper_arm.R XPOS,0.000000,-0.159135
upper_arm.R YPOS,0.000000,0.000000
upper_arm.R ZPOS,0.000000,0.000000
upper_arm.R XROT,96.306412,37.742462
upper_arm.R YROT,3.644495,-69.956963
upper_arm.R ZROT,200.900696,51.568558
forearm.R XPOS,0.000000,-0.268412
forearm.R YPOS,0.000000,0.000121
forearm.R ZPOS,0.000000,0.001002
forearm.R XROT,16.025227,26.883410
forearm.R YROT,18.876770,-18.764244
forearm.R ZROT,173.456024,110.353729
pelvis.L XPOS,0.000000,0.000000
pelvis.L YPOS,0.000000,0.000000
pelvis.L ZPOS,0.000000,0.000000
pelvis.L XROT,0.240561,-2.984241
pelvis.L YROT,0.000000,-0.000000
pelvis.L ZROT,0.000000,0.000000
pelvis.R XPOS,0.000000,0.000000
pelvis.R YPOS,0.000000,0.000000
pelvis.R ZPOS,0.000000,0.000000
pelvis.R XROT,0.240561,-2.984240
pelvis.R YROT,0.000000,0.000000
pelvis.R ZROT,0.000000,0.000000
thigh.L XPOS,0.000000,0.107635
thigh.L YPOS,0.000000,0.000000
thigh.L ZPOS,0.000001,0.005611
thigh.L XROT,117.483078,-15.212622
thigh.L YROT,0.977508,3.209808
thigh.L ZROT,0.085989,-0.449154
shin.L XPOS,0.000000,0.020459
shin.L YPOS,0.000000,0.000000
shin.L ZPOS,0.000000,-0.390378
shin.L XROT,209.225204,21.791653
shin.L YROT,17.851479,-2.721413
shin.L ZROT,1.108553,1.193109
foot.L XROT,8.405935,-3.754092
foot.L YROT,5.692640,0.503276
foot.L ZROT,27.908249,-2.009470
heel.02.L XROT,5.925729,-24.803358
heel.02.L YROT,1.919039,48.545532
heel.02.L ZROT,21.149441,43.255074
thigh.R XPOS,0.000000,-0.107635
thigh.R YPOS,0.000000,0.000000
thigh.R ZPOS,0.000001,-0.005611
thigh.R XROT,6.600960,4.744605
thigh.R YROT,6.323927,-9.299949
thigh.R ZROT,0.012620,0.166939
shin.R XPOS,0.000000,-0.021327
shin.R YPOS,0.000000,0.000000
shin.R ZPOS,0.000000,-0.406942
shin.R XROT,14.978195,-3.600102
shin.R YROT,11.745474,1.575991
shin.R ZROT,0.122016,0.201810
foot.R XROT,9.303168,0.222531
foot.R YROT,0.427017,0.911608
foot.R ZROT,2.217351,-2.261901
heel.02.R XROT,3.179513,-10.275833
heel.02.R YROT,4.139702,-45.452354
heel.02.R ZROT,10.482157,-31.607212
