Variable,variance,mean
pelvis XPOS,0.000317,0.000956
pelvis YPOS,0.000094,-0.018208
pelvis ZPOS,0.000011,0.636893
pelvis XROT,0.000000,0.000000
pelvis YROT,0.000000,0.000000
pelvis ZROT,1.600348,2.243610
spine XPOS,0.000000,0.000000
spine YPOS,0.000000,0.000000
spine ZPOS,0.000000,0.000000
spine XROT,0.746243,-5.581012
spine YROT,0.639992,1.931786
spine ZROT,0.006273,0.195752
spine.001 XROT,0.000088,9.990633
spine.001 YROT,0.027412,0.322857
spine.001 ZROT,1.824888,2.631279
neck XPOS,0.000000,0.000000
neck YPOS,0.000000,0.026719
neck ZPOS,0.000000,0.217606
neck XROT,5.770354,31.282234
neck YROT,5.566311,-3.850058
neck ZROT,8.963436,1.693778
face XPOS,0.000000,0.000000
face YPOS,0.000000,0.002284
face ZPOS,0.000000,0.130877
face XROT,6.292487,-0.459043
face YROT,0.000000,-0.000000
face ZROT,0.000000,-0.000000
shoulder.L XPOS,0.000000,0.000000
shoulder.L YPOS,0.000000,0.026719
shoulder.L ZPOS,0.000000,0.217606
shoulder.L XROT,1.645679,-2.001544
shoulder.L YROT,0.000026,0.006054
shoulder.L ZROT,0.024776,0.245638
upper_arm.L XPOS,0.000000,0.134999
upper_arm.L YPOS,0.000000,0.000000
upper_arm.L ZPOS,0.000000,0.000000
upper_arm.L XROT,25.325129,-0.170009
upper_arm.L YROT,3.488199,72.173271
upper_arm.L ZROT,50.394775,0.208985
forearm.L XPOS,0.000000,0.206536
forearm.L YPOS,0.000000,0.000096
forearm.L ZPOS,0.000000,0.000794
forearm.L XROT,17.996370,35.021179
forearm.L YROT,10.746629,28.477602
forearm.L ZROT,59.477531,-101.593002
shoulder.R XPOS,0.000000,0.000000
shoulder.R YPOS,0.000000,0.026719
shoulder.R ZPOS,0.000000,0.217606
shoulder.R XROT,1.645678,-1.949129
shoulder.R YROT,0.000025,0.005832
shoulder.R ZROT,0.024777,0.239206
upper_arm.R XPOS,0.000000,-0.134999
upper_arm.R YPOS,0.000000,0.000000
upper_arm.R ZPOS,0.000000,0.000000
upper_arm.R XROT,145.880844,-0.683035
upper_arm.R YROT,201.218628,-68.052498
upper_arm.R ZROT,460.004120,0.699934
forearm.R XPOS,0.000000,-0.208402
forearm.R YPOS,0.000000,0.000096
forearm.R ZPOS,0.000000,0.000794
forearm.R XROT,1023.844238,33.041267
forearm.R YROT,214.496780,-26.475363
forearm.R ZROT,256.511566,108.668404
pelvis.L XPOS,0.000000,0.000000
pelvis.L YPOS,0.000000,0.000000
pelvis.L ZPOS,0.000000,0.000000
pelvis.L XROT,0.483706,1.568526
pelvis.L YROT,0.000000,-0.000000
pelvis.L ZROT,0.000000,0.000001
pelvis.R XPOS,0.000000,0.000000
pelvis.R YPOS,0.000000,0.000000
pelvis.R ZPOS,0.000000,0.000000
pelvis.R XROT,0.483708,1.568526
pelvis.R YROT,0.000000,0.000000
pelvis.R ZROT,0.000000,-0.000000
thigh.L XPOS,0.000000,0.091672
thigh.L YPOS,0.000000,0.000000
thigh.L ZPOS,0.000001,-0.002510
thigh.L XROT,0.665324,5.823832
thigh.L YROT,2.048304,5.990912
thigh.L ZROT,0.005149,-0.000963
shin.L XPOS,0.000000,0.016137
shin.L YPOS,0.000000,0.000000
shin.L ZPOS,0.000000,-0.307920
shin.L XROT,3.380462,2.493179
shin.L YROT,0.592542,-7.143147
shin.L ZROT,0.047532,0.291575
foot.L XROT,2.500023,-12.708877
foot.L YROT,0.388335,3.407395
foot.L ZROT,1.268496,-8.512396
heel.02.L XROT,1.110731,2.610131
heel.02.L YROT,1.472995,-36.328873
heel.02.L ZROT,0.896398,-24.203745
thigh.R XPOS,0.000000,-0.091672
thigh.R YPOS,0.000000,0.000000
thigh.R ZPOS,0.000001,0.002510
thigh.R XROT,0.649756,4.038092
thigh.R YROT,2.376711,-5.017743
thigh.R ZROT,0.003027,-0.030874
shin.R XPOS,0.000000,-0.016206
shin.R YPOS,0.000000,0.000000
shin.R ZPOS,0.000000,-0.309230
shin.R XROT,2.114759,6.246800
shin.R YROT,0.511863,2.412418
shin.R ZROT,0.010127,-0.456441
foot.R XROT,2.057447,-13.283381
foot.R YROT,0.520304,4.197933
foot.R ZROT,1.445279,-4.967736
heel.02.R XROT,1.120033,3.164664
heel.02.R YROT,2.115925,27.480440
heel.02.R ZROT,0.702505,19.082258
