Variable,variance,mean
pelvis XPOS,0.000111,0.053446
pelvis YPOS,0.000159,-0.022422
pelvis ZPOS,0.000028,0.853830
pelvis XROT,0.000000,0.000000
pelvis YROT,0.000000,0.000000
pelvis ZROT,17.621157,0.454067
spine XPOS,0.000000,0.000000
spine YPOS,0.000000,0.000000
spine ZPOS,0.000000,0.000000
spine XROT,1.285972,-6.015936
spine YROT,0.954602,3.455014
spine ZROT,0.008523,0.359537
spine.001 XROT,0.000275,9.988140
spine.001 YROT,0.121599,0.211072
spine.001 ZROT,8.093999,1.721834
neck XPOS,0.000000,0.000000
neck YPOS,0.000000,0.031809
neck ZPOS,0.000000,0.259067
neck XROT,5.581673,7.330395
neck YROT,9.116740,-2.126601
neck ZROT,211.390244,3.243582
face XPOS,0.000000,0.000000
face YPOS,0.000000,0.003755
face ZPOS,0.000000,0.215098
face XROT,6.874117,1.491161
face YROT,0.000000,0.000000
face ZROT,0.000000,0.000000
shoulder.L XPOS,0.000000,0.000000
shoulder.L YPOS,0.000000,0.031809
shoulder.L ZPOS,0.000000,0.259067
shoulder.L XROT,1.013592,-2.626693
shoulder.L YROT,0.000045,0.008475
shoulder.L ZROT,0.015233,0.322321
upper_arm.L XPOS,0.000000,0.165174
upper_arm.L YPOS,0.000000,0.000000
upper_arm.L ZPOS,0.000000,0.000000
upper_arm.L XROT,108.959152,41.371376
upper_arm.L YROT,12.663074,80.830070
upper_arm.L ZROT,183.817627,-47.965084
forearm.L XPOS,0.000000,0.286643
forearm.L YPOS,0.000000,0.000125
forearm.L ZPOS,0.000000,0.001034
forearm.L XROT,18.339460,1.505812
forearm.L YROT,14.551989,6.981342
forearm.L ZROT,573.783447,-16.692480
shoulder.R XPOS,0.000000,0.000000
shoulder.R YPOS,0.000000,0.031809
shoulder.R ZPOS,0.000000,0.259067
shoulder.R XROT,1.013591,-2.570871
shoulder.R YROT,0.000043,0.008165
shoulder.R ZROT,0.015235,0.315475
upper_arm.R XPOS,0.000000,-0.165175
upper_arm.R YPOS,0.000000,0.000000
upper_arm.R ZPOS,0.000000,0.000000
upper_arm.R XROT,29.369556,28.696344
upper_arm.R YROT,2.917436,-74.445580
upper_arm.R ZROT,55.544720,37.202316
forearm.R XPOS,0.000000,-0.289110
forearm.R YPOS,0.000000,0.000125
forearm.R ZPOS,0.000000,0.001034
forearm.R XROT,5.277464,0.986230
forearm.R YROT,14.035578,-8.314260
forearm.R ZROT,42.416214,9.398259
pelvis.L XPOS,0.000000,0.000000
pelvis.L YPOS,0.000000,0.000000
pelvis.L ZPOS,0.000000,0.000000
pelvis.L XROT,0.587547,3.112895
pelvis.L YROT,0.000000,0.000000
pelvis.L ZROT,0.000000,0.000000
pelvis.R XPOS,0.000000,0.000000
pelvis.R YPOS,0.000000,0.000000
pelvis.R ZPOS,0.000000,0.000000
pelvis.R XROT,0.587547,3.112895
pelvis.R YROT,0.000000,-0.000000
pelvis.R ZROT,0.000000,-0.000000
thigh.L XPOS,0.000000,0.104235
thigh.L YPOS,0.000000,0.000000
thigh.L ZPOS,0.000002,-0.005669
thigh.L XROT,6.706574,7.789636
thigh.L YROT,0.558539,8.337534
thigh.L ZROT,0.004299,-0.156795
shin.L XPOS,0.000000,0.021308
shin.L YPOS,0.000000,0.000000
shin.L ZPOS,0.000000,-0.406588
shin.L XROT,33.743774,-3.744598
shin.L YROT,1.247693,-6.825856
shin.L ZROT,0.406507,-0.395379
foot.L XROT,12.474136,-1.978492
foot.L YROT,1.909960,4.293571
foot.L ZROT,10.367349,-10.470038
heel.02.L XROT,6.417178,-11.868320
heel.02.L YROT,2.683726,44.379932
heel.02.L ZROT,1.663326,32.164452
thigh.R XPOS,0.000000,-0.104235
thigh.R YPOS,0.000000,0.000000
thigh.R ZPOS,0.000002,0.005669
thigh.R XROT,18.359657,5.322024
thigh.R YROT,0.923898,-1.640608
thigh.R ZROT,0.037092,-0.211858
shin.R XPOS,0.000000,-0.021045
shin.R YPOS,0.000000,0.000000
shin.R ZPOS,0.000000,-0.401565
shin.R XROT,73.251160,0.757820
shin.R YROT,2.209703,5.945039
shin.R ZROT,0.763039,-0.144953
foot.R XROT,17.462461,-2.247292
foot.R YROT,2.068167,-0.931651
foot.R ZROT,9.323969,2.710416
heel.02.R XROT,8.143129,-17.603603
heel.02.R YROT,3.367843,-47.054165
heel.02.R ZROT,6.688007,-38.719997
