Variable,variance,mean
pelvis XPOS,0.000100,0.039788
pelvis YPOS,0.000165,-0.041267
pelvis ZPOS,0.000010,0.921743
pelvis XROT,0.000000,0.000000
pelvis YROT,0.000000,0.000000
pelvis ZROT,6.436226,0.467514
spine XPOS,0.000000,0.000000
spine YPOS,0.000000,0.000000
spine ZPOS,0.000000,0.000000
spine XROT,0.265382,-10.952668
spine YROT,0.355313,0.188412
spine ZROT,0.007552,0.028076
spine.001 XROT,0.000147,9.985137
spine.001 YROT,0.045952,0.402748
spine.001 ZROT,3.059586,3.283443
neck XPOS,0.000000,0.000000
neck YPOS,0.000000,0.037178
neck ZPOS,0.000000,0.302789
neck XROT,17.137573,18.968456
neck YROT,23.643927,3.293414
neck ZROT,340.932922,4.883945
face XPOS,0.000000,0.000000
face YPOS,0.000000,0.004173
face ZPOS,0.000000,0.239085
face XROT,3.312645,2.835102
face YROT,0.000000,-0.000000
face ZROT,0.000000,-0.000000
shoulder.L XPOS,0.000000,0.000000
shoulder.L YPOS,0.000000,0.037178
shoulder.L ZPOS,0.000000,0.302789
shoulder.L XROT,0.534368,1.607149
shoulder.L YROT,0.000008,0.003340
shoulder.L ZROT,0.008048,-0.197320
upper_arm.L XPOS,0.000000,0.190409
upper_arm.L YPOS,0.000000,0.000000
upper_arm.L ZPOS,0.000000,0.000000
upper_arm.L XROT,39.908989,12.176732
upper_arm.L YROT,1.315777,78.873604
upper_arm.L ZROT,55.033615,-14.697221
forearm.L XPOS,0.000000,0.324777
forearm.L YPOS,0.000000,0.000140
forearm.L ZPOS,0.000000,0.001157
forearm.L XROT,0.143764,2.431759
forearm.L YROT,2.146555,15.228701
forearm.L ZROT,3.412200,-16.778627
shoulder.R XPOS,0.000000,0.000000
shoulder.R YPOS,0.000000,0.037178
shoulder.R ZPOS,0.000000,0.302789
shoulder.R XROT,0.534368,1.661243
shoulder.R YROT,0.000008,0.003529
shoulder.R ZROT,0.008047,-0.203962
upper_arm.R XPOS,0.000000,-0.190409
upper_arm.R YPOS,0.000000,0.000000
upper_arm.R ZPOS,0.000000,0.000000
upper_arm.R XROT,121.250160,9.223400
upper_arm.R YROT,11.175281,-81.163658
upper_arm.R ZROT,192.956314,10.805187
forearm.R XPOS,0.000000,-0.316622
forearm.R YPOS,0.000000,0.000140
forearm.R ZPOS,0.000000,0.001157
forearm.R XROT,72.462364,2.385851
forearm.R YROT,17.013950,-12.102742
forearm.R ZROT,212.940598,17.714701
pelvis.L XPOS,0.000000,0.000000
pelvis.L YPOS,0.000000,0.000000
pelvis.L ZPOS,0.000000,0.000000
pelvis.L XROT,0.161914,0.499836
pelvis.L YROT,0.000000,0.000000
pelvis.L ZROT,0.000000,0.000000
pelvis.R XPOS,0.000000,0.000000
pelvis.R YPOS,0.000000,0.000000
pelvis.R ZPOS,0.000000,0.000000
pelvis.R XROT,0.161914,0.499836
pelvis.R YROT,0.000000,0.000000
pelvis.R ZROT,0.000000,0.000000
thigh.L XPOS,0.000000,0.115119
thigh.L YPOS,0.000000,0.000000
thigh.L ZPOS,0.000001,-0.001004
thigh.L XROT,1.083845,5.964420
thigh.L YROT,0.403685,6.329865
thigh.L ZROT,0.000655,-0.020646
shin.L XPOS,0.000000,0.022519
shin.L YPOS,0.000000,0.000000
shin.L ZPOS,0.000000,-0.429682
shin.L XROT,2.107302,2.709320
shin.L YROT,0.239350,-5.458978
shin.L ZROT,0.022027,0.273039
foot.L XROT,1.601513,-9.878735
foot.L YROT,1.105094,-1.808291
foot.L ZROT,3.586991,1.499905
heel.02.L XROT,2.120173,-16.545612
heel.02.L YROT,0.966839,47.641788
heel.02.L ZROT,1.312508,35.411621
thigh.R XPOS,0.000000,-0.115119
thigh.R YPOS,0.000000,0.000000
thigh.R ZPOS,0.000001,0.001004
thigh.R XROT,0.521027,5.352124
thigh.R YROT,0.275595,-0.917701
thigh.R ZROT,0.001777,-0.238218
shin.R XPOS,0.000000,-0.022063
shin.R YPOS,0.000000,0.000000
shin.R ZPOS,0.000000,-0.420980
shin.R XROT,2.252551,4.358930
shin.R YROT,0.389076,3.298078
shin.R ZROT,0.013590,-0.353169
foot.R XROT,1.764479,-9.436909
foot.R YROT,1.106012,4.187289
foot.R ZROT,3.728396,-6.141682
heel.02.R XROT,1.043928,-19.001282
heel.02.R YROT,0.466558,-48.650166
heel.02.R ZROT,1.503456,-35.777279
