Variable,variance,mean
pelvis XPOS,0.000023,0.010663
pelvis YPOS,0.000053,0.034795
pelvis ZPOS,0.000005,0.719358
pelvis XROT,0.000000,0.000000
pelvis YROT,0.000000,0.000000
pelvis ZROT,0.366412,3.706190
spine XPOS,0.000000,0.000000
spine YPOS,0.000000,0.000000
spine ZPOS,0.000000,0.000000
spine XROT,0.591895,-9.174815
spine YROT,0.041890,0.892179
spine ZROT,0.000750,0.118623
spine.001 XROT,0.000001,9.999067
spine.001 YROT,0.010259,0.051680
spine.001 ZROT,0.680629,0.420931
neck XPOS,0.000000,0.000000
neck YPOS,0.000000,0.032532
neck ZPOS,0.000000,0.264954
neck XROT,0.570958,6.972435
neck YROT,0.158658,-1.737640
neck ZROT,2.292586,0.655083
face XPOS,0.000000,0.000000
face YPOS,0.000000,0.003730
face ZPOS,0.000000,0.213700
face XROT,1.070712,3.839514
face YROT,0.000000,0.000000
face ZROT,0.000000,0.000000
shoulder.L XPOS,0.000000,0.000000
shoulder.L YPOS,0.000000,0.032532
shoulder.L ZPOS,0.000000,0.264955
shoulder.L XROT,0.116720,0.605056
shoulder.L YROT,0.000000,0.000517
shoulder.L ZROT,0.001759,-0.074295
upper_arm.L XPOS,0.000000,0.164955
upper_arm.L YPOS,0.000000,0.000000
upper_arm.L ZPOS,0.000000,0.000000
upper_arm.L XROT,5.037251,32.777283
upper_arm.L YROT,0.365354,75.831306
upper_arm.L ZROT,8.638271,-41.355999
forearm.L XPOS,0.000000,0.279839
forearm.L YPOS,0.000000,0.000115
forearm.L ZPOS,0.000000,0.000957
forearm.L XROT,0.012761,1.231721
forearm.L YROT,0.925572,8.639832
forearm.L ZROT,1.064678,-15.405343
shoulder.R XPOS,0.000000,0.000000
shoulder.R YPOS,0.000000,0.032532
shoulder.R ZPOS,0.000000,0.264955
shoulder.R XROT,0.116720,0.656648
shoulder.R YROT,0.000000,0.000587
shoulder.R ZROT,0.001759,-0.080632
upper_arm.R XPOS,0.000000,-0.164955
upper_arm.R YPOS,0.000000,0.000000
upper_arm.R ZPOS,0.000000,0.000000
upper_arm.R XROT,2.803509,26.068092
upper_arm.R YROT,0.462030,-76.705627
upper_arm.R ZROT,3.911860,32.605492
forearm.R XPOS,0.000000,-0.274111
forearm.R YPOS,0.000000,0.000115
forearm.R ZPOS,0.000000,0.000957
forearm.R XROT,0.046560,2.411558
forearm.R YROT,1.169960,-12.907916
forearm.R ZROT,0.529068,20.085699
pelvis.L XPOS,0.000000,0.000000
pelvis.L YPOS,0.000000,0.000000
pelvis.L ZPOS,0.000000,0.000000
pelvis.L XROT,0.090302,-0.555087
pelvis.L YROT,0.000000,-0.000000
pelvis.L ZROT,0.000000,-0.000000
pelvis.R XPOS,0.000000,0.000000
pelvis.R YPOS,0.000000,0.000000
pelvis.R ZPOS,0.000000,0.000000
pelvis.R XROT,0.090301,-0.555087
pelvis.R YROT,0.000000,0.000000
pelvis.R ZROT,0.000000,-0.000000
thigh.L XPOS,0.000000,0.110585
thigh.L YPOS,0.000000,0.000000
thigh.L ZPOS,0.000000,0.001071
thigh.L XROT,0.455484,0.913742
thigh.L YROT,0.107437,2.247283
thigh.L ZROT,0.000495,0.030222
shin.L XPOS,0.000000,0.018738
shin.L YPOS,0.000000,0.000000
shin.L ZPOS,0.000000,-0.357535
shin.L XROT,0.229000,1.571939
shin.L YROT,0.295841,1.919160
shin.L ZROT,0.000225,0.054920
foot.L XROT,1.255562,-6.549375
foot.L YROT,0.077636,-5.834391
foot.L ZROT,0.379929,10.462855
heel.02.L XROT,0.522037,0.481210
heel.02.L YROT,0.498314,-24.282837
heel.02.L ZROT,0.605831,-14.857035
thigh.R XPOS,0.000000,-0.110585
thigh.R YPOS,0.000000,0.000000
thigh.R ZPOS,0.000000,-0.001071
thigh.R XROT,0.393671,0.126139
thigh.R YROT,0.147828,-0.571337
thigh.R ZROT,0.000934,-0.005940
shin.R XPOS,0.000000,-0.018180
shin.R YPOS,0.000000,0.000000
shin.R ZPOS,0.000000,-0.346900
shin.R XROT,0.281675,6.104382
shin.R YROT,0.251961,-2.929195
shin.R ZROT,0.000863,-0.164198
foot.R XROT,1.651703,-6.798184
foot.R YROT,0.269551,8.572296
foot.R ZROT,0.911745,-15.738441
heel.02.R XROT,0.860773,-1.447931
heel.02.R YROT,0.719138,21.201542
heel.02.R ZROT,0.823445,10.320991
