Variable,variance,mean
pelvis XPOS,0.000955,0.037880
pelvis YPOS,0.000248,0.031495
pelvis ZPOS,0.000043,0.726786
pelvis XROT,0.000000,0.000000
pelvis YROT,0.000000,0.000000
pelvis ZROT,5.832172,1.728094
spine XPOS,0.000000,0.000000
spine YPOS,0.000000,0.000000
spine ZPOS,0.000000,0.000000
spine XROT,2.006984,-10.269301
spine YROT,1.203148,0.870850
spine ZROT,0.019820,0.123414
spine.001 XROT,0.000070,9.995926
spine.001 YROT,0.055414,0.043929
spine.001 ZROT,3.683080,0.358384
neck XPOS,0.000000,0.000000
neck YPOS,0.000000,0.032214
neck ZPOS,0.000000,0.262359
neck XROT,26.888178,18.857790
neck YROT,24.169069,2.304520
neck ZROT,155.601212,6.333561
face XPOS,0.000000,0.000000
face YPOS,0.000000,0.003392
face ZPOS,0.000000,0.194320
face XROT,7.257394,-1.281309
face YROT,0.000000,-0.000000
face ZROT,0.000000,0.000000
shoulder.L XPOS,0.000000,0.000000
shoulder.L YPOS,0.000000,0.032214
shoulder.L ZPOS,0.000000,0.262359
shoulder.L XROT,2.247887,1.105926
shoulder.L YROT,0.000117,0.003716
shoulder.L ZROT,0.033740,-0.135718
upper_arm.L XPOS,0.000000,0.161691
upper_arm.L YPOS,0.000000,0.000000
upper_arm.L ZPOS,0.000000,0.000000
upper_arm.L XROT,489.181549,23.282797
upper_arm.L YROT,79.069763,73.232796
upper_arm.L ZROT,1122.504395,-32.267757
forearm.L XPOS,0.000000,0.286043
forearm.L YPOS,0.000000,0.000114
forearm.L ZPOS,0.000000,0.000945
forearm.L XROT,310.160187,8.837132
forearm.L YROT,206.574371,15.958197
forearm.L ZROT,1391.155640,-42.368599
shoulder.R XPOS,0.000000,0.000000
shoulder.R YPOS,0.000000,0.032214
shoulder.R ZPOS,0.000000,0.262359
shoulder.R XROT,2.247884,1.157968
shoulder.R YROT,0.000120,0.003842
shoulder.R ZROT,0.033738,-0.142109
upper_arm.R XPOS,0.000000,-0.161691
upper_arm.R YPOS,0.000000,0.000000
upper_arm.R ZPOS,0.000000,0.000000
upper_arm.R XROT,341.792603,17.969074
upper_arm.R YROT,64.817764,-75.201248
upper_arm.R ZROT,785.241211,24.523394
forearm.R XPOS,0.000000,-0.292950
forearm.R YPOS,0.000000,0.000114
forearm.R ZPOS,0.000000,0.000945
forearm.R XROT,281.820496,8.273271
forearm.R YROT,99.744370,-17.747358
forearm.R ZROT,622.427490,28.770264
pelvis.L XPOS,0.000000,0.000000
pelvis.L YPOS,0.000000,0.000000
pelvis.L ZPOS,0.000000,0.000000
pelvis.L XROT,1.340300,-0.263092
pelvis.L YROT,0.000000,0.000000
pelvis.L ZROT,0.000000,-0.000000
pelvis.R XPOS,0.000000,0.000000
pelvis.R YPOS,0.000000,0.000000
pelvis.R ZPOS,0.000000,0.000000
pelvis.R XROT,1.340299,-0.263092
pelvis.R YROT,0.000000,0.000000
pelvis.R ZROT,0.000000,-0.000000
thigh.L XPOS,0.000000,0.100856
thigh.L YPOS,0.000000,0.000000
thigh.L ZPOS,0.000004,0.000463
thigh.L XROT,1.808174,1.335620
thigh.L YROT,5.376487,6.203718
thigh.L ZROT,0.002334,0.003381
shin.L XPOS,0.000000,0.018876
shin.L YPOS,0.000000,0.000000
shin.L ZPOS,0.000000,-0.360167
shin.L XROT,4.429812,0.841726
shin.L YROT,0.940335,0.076226
shin.L ZROT,0.009057,0.041016
foot.L XROT,5.334120,-2.715589
foot.L YROT,2.340538,-2.291511
foot.L ZROT,11.021308,4.461718
heel.02.L XROT,8.042202,-10.749846
heel.02.L YROT,4.282440,47.178379
heel.02.L ZROT,3.610090,37.344318
thigh.R XPOS,0.000000,-0.100856
thigh.R YPOS,0.000000,0.000000
thigh.R ZPOS,0.000004,-0.000463
thigh.R XROT,11.204876,1.241249
thigh.R YROT,8.697563,-0.987443
thigh.R ZROT,0.111947,0.025434
shin.R XPOS,0.000000,-0.018964
shin.R YPOS,0.000000,0.000000
shin.R ZPOS,0.000000,-0.361860
shin.R XROT,30.155411,3.894735
shin.R YROT,1.851324,-0.074981
shin.R ZROT,0.028414,-0.163382
foot.R XROT,2.807778,-8.337438
foot.R YROT,2.777369,6.702893
foot.R ZROT,12.394316,-11.410961
heel.02.R XROT,13.629501,-21.401846
heel.02.R YROT,4.396775,-50.968842
heel.02.R ZROT,6.051061,-42.089275
