Variable,variance,mean
pelvis XPOS,0.000006,-0.011713
pelvis YPOS,0.000050,-0.029541
pelvis ZPOS,0.000001,0.737291
pelvis XROT,0.000000,0.000000
pelvis YROT,0.000000,0.000000
pelvis ZROT,0.229370,-9.836195
spine XPOS,0.000000,0.000000
spine YPOS,0.000000,0.000000
spine ZPOS,0.000000,0.000000
spine XROT,1.072620,-10.160726
spine YROT,0.092606,-0.713016
spine ZROT,0.001666,-0.099431
spine.001 XROT,0.000007,9.994143
spine.001 YROT,0.004189,0.279092
spine.001 ZROT,0.278327,2.273743
neck XPOS,0.000000,0.000000
neck YPOS,0.000000,0.029600
neck ZPOS,0.000000,0.241069
neck XROT,0.865501,11.004516
neck YROT,0.332093,1.758479
neck ZROT,2.036037,5.502487
face XPOS,0.000000,0.000000
face YPOS,0.000000,0.003552
face ZPOS,0.000000,0.203504
face XROT,2.176564,-0.980672
face YROT,0.000000,-0.000000
face ZROT,0.000000,0.000000
shoulder.L XPOS,0.000000,0.000000
shoulder.L YPOS,0.000000,0.029600
shoulder.L ZPOS,0.000000,0.241069
shoulder.L XROT,0.088680,1.354923
shoulder.L YROT,0.000001,0.002062
shoulder.L ZROT,0.001336,-0.166369
upper_arm.L XPOS,0.000000,0.165745
upper_arm.L YPOS,0.000000,0.000000
upper_arm.L ZPOS,0.000000,0.000000
upper_arm.L XROT,4.693413,18.322136
upper_arm.L YROT,0.392149,78.497231
upper_arm.L ZROT,7.417279,-22.358717
forearm.L XPOS,0.000000,0.270234
forearm.L YPOS,0.000000,0.000113
forearm.L ZPOS,0.000000,0.000934
forearm.L XROT,0.010370,1.155962
forearm.L YROT,0.363971,7.690942
forearm.L ZROT,0.567653,-16.533562
shoulder.R XPOS,0.000000,0.000000
shoulder.R YPOS,0.000000,0.029600
shoulder.R ZPOS,0.000000,0.241069
shoulder.R XROT,0.088679,1.405116
shoulder.R YROT,0.000001,0.002211
shoulder.R ZROT,0.001336,-0.172534
upper_arm.R XPOS,0.000000,-0.165745
upper_arm.R YPOS,0.000000,0.000000
upper_arm.R ZPOS,0.000000,0.000000
upper_arm.R XROT,7.132580,26.513929
upper_arm.R YROT,0.277438,-79.855225
upper_arm.R ZROT,9.009916,31.437847
forearm.R XPOS,0.000000,-0.269488
forearm.R YPOS,0.000000,0.000113
forearm.R ZPOS,0.000000,0.000934
forearm.R XROT,0.013853,1.173061
forearm.R YROT,0.457180,-10.765002
forearm.R ZROT,0.646668,11.094400
pelvis.L XPOS,0.000000,0.000000
pelvis.L YPOS,0.000000,0.000000
pelvis.L ZPOS,0.000000,0.000000
pelvis.L XROT,0.099341,-1.652916
pelvis.L YROT,0.000000,-0.000000
pelvis.L ZROT,0.000000,-0.000000
pelvis.R XPOS,0.000000,0.000000
pelvis.R YPOS,0.000000,0.000000
pelvis.R ZPOS,0.000000,0.000000
pelvis.R XROT,0.099341,-1.652916
pelvis.R YROT,0.000000,0.000000
pelvis.R ZROT,0.000000,0.000000
thigh.L XPOS,0.000000,0.099712
thigh.L YPOS,0.000000,0.000000
thigh.L ZPOS,0.000000,0.002877
thigh.L XROT,0.477173,10.490645
thigh.L YROT,0.229077,3.903307
thigh.L ZROT,0.001334,0.191123
shin.L XPOS,0.000000,0.019080
shin.L YPOS,0.000000,0.000000
shin.L ZPOS,0.000000,-0.364061
shin.L XROT,0.620160,-3.819326
shin.L YROT,0.373946,-3.976536
shin.L ZROT,0.004792,-0.331850
foot.L XROT,0.649344,-6.828060
foot.L YROT,0.071521,-4.258146
foot.L ZROT,0.239922,7.198125
heel.02.L XROT,0.884133,-20.038336
heel.02.L YROT,0.295060,48.391720
heel.02.L ZROT,0.566656,41.648602
thigh.R XPOS,0.000000,-0.099712
thigh.R YPOS,0.000000,0.000000
thigh.R ZPOS,0.000000,-0.002877
thigh.R XROT,0.649750,7.347084
thigh.R YROT,0.226032,-4.428767
thigh.R ZROT,0.001556,-0.103731
shin.R XPOS,0.000000,-0.018152
shin.R YPOS,0.000000,0.000000
shin.R ZPOS,0.000000,-0.346363
shin.R XROT,0.439873,-2.601851
shin.R YROT,0.553998,3.868174
shin.R ZROT,0.002934,0.222105
foot.R XROT,0.499373,-6.684994
foot.R YROT,0.095984,2.057250
foot.R ZROT,0.457933,-2.815946
heel.02.R XROT,0.202069,-9.682134
heel.02.R YROT,0.372379,-44.574661
heel.02.R ZROT,0.951562,-31.337345
