Variable,variance,mean
pelvis XPOS,0.000130,-0.007867
pelvis YPOS,0.000031,-0.023948
pelvis ZPOS,0.000072,0.722518
pelvis XROT,0.000000,0.000000
pelvis YROT,0.000000,0.000000
pelvis ZROT,56.354401,-4.890461
spine XPOS,0.000000,0.000000
spine YPOS,0.000000,0.000000
spine ZPOS,0.000000,0.000000
spine XROT,2.604208,-2.617887
spine YROT,1.304773,1.107236
spine ZROT,0.007391,0.083839
spine.001 XROT,0.000076,9.994408
spine.001 YROT,0.077665,-0.025780
spine.001 ZROT,5.161275,-0.209942
neck XPOS,0.000000,0.000000
neck YPOS,0.000000,0.025269
neck ZPOS,0.000000,0.205797
neck XROT,11.136759,15.337011
neck YROT,39.441498,-2.644510
neck ZROT,412.523682,1.300594
face XPOS,0.000000,0.000000
face YPOS,0.000000,0.002789
face ZPOS,0.000000,0.159761
face XROT,8.183160,-3.255687
face YROT,0.000000,0.000000
face ZROT,0.000000,0.000000
shoulder.L XPOS,0.000000,0.000000
shoulder.L YPOS,0.000000,0.025269
shoulder.L ZPOS,0.000000,0.205797
shoulder.L XROT,2.492706,-3.319852
shoulder.L YROT,0.000146,0.014472
shoulder.L ZROT,0.037418,0.407223
upper_arm.L XPOS,0.000000,0.137807
upper_arm.L YPOS,0.000000,0.000000
upper_arm.L ZPOS,0.000000,0.000000
upper_arm.L XROT,943.051636,26.700846
upper_arm.L YROT,118.746468,71.820282
upper_arm.L ZROT,1368.966919,-31.493017
forearm.L XPOS,0.000000,0.219414
forearm.L YPOS,0.000000,0.000101
forearm.L ZPOS,0.000000,0.000841
forearm.L XROT,708.403625,27.355991
forearm.L YROT,196.108261,31.791107
forearm.L ZROT,1148.357788,-63.554943
shoulder.R XPOS,0.000000,0.000000
shoulder.R YPOS,0.000000,0.025269
shoulder.R ZPOS,0.000000,0.205797
shoulder.R XROT,2.492710,-3.265433
shoulder.R YROT,0.000142,0.014088
shoulder.R ZROT,0.037421,0.400557
upper_arm.R XPOS,0.000000,-0.137807
upper_arm.R YPOS,0.000000,0.000000
upper_arm.R ZPOS,0.000000,0.000000
upper_arm.R XROT,335.540802,18.458349
upper_arm.R YROT,85.616226,-67.702126
upper_arm.R ZROT,704.753296,25.800655
forearm.R XPOS,0.000000,-0.215908
forearm.R YPOS,0.000000,0.000101
forearm.R ZPOS,0.000000,0.000841
forearm.R XROT,591.850342,24.941441
forearm.R YROT,123.086067,-30.128021
forearm.R ZROT,1336.159180,67.331192
pelvis.L XPOS,0.000000,0.000000
pelvis.L YPOS,0.000000,0.000000
pelvis.L ZPOS,0.000000,0.000000
pelvis.L XROT,0.359975,0.144489
pelvis.L YROT,0.000000,-0.000000
pelvis.L ZROT,0.000000,-0.000001
pelvis.R XPOS,0.000000,0.000000
pelvis.R YPOS,0.000000,0.000000
pelvis.R ZPOS,0.000000,0.000000
pelvis.R XROT,0.359975,0.144488
pelvis.R YROT,0.000000,0.000000
pelvis.R ZROT,0.000000,0.000000
thigh.L XPOS,0.000000,0.089906
thigh.L YPOS,0.000000,0.000000
thigh.L ZPOS,0.000001,-0.000227
thigh.L XROT,0.794462,8.321182
thigh.L YROT,1.535368,6.117788
thigh.L ZROT,0.006758,-0.015344
shin.L XPOS,0.000000,0.019079
shin.L YPOS,0.000000,0.000000
shin.L ZPOS,0.000000,-0.364056
shin.L XROT,2.364654,-5.719920
shin.L YROT,2.010446,-8.313331
shin.L ZROT,0.031253,-0.707287
foot.L XROT,7.515656,-1.003479
foot.L YROT,4.727279,0.550675
foot.L ZROT,39.685661,-1.717941
heel.02.L XROT,7.691267,-13.373107
heel.02.L YROT,6.817244,44.556740
heel.02.L ZROT,16.442780,42.781178
thigh.R XPOS,0.000000,-0.089906
thigh.R YPOS,0.000000,0.000000
thigh.R ZPOS,0.000001,0.000227
thigh.R XROT,0.980754,7.476559
thigh.R YROT,2.414636,-4.973628
thigh.R ZROT,0.008183,-0.066203
shin.R XPOS,0.000000,-0.019310
shin.R YPOS,0.000000,0.000000
shin.R ZPOS,0.000000,-0.368456
shin.R XROT,1.492412,-6.156787
shin.R YROT,2.307964,5.382707
shin.R ZROT,0.015185,0.602783
foot.R XROT,3.607140,-0.047448
foot.R YROT,5.292729,-3.143960
foot.R ZROT,35.124935,7.472718
heel.02.R XROT,21.272217,-10.552670
heel.02.R YROT,8.566674,-42.945000
heel.02.R ZROT,10.968921,-42.780685
