Variable,variance,mean
pelvis XPOS,0.000149,-0.049077
pelvis YPOS,0.000310,-0.051042
pelvis ZPOS,0.000081,0.678519
pelvis XROT,0.000000,0.000000
pelvis YROT,0.000000,0.000000
pelvis ZROT,30.461025,-3.691322
spine XPOS,0.000000,0.000000
spine YPOS,0.000000,0.000000
spine ZPOS,0.000000,0.000000
spine XROT,3.955872,-1.584474
spine YROT,0.727458,-0.609316
spine ZROT,0.003040,-0.042459
spine.001 XROT,0.000617,9.982302
spine.001 YROT,0.186197,0.248433
spine.001 ZROT,12.417844,2.027623
neck XPOS,0.000000,0.000000
neck YPOS,0.000000,0.028046
neck ZPOS,0.000000,0.228418
neck XROT,67.461861,21.724598
neck YROT,9.981840,-1.240927
neck ZROT,59.168190,3.640166
face XPOS,0.000000,0.000000
face YPOS,0.000000,0.002402
face ZPOS,0.000000,0.137628
face XROT,67.579895,2.818424
face YROT,0.000000,-0.000000
face ZROT,0.000000,-0.000000
shoulder.L XPOS,0.000000,0.000000
shoulder.L YPOS,0.000000,0.028046
shoulder.L ZPOS,0.000000,0.228418
shoulder.L XROT,1.327706,-2.650417
shoulder.L YROT,0.000064,0.008946
shoulder.L ZROT,0.019948,0.325220
upper_arm.L XPOS,0.000000,0.137894
upper_arm.L YPOS,0.000000,0.000000
upper_arm.L ZPOS,0.000000,0.000000
upper_arm.L XROT,257.482086,-5.735520
upper_arm.L YROT,1522.794678,46.693703
upper_arm.L ZROT,740.077332,-2.206532
forearm.L XPOS,0.000000,0.215118
forearm.L YPOS,0.000000,0.000101
forearm.L ZPOS,0.000000,0.000839
forearm.L XROT,6738.450684,-26.776924
forearm.L YROT,1236.970459,8.590333
forearm.L ZROT,2505.513428,-103.440765
shoulder.R XPOS,0.000000,0.000000
shoulder.R YPOS,0.000000,0.028046
shoulder.R ZPOS,0.000000,0.228418
shoulder.R XROT,1.327711,-2.596231
shoulder.R YROT,0.000062,0.008641
shoulder.R ZROT,0.019950,0.318577
upper_arm.R XPOS,0.000000,-0.137894
upper_arm.R YPOS,0.000000,0.000000
upper_arm.R ZPOS,0.000000,-0.000000
upper_arm.R XROT,395.701172,0.911344
upper_arm.R YROT,1099.358154,-43.231770
upper_arm.R ZROT,1599.302979,22.068037
forearm.R XPOS,0.000000,-0.223398
forearm.R YPOS,0.000000,0.000101
forearm.R ZPOS,0.000000,0.000839
forearm.R XROT,4368.879883,-16.934107
forearm.R YROT,1194.599609,-10.558312
forearm.R ZROT,2050.542480,100.514282
pelvis.L XPOS,0.000000,0.000000
pelvis.L YPOS,0.000000,0.000000
pelvis.L ZPOS,0.000000,0.000000
pelvis.L XROT,1.062051,0.287125
pelvis.L YROT,0.000000,-0.000000
pelvis.L ZROT,0.000000,-0.000000
pelvis.R XPOS,0.000000,0.000000
pelvis.R YPOS,0.000000,0.000000
pelvis.R ZPOS,0.000000,0.000000
pelvis.R XROT,1.062054,0.287125
pelvis.R YROT,0.000000,0.000000
pelvis.R ZROT,0.000000,0.000000
thigh.L XPOS,0.000000,0.092240
thigh.L YPOS,0.000000,0.000000
thigh.L ZPOS,0.000003,-0.000462
thigh.L XROT,4.837291,9.210295
thigh.L YROT,0.797434,2.769824
thigh.L ZROT,0.007732,0.259099
shin.L XPOS,0.000000,0.017101
shin.L YPOS,0.000000,0.000000
shin.L ZPOS,0.000000,-0.326309
shin.L XROT,6.023274,1.649911
shin.L YROT,0.949243,-5.578351
shin.L ZROT,0.063226,0.170842
foot.L XROT,7.995823,-14.595783
foot.L YROT,6.186295,0.966717
foot.L ZROT,18.122492,-4.469002
heel.02.L XROT,1.256548,4.606495
heel.02.L YROT,6.018252,-31.011293
heel.02.L ZROT,3.102948,-21.677900
thigh.R XPOS,0.000000,-0.092240
thigh.R YPOS,0.000000,0.000000
thigh.R ZPOS,0.000003,0.000462
thigh.R XROT,3.038627,5.057380
thigh.R YROT,1.320379,-8.783001
thigh.R ZROT,0.004639,0.126371
shin.R XPOS,0.000000,-0.016922
shin.R YPOS,0.000000,0.000000
shin.R ZPOS,0.000000,-0.322887
shin.R XROT,6.321831,7.500861
shin.R YROT,1.663377,2.369065
shin.R ZROT,0.035503,-0.543311
foot.R XROT,3.944067,-15.904522
foot.R YROT,8.068234,-0.501957
foot.R ZROT,23.890638,3.713521
heel.02.R XROT,2.127960,2.536613
heel.02.R YROT,5.408330,34.736202
heel.02.R ZROT,6.155309,27.990902
