Variable,variance,mean
pelvis XPOS,0.000356,-0.028488
pelvis YPOS,0.000173,0.114548
pelvis ZPOS,0.000008,0.654156
pelvis XROT,0.000000,0.000000
pelvis YROT,0.000000,0.000000
pelvis ZROT,4.586450,1.501082
spine XPOS,0.000000,0.000000
spine YPOS,0.000000,0.000000
spine ZPOS,0.000000,0.000000
spine XROT,1.834526,-17.703615
spine YROT,2.398242,3.338337
spine ZROT,0.101134,0.701373
spine.001 XROT,0.000055,9.993806
spine.001 YROT,0.046649,0.200649
spine.001 ZROT,3.099735,1.635103
neck XPOS,0.000000,0.000000
neck YPOS,0.000000,0.028073
neck ZPOS,0.000000,0.228637
neck XROT,8.195477,12.227410
neck YROT,4.857799,-4.314647
neck ZROT,94.138580,-0.316239
face XPOS,0.000000,0.000000
face YPOS,0.000000,0.003251
face ZPOS,0.000000,0.186258
face XROT,3.897820,-1.117611
face YROT,0.000000,-0.000000
face ZROT,0.000000,-0.000000
shoulder.L XPOS,0.000000,0.000000
shoulder.L YPOS,0.000000,0.028073
shoulder.L ZPOS,0.000000,0.228637
shoulder.L XROT,0.838206,-4.887364
shoulder.L YROT,0.000094,0.026473
shoulder.L ZROT,0.012543,0.599269
upper_arm.L XPOS,0.000000,0.130043
upper_arm.L YPOS,0.000000,0.000000
upper_arm.L ZPOS,0.000000,0.000000
upper_arm.L XROT,1775.289307,21.867599
upper_arm.L YROT,4.945271,84.178802
upper_arm.L ZROT,2105.343018,-22.724848
forearm.L XPOS,0.000000,0.245360
forearm.L YPOS,0.000000,0.000103
forearm.L ZPOS,0.000000,0.000858
forearm.L XROT,0.778633,1.321081
forearm.L YROT,10.929410,7.262013
forearm.L ZROT,12.176804,-19.057007
shoulder.R XPOS,0.000000,0.000000
shoulder.R YPOS,0.000000,0.028073
shoulder.R ZPOS,0.000000,0.228637
shoulder.R XROT,0.838217,-4.828546
shoulder.R YROT,0.000091,0.025861
shoulder.R ZROT,0.012546,0.592076
upper_arm.R XPOS,0.000000,-0.130043
upper_arm.R YPOS,0.000000,0.000000
upper_arm.R ZPOS,0.000000,0.000000
upper_arm.R XROT,96.328476,2.325592
upper_arm.R YROT,43.268665,-76.712738
upper_arm.R ZROT,243.962418,3.946328
forearm.R XPOS,0.000000,-0.238985
forearm.R YPOS,0.000000,0.000103
forearm.R ZPOS,0.000000,0.000858
forearm.R XROT,130.092377,-0.426352
forearm.R YROT,14.024095,-4.434275
forearm.R ZROT,734.446289,29.044176
pelvis.L XPOS,0.000000,0.000000
pelvis.L YPOS,0.000000,0.000000
pelvis.L ZPOS,0.000000,0.000000
pelvis.L XROT,1.624324,-0.154824
pelvis.L YROT,0.000000,-0.000000
pelvis.L ZROT,0.000000,0.000001
pelvis.R XPOS,0.000000,0.000000
pelvis.R YPOS,0.000000,0.000000
pelvis.R ZPOS,0.000000,0.000000
pelvis.R XROT,1.624319,-0.154824
pelvis.R YROT,0.000000,0.000000
pelvis.R ZROT,0.000000,-0.000000
thigh.L XPOS,0.000000,0.084334
thigh.L YPOS,0.000000,0.000000
thigh.L ZPOS,0.000004,0.000227
thigh.L XROT,3.807694,-6.543590
thigh.L YROT,3.254261,2.358558
thigh.L ZROT,0.082119,-0.227162
shin.L XPOS,0.000000,0.016575
shin.L YPOS,0.000000,0.000000
shin.L ZPOS,0.000000,-0.316263
shin.L XROT,61.508266,5.150522
shin.L YROT,1.982430,-2.876270
shin.L ZROT,1.167813,0.316861
foot.L XROT,6.047643,-4.731706
foot.L YROT,0.746875,0.742331
foot.L ZROT,3.149046,-2.611196
heel.02.L XROT,2.893779,1.228300
heel.02.L YROT,2.604834,39.469555
heel.02.L ZROT,2.472611,29.327894
thigh.R XPOS,0.000000,-0.084334
thigh.R YPOS,0.000000,0.000000
thigh.R ZPOS,0.000004,-0.000227
thigh.R XROT,1.420298,-9.098258
thigh.R YROT,2.507091,-4.225955
thigh.R ZROT,0.016826,0.153452
shin.R XPOS,0.000000,-0.016499
shin.R YPOS,0.000000,0.000000
shin.R ZPOS,0.000000,-0.314824
shin.R XROT,7.583288,10.203481
shin.R YROT,0.813042,-2.277096
shin.R ZROT,0.016632,-0.344960
foot.R XROT,6.214937,-8.141071
foot.R YROT,0.833573,3.969158
foot.R ZROT,2.970669,-6.167135
heel.02.R XROT,3.879112,-5.162627
heel.02.R YROT,2.081828,-43.785423
heel.02.R ZROT,2.217316,-30.252630
