Variable,variance,mean
pelvis XPOS,0.000010,-0.015165
pelvis YPOS,0.000031,-0.021409
pelvis ZPOS,0.000002,0.734197
pelvis XROT,0.000000,0.000000
pelvis YROT,0.000000,0.000000
pelvis ZROT,0.190968,-9.408791
spine XPOS,0.000000,0.000000
spine YPOS,0.000000,0.000000
spine ZPOS,0.000000,0.000000
spine XROT,0.299771,-10.365504
spine YROT,0.033620,-1.091194
spine ZROT,0.000733,-0.156959
spine.001 XROT,0.000007,9.993079
spine.001 YROT,0.003257,0.306252
spine.001 ZROT,0.216526,2.495134
neck XPOS,0.000000,0.000000
neck YPOS,0.000000,0.029580
neck ZPOS,0.000000,0.240908
neck XROT,0.487571,11.084409
neck YROT,0.160200,1.745695
neck ZROT,9.193827,5.657290
face XPOS,0.000000,0.000000
face YPOS,0.000000,0.003583
face ZPOS,0.000000,0.205291
face XROT,1.237757,-1.169016
face YROT,0.000000,0.000000
face ZROT,0.000000,0.000000
shoulder.L XPOS,0.000000,0.000000
shoulder.L YPOS,0.000000,0.029580
shoulder.L ZPOS,0.000000,0.240908
shoulder.L XROT,0.062196,1.343748
shoulder.L YROT,0.000001,0.002002
shoulder.L ZROT,0.000937,-0.164981
upper_arm.L XPOS,0.000000,0.166616
upper_arm.L YPOS,0.000000,0.000000
upper_arm.L ZPOS,0.000000,0.000000
upper_arm.L XROT,6.006516,22.808199
upper_arm.L YROT,0.196245,78.942024
upper_arm.L ZROT,8.382567,-27.530483
forearm.L XPOS,0.000000,0.270299
forearm.L YPOS,0.000000,0.000113
forearm.L ZPOS,0.000000,0.000934
forearm.L XROT,0.011654,0.949937
forearm.L YROT,0.348565,6.709699
forearm.L ZROT,1.414863,-15.690605
shoulder.R XPOS,0.000000,0.000000
shoulder.R YPOS,0.000000,0.029580
shoulder.R ZPOS,0.000000,0.240908
shoulder.R XROT,0.062197,1.393596
shoulder.R YROT,0.000001,0.002148
shoulder.R ZROT,0.000937,-0.171103
upper_arm.R XPOS,0.000000,-0.166616
upper_arm.R YPOS,0.000000,0.000000
upper_arm.R ZPOS,0.000000,0.000000
upper_arm.R XROT,6.528344,25.702534
upper_arm.R YROT,0.201890,-79.789314
upper_arm.R ZROT,8.593828,30.529228
forearm.R XPOS,0.000000,-0.270059
forearm.R YPOS,0.000000,0.000113
forearm.R ZPOS,0.000000,0.000934
forearm.R XROT,0.010649,1.228825
forearm.R YROT,0.440171,-11.357722
forearm.R ZROT,0.470356,10.971478
pelvis.L XPOS,0.000000,0.000000
pelvis.L YPOS,0.000000,0.000000
pelvis.L ZPOS,0.000000,0.000000
pelvis.L XROT,0.066393,-2.036136
pelvis.L YROT,0.000000,-0.000000
pelvis.L ZROT,0.000000,-0.000000
pelvis.R XPOS,0.000000,0.000000
pelvis.R YPOS,0.000000,0.000000
pelvis.R ZPOS,0.000000,0.000000
pelvis.R XROT,0.066392,-2.036136
pelvis.R YROT,0.000000,0.000000
pelvis.R ZROT,0.000000,0.000000
thigh.L XPOS,0.000000,0.099941
thigh.L YPOS,0.000000,0.000000
thigh.L ZPOS,0.000000,0.003553
thigh.L XROT,0.280176,9.810107
thigh.L YROT,0.107802,3.513696
thigh.L ZROT,0.000579,0.213235
shin.L XPOS,0.000000,0.019004
shin.L YPOS,0.000000,0.000000
shin.L ZPOS,0.000000,-0.362610
shin.L XROT,0.307576,-3.719680
shin.L YROT,0.159213,-4.131945
shin.L ZROT,0.002650,-0.328812
foot.L XROT,0.681248,-7.154562
foot.L YROT,0.060966,-4.304258
foot.L ZROT,0.261705,7.173259
heel.02.L XROT,0.561171,-19.956728
heel.02.L YROT,0.195548,48.621212
heel.02.L ZROT,0.326082,41.684948
thigh.R XPOS,0.000000,-0.099941
thigh.R YPOS,0.000000,0.000000
thigh.R ZPOS,0.000000,-0.003553
thigh.R XROT,0.510562,6.728108
thigh.R YROT,0.097045,-4.883278
thigh.R ZROT,0.000542,-0.066781
shin.R XPOS,0.000000,-0.018104
shin.R YPOS,0.000000,0.000000
shin.R ZPOS,0.000000,-0.345446
shin.R XROT,0.386145,-2.315454
shin.R YROT,0.158070,3.727149
shin.R ZROT,0.002811,0.195975
foot.R XROT,0.460896,-6.872840
foot.R YROT,0.062300,2.207834
foot.R ZROT,0.200159,-3.064131
heel.02.R XROT,0.833444,-9.607050
heel.02.R YROT,0.809078,-44.330605
heel.02.R ZROT,0.653750,-30.607668
