Variable,variance,mean
pelvis XPOS,0.000573,-0.048537
pelvis YPOS,0.000347,-0.000476
pelvis ZPOS,0.000027,0.638580
pelvis XROT,0.000000,0.000000
pelvis YROT,0.000000,0.000000
pelvis ZROT,42.496025,-1.473283
spine XPOS,0.000000,0.000000
spine YPOS,0.000000,0.000000
spine ZPOS,0.000000,0.000000
spine XROT,2.453556,-5.687107
spine YROT,1.535671,-1.833983
spine ZROT,0.016189,-0.185549
spine.001 XROT,0.000983,9.981087
spine.001 YROT,0.197780,0.258416
spine.001 ZROT,13.217938,2.110061
neck XPOS,0.000000,0.000000
neck YPOS,0.000000,0.026810
neck ZPOS,0.000000,0.218353
neck XROT,52.075970,14.764980
neck YROT,47.306355,-4.030660
neck ZROT,455.870514,0.297330
face XPOS,0.000000,0.000000
face YPOS,0.000000,0.002570
face ZPOS,0.000000,0.147260
face XROT,14.306780,-4.421719
face YROT,0.000000,0.000000
face ZROT,0.000000,-0.000000
shoulder.L XPOS,0.000000,0.000000
shoulder.L YPOS,0.000000,0.026810
shoulder.L ZPOS,0.000000,0.218353
shoulder.L XROT,1.400806,-2.160789
shoulder.L YROT,0.000032,0.006501
shoulder.L ZROT,0.021083,0.265168
upper_arm.L XPOS,0.000000,0.140826
upper_arm.L YPOS,0.000000,0.000000
upper_arm.L ZPOS,0.000000,0.000000
upper_arm.L XROT,856.311279,-12.046855
upper_arm.L YROT,77.065254,68.046066
upper_arm.L ZROT,2246.608154,12.382691
forearm.L XPOS,0.000000,0.217520
forearm.L YPOS,0.000000,0.000097
forearm.L ZPOS,0.000000,0.000806
forearm.L XROT,258.359802,20.159557
forearm.L YROT,57.822655,44.233723
forearm.L ZROT,613.438599,-41.604916
shoulder.R XPOS,0.000000,0.000000
shoulder.R YPOS,0.000000,0.026810
shoulder.R ZPOS,0.000000,0.218353
shoulder.R XROT,1.400809,-2.109767
shoulder.R YROT,0.000030,0.006268
shoulder.R ZROT,0.021084,0.258908
upper_arm.R XPOS,0.000000,-0.140826
upper_arm.R YPOS,0.000000,0.000000
upper_arm.R ZPOS,0.000000,0.000000
upper_arm.R XROT,1133.779419,-16.672140
upper_arm.R YROT,264.025055,-56.413437
upper_arm.R ZROT,3672.952881,-16.340057
forearm.R XPOS,0.000000,-0.224204
forearm.R YPOS,0.000000,0.000097
forearm.R ZPOS,0.000000,0.000806
forearm.R XROT,1431.421753,3.931485
forearm.R YROT,589.925537,-29.612284
forearm.R ZROT,2634.568848,60.656765
pelvis.L XPOS,0.000000,0.000000
pelvis.L YPOS,0.000000,0.000000
pelvis.L ZPOS,0.000000,0.000000
pelvis.L XROT,1.214101,-2.216278
pelvis.L YROT,0.000000,-0.000000
pelvis.L ZROT,0.000000,-0.000001
pelvis.R XPOS,0.000000,0.000000
pelvis.R YPOS,0.000000,0.000000
pelvis.R ZPOS,0.000000,0.000000
pelvis.R XROT,1.214099,-2.216278
pelvis.R YROT,0.000000,0.000000
pelvis.R ZROT,0.000000,0.000000
thigh.L XPOS,0.000000,0.091799
thigh.L YPOS,0.000000,0.000000
thigh.L ZPOS,0.000003,0.003553
thigh.L XROT,2.428995,3.619497
thigh.L YROT,2.558346,2.860840
thigh.L ZROT,0.004136,0.095829
shin.L XPOS,0.000000,0.016098
shin.L YPOS,0.000000,0.000000
shin.L ZPOS,0.000000,-0.307172
shin.L XROT,9.725576,3.679073
shin.L YROT,2.388094,-7.247992
shin.L ZROT,0.139786,0.440697
foot.L XROT,15.701609,-12.279185
foot.L YROT,6.692146,2.852587
foot.L ZROT,24.314854,-7.803400
heel.02.L XROT,1.755402,2.094220
heel.02.L YROT,5.222927,-36.164219
heel.02.L ZROT,7.058814,-25.419319
thigh.R XPOS,0.000000,-0.091799
thigh.R YPOS,0.000000,0.000000
thigh.R ZPOS,0.000003,-0.003553
thigh.R XROT,3.764987,2.081416
thigh.R YROT,4.229819,-10.565188
thigh.R ZROT,0.009406,0.096083
shin.R XPOS,0.000000,-0.016176
shin.R YPOS,0.000000,0.000000
shin.R ZPOS,0.000000,-0.308658
shin.R XROT,5.106949,7.397023
shin.R YROT,1.670374,2.558209
shin.R ZROT,0.033537,-0.549092
foot.R XROT,5.031066,-14.422734
foot.R YROT,11.770477,1.710280
foot.R ZROT,39.305767,-0.393602
heel.02.R XROT,2.826642,1.063992
heel.02.R YROT,10.956484,32.406822
heel.02.R ZROT,6.924912,21.956961
