Variable,variance,mean
pelvis XPOS,0.005494,0.038234
pelvis YPOS,0.002936,-0.053366
pelvis ZPOS,0.000071,0.797176
pelvis XROT,0.000000,0.000000
pelvis YROT,0.000000,0.000000
pelvis ZROT,36.144737,2.266573
spine XPOS,0.000000,0.000000
spine YPOS,0.000000,0.000000
spine ZPOS,0.000000,0.000000
spine XROT,3.420050,-5.194311
spine YROT,8.551927,3.603908
spine ZROT,0.052648,0.329536
spine.001 XROT,0.001208,9.966143
spine.001 YROT,0.170275,0.551221
spine.001 ZROT,11.396245,4.501965
neck XPOS,0.000000,0.000000
neck YPOS,0.000000,0.033474
neck ZPOS,0.000000,0.272624
neck XROT,44.780926,16.772234
neck YROT,13.993069,2.160145
neck ZROT,128.862488,3.977602
face XPOS,0.000000,0.000000
face YPOS,0.000000,0.004002
face ZPOS,0.000000,0.229254
face XROT,9.427772,2.403640
face YROT,0.000000,-0.000000
face ZROT,0.000000,0.000000
shoulder.L XPOS,0.000000,0.000000
shoulder.L YPOS,0.000000,0.033474
shoulder.L ZPOS,0.000000,0.272624
shoulder.L XROT,1.549713,-0.787834
shoulder.L YROT,0.000009,0.002325
shoulder.L ZROT,0.023349,0.096699
upper_arm.L XPOS,0.000000,0.176669
upper_arm.L YPOS,0.000000,0.000000
upper_arm.L ZPOS,0.000000,0.000000
upper_arm.L XROT,322.918335,9.890489
upper_arm.L YROT,5.965513,78.535576
upper_arm.L ZROT,488.933380,-11.735373
forearm.L XPOS,0.000000,0.296726
forearm.L YPOS,0.000000,0.000125
forearm.L ZPOS,0.000000,0.001035
forearm.L XROT,248.359039,8.583708
forearm.L YROT,185.428955,10.768299
forearm.L ZROT,1013.729431,-31.886791
shoulder.R XPOS,0.000000,0.000000
shoulder.R YPOS,0.000000,0.033474
shoulder.R ZPOS,0.000000,0.272624
shoulder.R XROT,1.549711,-0.735643
shoulder.R YROT,0.000008,0.002240
shoulder.R ZROT,0.023349,0.090293
upper_arm.R XPOS,0.000000,-0.176669
upper_arm.R YPOS,0.000000,0.000000
upper_arm.R ZPOS,0.000000,0.000000
upper_arm.R XROT,394.261597,20.410856
upper_arm.R YROT,27.738417,-77.572639
upper_arm.R ZROT,660.985168,25.266500
forearm.R XPOS,0.000000,-0.290211
forearm.R YPOS,0.000000,0.000125
forearm.R ZPOS,0.000000,0.001035
forearm.R XROT,219.615753,8.222473
forearm.R YROT,162.061371,-11.334406
forearm.R ZROT,1554.635620,37.098377
pelvis.L XPOS,0.000000,0.000000
pelvis.L YPOS,0.000000,0.000000
pelvis.L ZPOS,0.000000,0.000000
pelvis.L XROT,4.957252,3.283784
pelvis.L YROT,0.000000,0.000000
pelvis.L ZROT,0.000000,-0.000001
pelvis.R XPOS,0.000000,0.000000
pelvis.R YPOS,0.000000,0.000000
pelvis.R ZPOS,0.000000,0.000000
pelvis.R XROT,4.957251,3.283784
pelvis.R YROT,0.000000,0.000000
pelvis.R ZROT,0.000000,-0.000000
thigh.L XPOS,0.000000,0.110753
thigh.L YPOS,0.000000,0.000000
thigh.L ZPOS,0.000019,-0.006354
thigh.L XROT,17.388781,8.387300
thigh.L YROT,26.444136,2.951011
thigh.L ZROT,0.143480,0.141721
shin.L XPOS,0.000000,0.020713
shin.L YPOS,0.000000,0.000000
shin.L ZPOS,0.000000,-0.395230
shin.L XROT,15.870843,-2.286845
shin.L YROT,1.851953,-3.876979
shin.L ZROT,0.112524,-0.194064
foot.L XROT,17.307310,-6.799807
foot.L YROT,11.408801,-2.948280
foot.L ZROT,52.650204,4.922864
heel.02.L XROT,23.938250,-11.327469
heel.02.L YROT,12.552960,48.841148
heel.02.L ZROT,12.715389,34.661510
thigh.R XPOS,0.000000,-0.110753
thigh.R YPOS,0.000000,0.000000
thigh.R ZPOS,0.000019,0.006354
thigh.R XROT,6.775873,11.479823
thigh.R YROT,29.419380,0.969802
thigh.R ZROT,0.248464,-0.677702
shin.R XPOS,0.000000,-0.020939
shin.R YPOS,0.000000,0.000000
shin.R ZPOS,0.000000,-0.399547
shin.R XROT,17.929407,-3.460212
shin.R YROT,4.480616,0.045534
shin.R ZROT,0.039623,0.200896
foot.R XROT,14.291143,-10.512662
foot.R YROT,5.695936,3.439068
foot.R ZROT,24.884138,-4.538663
heel.02.R XROT,25.271305,-15.646532
heel.02.R YROT,9.853801,-46.516548
heel.02.R ZROT,21.736845,-38.636826
