Variable,variance,mean
pelvis XPOS,0.001022,-0.051885
pelvis YPOS,0.000036,0.164395
pelvis ZPOS,0.000040,0.662227
pelvis XROT,0.000000,0.000000
pelvis YROT,0.000000,0.000000
pelvis ZROT,1.856893,-4.646139
spine XPOS,0.000000,0.000000
spine YPOS,0.000000,0.000000
spine ZPOS,0.000000,0.000000
spine XROT,0.696195,-23.052919
spine YROT,0.346088,1.082757
spine ZROT,0.022479,0.279345
spine.001 XROT,0.000225,9.981650
spine.001 YROT,0.106207,0.388881
spine.001 ZROT,7.066761,3.171775
neck XPOS,0.000000,0.000000
neck YPOS,0.000000,0.024512
neck ZPOS,0.000000,0.199632
neck XROT,1.690399,12.760919
neck YROT,2.013374,-2.140953
neck ZROT,50.833714,-2.505659
face XPOS,0.000000,0.000000
face YPOS,0.000000,0.002592
face ZPOS,0.000000,0.148471
face XROT,0.872229,3.371984
face YROT,0.000000,-0.000000
face ZROT,0.000000,-0.000000
shoulder.L XPOS,0.000000,0.000000
shoulder.L YPOS,0.000000,0.024512
shoulder.L ZPOS,0.000000,0.199632
shoulder.L XROT,1.604149,-2.970569
shoulder.L YROT,0.000037,0.011169
shoulder.L ZROT,0.024141,0.364475
upper_arm.L XPOS,0.000000,0.121886
upper_arm.L YPOS,0.000000,0.000000
upper_arm.L ZPOS,0.000000,0.000000
upper_arm.L XROT,88.750931,67.053139
upper_arm.L YROT,1.168134,79.134880
upper_arm.L ZROT,92.259811,-77.246376
forearm.L XPOS,0.000000,0.213508
forearm.L YPOS,0.000000,0.000097
forearm.L ZPOS,0.000000,0.000802
forearm.L XROT,0.219578,5.623078
forearm.L YROT,2.032766,21.988564
forearm.L ZROT,1.536264,-27.170786
shoulder.R XPOS,0.000000,0.000000
shoulder.R YPOS,0.000000,0.024512
shoulder.R ZPOS,0.000000,0.199632
shoulder.R XROT,1.604150,-2.911955
shoulder.R YROT,0.000035,0.010801
shoulder.R ZROT,0.024143,0.357288
upper_arm.R XPOS,0.000000,-0.121886
upper_arm.R YPOS,0.000000,0.000000
upper_arm.R ZPOS,0.000000,0.000000
upper_arm.R XROT,21.216372,41.878960
upper_arm.R YROT,0.335426,-73.605515
upper_arm.R ZROT,30.405434,54.070866
forearm.R XPOS,0.000000,-0.218408
forearm.R YPOS,0.000000,0.000097
forearm.R ZPOS,0.000000,0.000802
forearm.R XROT,0.104959,6.720828
forearm.R YROT,1.109216,-23.739204
forearm.R ZROT,1.302736,30.034685
pelvis.L XPOS,0.000000,0.000000
pelvis.L YPOS,0.000000,0.000000
pelvis.L ZPOS,0.000000,0.000000
pelvis.L XROT,0.178271,-1.500317
pelvis.L YROT,0.000000,0.000000
pelvis.L ZROT,0.000000,0.000001
pelvis.R XPOS,0.000000,0.000000
pelvis.R YPOS,0.000000,0.000000
pelvis.R ZPOS,0.000000,0.000000
pelvis.R XROT,0.178271,-1.500318
pelvis.R YROT,0.000000,0.000000
pelvis.R ZROT,0.000000,0.000000
thigh.L XPOS,0.000000,0.078318
thigh.L YPOS,0.000000,0.000000
thigh.L ZPOS,0.000000,0.002051
thigh.L XROT,33.667023,-12.926712
thigh.L YROT,6.876088,-1.368978
thigh.L ZROT,0.424799,-0.966554
shin.L XPOS,0.000000,0.016833
shin.L YPOS,0.000000,0.000000
shin.L ZPOS,0.000000,-0.321198
shin.L XROT,144.341278,9.790829
shin.L YROT,0.877610,-5.807602
shin.L ZROT,1.639394,1.074407
foot.L XROT,39.969109,1.426720
foot.L YROT,0.470824,2.241277
foot.L ZROT,4.573787,-4.970872
heel.02.L XROT,11.615799,-15.383274
heel.02.L YROT,3.314424,46.392265
heel.02.L ZROT,0.635270,34.242401
thigh.R XPOS,0.000000,-0.078318
thigh.R YPOS,0.000000,0.000000
thigh.R ZPOS,0.000000,-0.002051
thigh.R XROT,0.445216,-9.685142
thigh.R YROT,5.063725,-6.141030
thigh.R ZROT,0.037469,-0.011755
shin.R XPOS,0.000000,-0.016801
shin.R YPOS,0.000000,0.000000
shin.R ZPOS,0.000000,-0.320574
shin.R XROT,0.570609,-0.415478
shin.R YROT,1.408209,-0.574564
shin.R ZROT,0.001430,0.015393
foot.R XROT,2.184943,5.746012
foot.R YROT,0.581687,-0.202506
foot.R ZROT,3.354618,-0.911771
heel.02.R XROT,5.300972,-3.543351
heel.02.R YROT,7.550287,-42.500607
heel.02.R ZROT,3.640100,-27.179644
