Variable,variance,mean
pelvis XPOS,0.003791,0.053478
pelvis YPOS,0.000811,0.011981
pelvis ZPOS,0.000047,0.717230
pelvis XROT,0.000000,0.000000
pelvis YROT,0.000000,0.000000
pelvis ZROT,43.104340,9.927404
spine XPOS,0.000000,0.000000
spine YPOS,0.000000,0.000000
spine ZPOS,0.000000,0.000000
spine XROT,1.629235,-9.084850
spine YROT,5.497053,2.387795
spine ZROT,0.077934,0.317111
spine.001 XROT,0.000116,9.994834
spine.001 YROT,0.070162,0.045159
spine.001 ZROT,4.666936,0.367608
neck XPOS,0.000000,0.000000
neck YPOS,0.000000,0.032712
neck ZPOS,0.000000,0.266416
neck XROT,21.153738,20.825392
neck YROT,16.057999,1.891117
neck ZROT,194.509308,7.484852
face XPOS,0.000000,0.000000
face YPOS,0.000000,0.003416
face ZPOS,0.000000,0.195690
face XROT,8.014285,-2.330141
face YROT,0.000000,-0.000000
face ZROT,0.000000,0.000000
shoulder.L XPOS,0.000000,0.000000
shoulder.L YPOS,0.000000,0.032712
shoulder.L ZPOS,0.000000,0.266416
shoulder.L XROT,1.280847,0.624490
shoulder.L YROT,0.000009,0.001790
shoulder.L ZROT,0.019294,-0.076685
upper_arm.L XPOS,0.000000,0.164812
upper_arm.L YPOS,0.000000,0.000000
upper_arm.L ZPOS,0.000000,0.000000
upper_arm.L XROT,221.373901,20.141644
upper_arm.L YROT,55.880604,76.189804
upper_arm.L ZROT,469.079041,-23.653500
forearm.L XPOS,0.000000,0.287612
forearm.L YPOS,0.000000,0.000114
forearm.L ZPOS,0.000000,0.000949
forearm.L XROT,200.156128,6.558132
forearm.L YROT,144.028671,11.534679
forearm.L ZROT,674.663147,-30.896502
shoulder.R XPOS,0.000000,0.000000
shoulder.R YPOS,0.000000,0.032712
shoulder.R ZPOS,0.000000,0.266416
shoulder.R XROT,1.280847,0.675795
shoulder.R YROT,0.000009,0.001861
shoulder.R ZROT,0.019294,-0.082986
upper_arm.R XPOS,0.000000,-0.164812
upper_arm.R YPOS,0.000000,0.000000
upper_arm.R ZPOS,0.000000,0.000000
upper_arm.R XROT,234.686142,19.754135
upper_arm.R YROT,50.016953,-77.049141
upper_arm.R ZROT,410.200745,22.889946
forearm.R XPOS,0.000000,-0.288452
forearm.R YPOS,0.000000,0.000114
forearm.R ZPOS,0.000000,0.000949
forearm.R XROT,200.510651,6.639553
forearm.R YROT,170.302460,-15.004198
forearm.R ZROT,443.996307,26.201694
pelvis.L XPOS,0.000000,0.000000
pelvis.L YPOS,0.000000,0.000000
pelvis.L ZPOS,0.000000,0.000000
pelvis.L XROT,3.064303,1.767809
pelvis.L YROT,0.000000,0.000000
pelvis.L ZROT,0.000000,-0.000000
pelvis.R XPOS,0.000000,0.000000
pelvis.R YPOS,0.000000,0.000000
pelvis.R ZPOS,0.000000,0.000000
pelvis.R XROT,3.064302,1.767810
pelvis.R YROT,0.000000,0.000000
pelvis.R ZROT,0.000000,0.000000
thigh.L XPOS,0.000000,0.102322
thigh.L YPOS,0.000000,0.000000
thigh.L ZPOS,0.000010,-0.003158
thigh.L XROT,1.980103,2.772307
thigh.L YROT,21.247637,7.244120
thigh.L ZROT,0.008267,-0.036315
shin.L XPOS,0.000000,0.018530
shin.L YPOS,0.000000,0.000000
shin.L ZPOS,0.000000,-0.353581
shin.L XROT,10.704790,-1.332526
shin.L YROT,2.059113,-1.160928
shin.L ZROT,0.047781,-0.077607
foot.L XROT,5.215197,-1.069130
foot.L YROT,6.210284,-3.568496
foot.L ZROT,33.238979,8.064553
heel.02.L XROT,22.638374,-7.740226
heel.02.L YROT,12.936298,47.496731
heel.02.L ZROT,14.834209,36.855476
thigh.R XPOS,0.000000,-0.102322
thigh.R YPOS,0.000000,0.000000
thigh.R ZPOS,0.000010,0.003158
thigh.R XROT,6.610506,2.527960
thigh.R YROT,31.124300,2.183707
thigh.R ZROT,0.043413,-0.092367
shin.R XPOS,0.000000,-0.018405
shin.R YPOS,0.000000,0.000000
shin.R ZPOS,0.000000,-0.351187
shin.R XROT,24.128582,5.425809
shin.R YROT,1.544889,-0.196558
shin.R ZROT,0.038715,-0.244935
foot.R XROT,5.527053,-7.131515
foot.R YROT,2.796229,9.153735
foot.R ZROT,10.990736,-16.690619
heel.02.R XROT,45.217670,-33.006546
heel.02.R YROT,9.149151,-55.136864
heel.02.R ZROT,36.828335,-53.084293
