Variable,variance,mean
pelvis XPOS,0.001066,0.053544
pelvis YPOS,0.000441,-0.013625
pelvis ZPOS,0.000023,0.908984
pelvis XROT,0.000000,0.000000
pelvis YROT,0.000000,0.000000
pelvis ZROT,14.046527,2.756867
spine XPOS,0.000000,0.000000
spine YPOS,0.000000,0.000000
spine ZPOS,0.000000,0.000000
spine XROT,0.746477,-7.866542
spine YROT,1.976343,3.761803
spine ZROT,0.027654,0.457935
spine.001 XROT,0.000084,9.994585
spine.001 YROT,0.045657,0.174391
spine.001 ZROT,3.036155,1.421269
neck XPOS,0.000000,0.000000
neck YPOS,0.000000,0.033765
neck ZPOS,0.000000,0.274997
neck XROT,33.322636,10.381704
neck YROT,5.356416,0.789515
neck ZROT,60.264877,4.363636
face XPOS,0.000000,0.000000
face YPOS,0.000000,0.003762
face ZPOS,0.000000,0.215540
face XROT,5.677262,-0.352431
face YROT,0.000000,-0.000000
face ZROT,0.000000,-0.000000
shoulder.L XPOS,0.000000,0.000000
shoulder.L YPOS,0.000000,0.033765
shoulder.L ZPOS,0.000000,0.274996
shoulder.L XROT,0.336300,0.173454
shoulder.L YROT,0.000001,0.000393
shoulder.L ZROT,0.005069,-0.021324
upper_arm.L XPOS,0.000000,0.180307
upper_arm.L YPOS,0.000000,0.000000
upper_arm.L ZPOS,0.000000,0.000000
upper_arm.L XROT,390.266205,-13.009459
upper_arm.L YROT,22.059313,70.820564
upper_arm.L ZROT,706.265076,19.922104
forearm.L XPOS,0.000000,0.298295
forearm.L YPOS,0.000000,0.000132
forearm.L ZPOS,0.000000,0.001098
forearm.L XROT,27.116365,19.699869
forearm.L YROT,11.470928,37.365494
forearm.L ZROT,80.103989,-52.079319
shoulder.R XPOS,0.000000,0.000000
shoulder.R YPOS,0.000000,0.033765
shoulder.R ZPOS,0.000000,0.274996
shoulder.R XROT,0.336300,0.227775
shoulder.R YROT,0.000001,0.000416
shoulder.R ZROT,0.005069,-0.027989
upper_arm.R XPOS,0.000000,-0.180307
upper_arm.R YPOS,0.000000,0.000000
upper_arm.R ZPOS,0.000000,0.000000
upper_arm.R XROT,513.999939,-15.187695
upper_arm.R YROT,22.042603,-71.198273
upper_arm.R ZROT,907.394104,-22.893370
forearm.R XPOS,0.000000,-0.295075
forearm.R YPOS,0.000000,0.000132
forearm.R ZPOS,0.000000,0.001098
forearm.R XROT,34.400211,19.370943
forearm.R YROT,21.806099,-35.846096
forearm.R ZROT,88.397217,52.879818
pelvis.L XPOS,0.000000,0.000000
pelvis.L YPOS,0.000000,0.000000
pelvis.L ZPOS,0.000000,0.000000
pelvis.L XROT,1.145183,3.501239
pelvis.L YROT,0.000000,0.000000
pelvis.L ZROT,0.000000,0.000000
pelvis.R XPOS,0.000000,0.000000
pelvis.R YPOS,0.000000,0.000000
pelvis.R ZPOS,0.000000,0.000000
pelvis.R XROT,1.145180,3.501238
pelvis.R YROT,0.000000,0.000000
pelvis.R ZROT,0.000000,-0.000000
thigh.L XPOS,0.000000,0.105717
thigh.L YPOS,0.000000,0.000000
thigh.L ZPOS,0.000004,-0.006468
thigh.L XROT,3.286291,5.459999
thigh.L YROT,3.531013,4.640500
thigh.L ZROT,0.007025,0.057073
shin.L XPOS,0.000000,0.022250
shin.L YPOS,0.000000,0.000000
shin.L ZPOS,0.000000,-0.424548
shin.L XROT,5.733124,0.438906
shin.L YROT,1.038974,-1.751504
shin.L ZROT,0.021625,0.017491
foot.L XROT,3.418785,-5.217400
foot.L YROT,1.153230,-6.921045
foot.L ZROT,6.343115,13.311578
heel.02.L XROT,17.724438,-11.527641
heel.02.L YROT,7.372701,48.318192
heel.02.L ZROT,4.874550,34.866570
thigh.R XPOS,0.000000,-0.105717
thigh.R YPOS,0.000000,0.000000
thigh.R ZPOS,0.000004,0.006468
thigh.R XROT,3.718183,3.644429
thigh.R YROT,8.370275,0.159781
thigh.R ZROT,0.021295,-0.207822
shin.R XPOS,0.000000,-0.022137
shin.R YPOS,0.000000,0.000000
shin.R ZPOS,0.000000,-0.422396
shin.R XROT,8.160057,4.610312
shin.R YROT,0.646204,2.804377
shin.R ZROT,0.040839,-0.350720
foot.R XROT,2.566005,-8.853866
foot.R YROT,1.226887,6.105135
foot.R ZROT,3.914179,-9.996388
heel.02.R XROT,4.632456,-18.617371
heel.02.R YROT,1.614350,-48.704105
heel.02.R ZROT,3.702230,-41.175976
