Variable,variance,mean
pelvis XPOS,0.000384,0.036319
pelvis YPOS,0.001679,-0.029679
pelvis ZPOS,0.000050,0.920233
pelvis XROT,0.000000,0.000000
pelvis YROT,0.000000,0.000000
pelvis ZROT,5.397516,-1.949287
spine XPOS,0.000000,0.000000
spine YPOS,0.000000,0.000000
spine ZPOS,0.000000,0.000000
spine XROT,11.649310,-8.124169
spine YROT,3.799574,1.382640
spine ZROT,0.031720,0.163192
spine.001 XROT,0.000412,9.986896
spine.001 YROT,0.099277,0.290598
spine.001 ZROT,6.621373,2.370336
neck XPOS,0.000000,0.000000
neck YPOS,0.000000,0.037208
neck ZPOS,0.000000,0.303033
neck XROT,123.117500,21.561216
neck YROT,23.594288,2.496498
neck ZROT,221.228592,2.953421
face XPOS,0.000000,0.000000
face YPOS,0.000000,0.004150
face ZPOS,0.000000,0.237748
face XROT,16.367113,0.854653
face YROT,0.000000,0.000000
face ZROT,0.000000,-0.000000
shoulder.L XPOS,0.000000,0.000000
shoulder.L YPOS,0.000000,0.037208
shoulder.L ZPOS,0.000000,0.303033
shoulder.L XROT,2.841187,2.540829
shoulder.L YROT,0.000166,0.009956
shoulder.L ZROT,0.042649,-0.311731
upper_arm.L XPOS,0.000000,0.189422
upper_arm.L YPOS,0.000000,0.000000
upper_arm.L ZPOS,0.000000,0.000000
upper_arm.L XROT,173.427048,14.305704
upper_arm.L YROT,39.451107,77.160950
upper_arm.L ZROT,376.870087,-18.703575
forearm.L XPOS,0.000000,0.318334
forearm.L YPOS,0.000000,0.000139
forearm.L ZPOS,0.000000,0.001154
forearm.L XROT,4.657169,3.065369
forearm.L YROT,5.134188,14.359375
forearm.L ZROT,181.040558,-22.468826
shoulder.R XPOS,0.000000,0.000000
shoulder.R YPOS,0.000000,0.037208
shoulder.R ZPOS,0.000000,0.303033
shoulder.R XROT,2.841181,2.595131
shoulder.R YROT,0.000171,0.010254
shoulder.R ZROT,0.042645,-0.318393
upper_arm.R XPOS,0.000000,-0.189422
upper_arm.R YPOS,0.000000,0.000000
upper_arm.R ZPOS,0.000000,0.000000
upper_arm.R XROT,604.467957,14.075907
upper_arm.R YROT,24.880754,-79.854805
upper_arm.R ZROT,943.773010,16.319283
forearm.R XPOS,0.000000,-0.315265
forearm.R YPOS,0.000000,0.000139
forearm.R ZPOS,0.000000,0.001154
forearm.R XROT,62.087524,5.998084
forearm.R YROT,80.988434,-16.725531
forearm.R ZROT,481.364716,26.647802
pelvis.L XPOS,0.000000,0.000000
pelvis.L YPOS,0.000000,0.000000
pelvis.L ZPOS,0.000000,0.000000
pelvis.L XROT,2.327083,1.613734
pelvis.L YROT,0.000000,0.000000
pelvis.L ZROT,0.000000,-0.000001
pelvis.R XPOS,0.000000,0.000000
pelvis.R YPOS,0.000000,0.000000
pelvis.R ZPOS,0.000000,0.000000
pelvis.R XROT,2.327085,1.613734
pelvis.R YROT,0.000000,0.000000
pelvis.R ZROT,0.000000,0.000000
thigh.L XPOS,0.000000,0.116572
thigh.L YPOS,0.000000,0.000000
thigh.L ZPOS,0.000010,-0.003284
thigh.L XROT,5.124288,7.855762
thigh.L YROT,2.911821,4.740561
thigh.L ZROT,0.012885,0.065263
shin.L XPOS,0.000000,0.022570
shin.L YPOS,0.000000,0.000000
shin.L ZPOS,0.000000,-0.430662
shin.L XROT,5.019821,-0.416945
shin.L YROT,4.058169,-3.901630
shin.L ZROT,0.035211,-0.051667
foot.L XROT,5.626652,-7.880638
foot.L YROT,1.192623,-3.414986
foot.L ZROT,4.431506,5.161622
heel.02.L XROT,7.822721,-17.690304
heel.02.L YROT,1.996610,49.466076
heel.02.L ZROT,4.274325,39.131298
thigh.R XPOS,0.000000,-0.116572
thigh.R YPOS,0.000000,0.000000
thigh.R ZPOS,0.000010,0.003284
thigh.R XROT,9.171508,6.885236
thigh.R YROT,3.357331,-0.051573
thigh.R ZROT,0.158686,-0.322853
shin.R XPOS,0.000000,-0.022174
shin.R YPOS,0.000000,0.000000
shin.R ZPOS,0.000000,-0.423103
shin.R XROT,11.741720,0.119767
shin.R YROT,7.473489,3.650807
shin.R ZROT,0.348405,0.042431
foot.R XROT,7.732261,-6.134153
foot.R YROT,1.549400,3.876998
foot.R ZROT,5.562466,-6.647429
heel.02.R XROT,9.826529,-20.029829
heel.02.R YROT,3.064542,-50.155491
heel.02.R ZROT,6.736259,-39.496059
