Variable,variance,mean
pelvis XPOS,0.002430,-0.002544
pelvis YPOS,0.000193,0.000886
pelvis ZPOS,0.000103,0.710450
pelvis XROT,0.000000,0.000000
pelvis YROT,0.000000,0.000000
pelvis ZROT,45.278717,-0.643941
spine XPOS,0.000000,0.000000
spine YPOS,0.000000,0.000000
spine ZPOS,0.000000,0.000000
spine XROT,12.778085,-4.963041
spine YROT,7.418263,1.919128
spine ZROT,0.064615,0.164588
spine.001 XROT,0.001853,9.970720
spine.001 YROT,0.366887,-0.205699
spine.001 ZROT,24.558315,-1.682494
neck XPOS,0.000000,0.000000
neck YPOS,0.000000,0.025661
neck ZPOS,0.000000,0.208993
neck XROT,57.972698,18.114157
neck YROT,53.792812,-3.101735
neck ZROT,268.764740,3.333977
face XPOS,0.000000,0.000000
face YPOS,0.000000,0.002855
face ZPOS,0.000000,0.163565
face XROT,11.558900,-1.567041
face YROT,0.000000,-0.000000
face ZROT,0.000000,0.000000
shoulder.L XPOS,0.000000,0.000000
shoulder.L YPOS,0.000000,0.025661
shoulder.L ZPOS,0.000000,0.208993
shoulder.L XROT,4.529992,-2.177570
shoulder.L YROT,0.000145,0.009929
shoulder.L ZROT,0.068100,0.267117
upper_arm.L XPOS,0.000000,0.140877
upper_arm.L YPOS,0.000000,0.000000
upper_arm.L ZPOS,0.000000,0.000000
upper_arm.L XROT,340.143127,20.412046
upper_arm.L YROT,87.660484,75.349701
upper_arm.L ZROT,637.896851,-26.881147
forearm.L XPOS,0.000000,0.236844
forearm.L YPOS,0.000000,0.000101
forearm.L ZPOS,0.000000,0.000841
forearm.L XROT,282.543518,10.983959
forearm.L YROT,179.685638,12.034278
forearm.L ZROT,1487.619751,-44.941998
shoulder.R XPOS,0.000000,0.000000
shoulder.R YPOS,0.000000,0.025661
shoulder.R ZPOS,0.000000,0.208993
shoulder.R XROT,4.529997,-2.124433
shoulder.R YROT,0.000141,0.009685
shoulder.R ZROT,0.068105,0.260602
upper_arm.R XPOS,0.000000,-0.140877
upper_arm.R YPOS,0.000000,0.000000
upper_arm.R ZPOS,0.000000,0.000000
upper_arm.R XROT,372.478455,17.112959
upper_arm.R YROT,54.660557,-71.045959
upper_arm.R ZROT,744.905579,22.132963
forearm.R XPOS,0.000000,-0.234524
forearm.R YPOS,0.000000,0.000101
forearm.R ZPOS,0.000000,0.000841
forearm.R XROT,413.621735,16.781509
forearm.R YROT,265.773163,-20.711622
forearm.R ZROT,1584.557129,49.822853
pelvis.L XPOS,0.000000,0.000000
pelvis.L YPOS,0.000000,0.000000
pelvis.L ZPOS,0.000000,0.000000
pelvis.L XROT,4.231008,1.083196
pelvis.L YROT,0.000000,-0.000000
pelvis.L ZROT,0.000000,-0.000001
pelvis.R XPOS,0.000000,0.000000
pelvis.R YPOS,0.000000,0.000000
pelvis.R ZPOS,0.000000,0.000000
pelvis.R XROT,4.231004,1.083197
pelvis.R YROT,0.000000,0.000000
pelvis.R ZROT,0.000000,0.000000
thigh.L XPOS,0.000000,0.089580
thigh.L YPOS,0.000000,0.000000
thigh.L ZPOS,0.000010,-0.001693
thigh.L XROT,34.236626,4.692376
thigh.L YROT,19.085051,4.483842
thigh.L ZROT,2.167614,-0.115839
shin.L XPOS,0.000000,0.018614
shin.L YPOS,0.000000,0.000000
shin.L ZPOS,0.000000,-0.355176
shin.L XROT,115.151947,-2.008545
shin.L YROT,41.855446,-5.145453
shin.L ZROT,38.646191,-0.755813
foot.L XROT,21.902857,-1.463739
foot.L YROT,4.286827,0.419404
foot.L ZROT,25.326967,-1.343399
heel.02.L XROT,41.218334,-12.105733
heel.02.L YROT,12.876872,44.195442
heel.02.L ZROT,28.025791,39.988796
thigh.R XPOS,0.000000,-0.089580
thigh.R YPOS,0.000000,0.000000
thigh.R ZPOS,0.000010,0.001693
thigh.R XROT,110.546005,-0.349052
thigh.R YROT,29.988003,-3.865061
thigh.R ZROT,7.170974,0.461149
shin.R XPOS,0.000000,-0.018637
shin.R YPOS,0.000000,0.000000
shin.R ZPOS,0.000000,-0.355611
shin.R XROT,406.174622,7.245226
shin.R YROT,59.922794,3.502871
shin.R ZROT,108.441154,0.484652
foot.R XROT,41.176102,-4.958585
foot.R YROT,7.036192,-2.079833
foot.R ZROT,50.762817,5.421461
heel.02.R XROT,34.811214,-17.601461
heel.02.R YROT,12.425782,-45.112095
heel.02.R ZROT,27.612320,-43.394619
