Variable,variance,mean
pelvis XPOS,0.000335,-0.031165
pelvis YPOS,0.000294,-0.017933
pelvis ZPOS,0.000018,0.631738
pelvis XROT,0.000000,0.000000
pelvis YROT,0.000000,0.000000
pelvis ZROT,72.213257,-1.827885
spine XPOS,0.000000,0.000000
spine YPOS,0.000000,0.000000
spine ZPOS,0.000000,0.000000
spine XROT,10.806175,-2.616315
spine YROT,1.512977,0.068072
spine ZROT,0.008795,0.001085
spine.001 XROT,0.000624,9.984904
spine.001 YROT,0.151396,0.244823
spine.001 ZROT,10.106183,1.997340
neck XPOS,0.000000,0.000000
neck YPOS,0.000000,0.026889
neck ZPOS,0.000000,0.218996
neck XROT,169.918610,15.812245
neck YROT,31.830896,-1.885543
neck ZROT,231.953842,2.000830
face XPOS,0.000000,0.000000
face YPOS,0.000000,0.002647
face ZPOS,0.000000,0.151644
face XROT,30.804375,-5.435798
face YROT,0.000000,-0.000000
face ZROT,0.000000,0.000000
shoulder.L XPOS,0.000000,0.000000
shoulder.L YPOS,0.000000,0.026889
shoulder.L ZPOS,0.000000,0.218996
shoulder.L XROT,2.657923,-2.850413
shoulder.L YROT,0.000246,0.011544
shoulder.L ZROT,0.039802,0.349636
upper_arm.L XPOS,0.000000,0.140893
upper_arm.L YPOS,0.000000,0.000000
upper_arm.L ZPOS,0.000000,0.000000
upper_arm.L XROT,564.707397,-14.227761
upper_arm.L YROT,43.665165,70.008179
upper_arm.L ZROT,1106.375000,17.910866
forearm.L XPOS,0.000000,0.213785
forearm.L YPOS,0.000000,0.000097
forearm.L ZPOS,0.000000,0.000804
forearm.L XROT,103.944626,15.326043
forearm.L YROT,102.726463,35.138763
forearm.L ZROT,995.105774,-44.745468
shoulder.R XPOS,0.000000,0.000000
shoulder.R YPOS,0.000000,0.026889
shoulder.R ZPOS,0.000000,0.218996
shoulder.R XROT,2.657930,-2.799513
shoulder.R YROT,0.000241,0.011236
shoulder.R ZROT,0.039807,0.343397
upper_arm.R XPOS,0.000000,-0.140893
upper_arm.R YPOS,0.000000,0.000000
upper_arm.R ZPOS,0.000000,0.000000
upper_arm.R XROT,645.492188,-20.806786
upper_arm.R YROT,24.274858,-67.707214
upper_arm.R ZROT,1455.725098,-29.916653
forearm.R XPOS,0.000000,-0.225596
forearm.R YPOS,0.000000,0.000097
forearm.R ZPOS,0.000000,0.000804
forearm.R XROT,157.050949,16.834364
forearm.R YROT,114.985367,-34.989635
forearm.R ZROT,1347.468750,49.131001
pelvis.L XPOS,0.000000,0.000000
pelvis.L YPOS,0.000000,0.000000
pelvis.L ZPOS,0.000000,0.000000
pelvis.L XROT,0.997578,-0.682211
pelvis.L YROT,0.000000,0.000000
pelvis.L ZROT,0.000000,0.000000
pelvis.R XPOS,0.000000,0.000000
pelvis.R YPOS,0.000000,0.000000
pelvis.R ZPOS,0.000000,0.000000
pelvis.R XROT,0.997577,-0.682210
pelvis.R YROT,0.000000,0.000000
pelvis.R ZROT,0.000000,0.000000
thigh.L XPOS,0.000000,0.091636
thigh.L YPOS,0.000000,0.000000
thigh.L ZPOS,0.000003,0.001091
thigh.L XROT,2.041015,5.213543
thigh.L YROT,1.462981,4.568390
thigh.L ZROT,0.003108,0.060263
shin.L XPOS,0.000000,0.015923
shin.L YPOS,0.000000,0.000000
shin.L ZPOS,0.000000,-0.303835
shin.L XROT,9.641944,3.585202
shin.L YROT,1.542412,-7.250875
shin.L ZROT,0.143220,0.430565
foot.L XROT,13.106610,-11.409595
foot.L YROT,11.502308,2.668940
foot.L ZROT,43.166214,-7.360330
heel.02.L XROT,1.919456,2.198565
heel.02.L YROT,10.158874,-35.814217
heel.02.L ZROT,11.668897,-25.804585
thigh.R XPOS,0.000000,-0.091636
thigh.R YPOS,0.000000,0.000000
thigh.R ZPOS,0.000003,-0.001091
thigh.R XROT,2.813100,4.325668
thigh.R YROT,2.512027,-8.707227
thigh.R ZROT,0.006744,0.108006
shin.R XPOS,0.000000,-0.016083
shin.R YPOS,0.000000,0.000000
shin.R ZPOS,0.000000,-0.306873
shin.R XROT,7.198918,5.601104
shin.R YROT,1.423243,2.665348
shin.R ZROT,0.040053,-0.414570
foot.R XROT,9.236649,-13.375094
foot.R YROT,12.141764,2.867939
foot.R ZROT,44.901112,-2.424103
heel.02.R XROT,2.418705,2.175532
heel.02.R YROT,11.134871,31.295082
heel.02.R ZROT,8.011084,21.447123
