Variable,variance,mean
pelvis XPOS,0.000409,-0.026922
pelvis YPOS,0.000463,-0.015819
pelvis ZPOS,0.000027,0.736392
pelvis XROT,0.000000,0.000000
pelvis YROT,0.000000,0.000000
pelvis ZROT,7.760671,-6.947469
spine XPOS,0.000000,0.000000
spine YPOS,0.000000,0.000000
spine ZPOS,0.000000,0.000000
spine XROT,4.151503,-7.980932
spine YROT,1.748572,-2.599649
spine ZROT,0.018352,-0.313204
spine.001 XROT,0.002576,9.961523
spine.001 YROT,0.164927,0.609603
spine.001 ZROT,11.145267,4.981448
neck XPOS,0.000000,0.000000
neck YPOS,0.000000,0.029480
neck ZPOS,0.000000,0.240092
neck XROT,74.333893,16.720573
neck YROT,11.568150,2.754979
neck ZROT,121.377945,6.929704
face XPOS,0.000000,0.000000
face YPOS,0.000000,0.003568
face ZPOS,0.000000,0.204382
face XROT,20.081446,-1.002174
face YROT,0.000000,-0.000000
face ZROT,0.000000,-0.000000
shoulder.L XPOS,0.000000,0.000000
shoulder.L YPOS,0.000000,0.029480
shoulder.L ZPOS,0.000000,0.240092
shoulder.L XROT,1.390778,1.275074
shoulder.L YROT,0.000007,0.003232
shoulder.L ZROT,0.020955,-0.156539
upper_arm.L XPOS,0.000000,0.164141
upper_arm.L YPOS,0.000000,0.000000
upper_arm.L ZPOS,0.000000,0.000000
upper_arm.L XROT,192.996552,17.560135
upper_arm.L YROT,78.863823,73.881500
upper_arm.L ZROT,465.101135,-23.539839
forearm.L XPOS,0.000000,0.269649
forearm.L YPOS,0.000000,0.000112
forearm.L ZPOS,0.000000,0.000932
forearm.L XROT,141.692703,7.404387
forearm.L YROT,184.223267,12.903005
forearm.L ZROT,878.985168,-33.392349
shoulder.R XPOS,0.000000,0.000000
shoulder.R YPOS,0.000000,0.029480
shoulder.R ZPOS,0.000000,0.240092
shoulder.R XROT,1.390779,1.325590
shoulder.R YROT,0.000008,0.003373
shoulder.R ZROT,0.020955,-0.162742
upper_arm.R XPOS,0.000000,-0.164141
upper_arm.R YPOS,0.000000,0.000000
upper_arm.R ZPOS,0.000000,0.000000
upper_arm.R XROT,157.659485,25.384459
upper_arm.R YROT,32.521317,-77.375359
upper_arm.R ZROT,369.065460,32.142479
forearm.R XPOS,0.000000,-0.269357
forearm.R YPOS,0.000000,0.000112
forearm.R ZPOS,0.000000,0.000932
forearm.R XROT,98.988319,6.369204
forearm.R YROT,76.064392,-16.897478
forearm.R ZROT,633.589294,25.488436
pelvis.L XPOS,0.000000,0.000000
pelvis.L YPOS,0.000000,0.000000
pelvis.L ZPOS,0.000000,0.000000
pelvis.L XROT,1.261530,-3.059770
pelvis.L YROT,0.000000,0.000000
pelvis.L ZROT,0.000000,0.000001
pelvis.R XPOS,0.000000,0.000000
pelvis.R YPOS,0.000000,0.000000
pelvis.R ZPOS,0.000000,0.000000
pelvis.R XROT,1.261531,-3.059770
pelvis.R YROT,0.000000,0.000000
pelvis.R ZROT,0.000000,0.000000
thigh.L XPOS,0.000000,0.098613
thigh.L YPOS,0.000000,0.000000
thigh.L ZPOS,0.000004,0.005271
thigh.L XROT,6.374063,7.523557
thigh.L YROT,2.725317,1.677319
thigh.L ZROT,0.010431,0.264743
shin.L XPOS,0.000000,0.018667
shin.L YPOS,0.000000,0.000000
shin.L ZPOS,0.000000,-0.356189
shin.L XROT,11.900383,-0.167038
shin.L YROT,3.320392,-4.290923
shin.L ZROT,0.088194,0.009071
foot.L XROT,4.364429,-7.254557
foot.L YROT,2.258091,-2.738039
foot.L ZROT,8.136678,3.975194
heel.02.L XROT,5.719662,-16.965744
heel.02.L YROT,2.561573,47.721180
heel.02.L ZROT,4.726208,40.915600
thigh.R XPOS,0.000000,-0.098613
thigh.R YPOS,0.000000,0.000000
thigh.R ZPOS,0.000004,-0.005271
thigh.R XROT,4.165569,7.550622
thigh.R YROT,1.886292,-4.335690
thigh.R ZROT,0.006761,-0.099420
shin.R XPOS,0.000000,-0.018128
shin.R YPOS,0.000000,0.000000
shin.R ZPOS,0.000000,-0.345896
shin.R XROT,6.831090,-1.273778
shin.R YROT,1.626294,1.563016
shin.R ZROT,0.037301,0.077468
foot.R XROT,4.087026,-7.459359
foot.R YROT,1.769229,2.293910
foot.R ZROT,8.645436,-3.048183
heel.02.R XROT,4.362713,-10.195506
heel.02.R YROT,3.427530,-44.813637
heel.02.R ZROT,3.139606,-30.739975
