Variable,variance,mean
pelvis XPOS,0.004297,0.008309
pelvis YPOS,0.000709,-0.048027
pelvis ZPOS,0.000041,0.799857
pelvis XROT,0.000000,0.000000
pelvis YROT,0.000000,0.000000
pelvis ZROT,33.375572,-0.433071
spine XPOS,0.000000,0.000000
spine YPOS,0.000000,0.000000
spine ZPOS,0.000000,0.000000
spine XROT,5.978877,-4.799892
spine YROT,12.179061,1.837333
spine ZROT,0.064626,0.161669
spine.001 XROT,0.003176,9.961164
spine.001 YROT,0.425798,0.340261
spine.001 ZROT,28.622599,2.779878
neck XPOS,0.000000,0.000000
neck YPOS,0.000000,0.033450
neck ZPOS,0.000000,0.272427
neck XROT,106.215591,17.648203
neck YROT,35.353138,1.179163
neck ZROT,440.449219,1.619731
face XPOS,0.000000,0.000000
face YPOS,0.000000,0.004028
face ZPOS,0.000000,0.230790
face XROT,40.042023,0.435591
face YROT,0.000000,-0.000000
face ZROT,0.000000,-0.000000
shoulder.L XPOS,0.000000,0.000000
shoulder.L YPOS,0.000000,0.033450
shoulder.L ZPOS,0.000000,0.272427
shoulder.L XROT,2.944720,-0.896021
shoulder.L YROT,0.000077,0.004013
shoulder.L ZROT,0.044290,0.109910
upper_arm.L XPOS,0.000000,0.177134
upper_arm.L YPOS,0.000000,0.000000
upper_arm.L ZPOS,0.000000,0.000000
upper_arm.L XROT,439.150604,13.479328
upper_arm.L YROT,110.544037,74.730553
upper_arm.L ZROT,719.536865,-16.884945
forearm.L XPOS,0.000000,0.292119
forearm.L YPOS,0.000000,0.000125
forearm.L ZPOS,0.000000,0.001039
forearm.L XROT,169.392151,7.209573
forearm.L YROT,196.091537,10.256273
forearm.L ZROT,951.232849,-34.642925
shoulder.R XPOS,0.000000,0.000000
shoulder.R YPOS,0.000000,0.033450
shoulder.R ZPOS,0.000000,0.272427
shoulder.R XROT,2.944714,-0.843734
shoulder.R YROT,0.000074,0.003916
shoulder.R ZROT,0.044293,0.103496
upper_arm.R XPOS,0.000000,-0.177134
upper_arm.R YPOS,0.000000,0.000000
upper_arm.R ZPOS,0.000000,0.000000
upper_arm.R XROT,358.941040,20.783791
upper_arm.R YROT,13.269091,-78.850098
upper_arm.R ZROT,549.905579,25.080797
forearm.R XPOS,0.000000,-0.292148
forearm.R YPOS,0.000000,0.000125
forearm.R ZPOS,0.000000,0.001039
forearm.R XROT,73.989983,4.322968
forearm.R YROT,102.144928,-8.408276
forearm.R ZROT,535.207336,24.058296
pelvis.L XPOS,0.000000,0.000000
pelvis.L YPOS,0.000000,0.000000
pelvis.L ZPOS,0.000000,0.000000
pelvis.L XROT,5.295286,1.253315
pelvis.L YROT,0.000000,-0.000000
pelvis.L ZROT,0.000000,0.000001
pelvis.R XPOS,0.000000,0.000000
pelvis.R YPOS,0.000000,0.000000
pelvis.R ZPOS,0.000000,0.000000
pelvis.R XROT,5.295287,1.253315
pelvis.R YROT,0.000000,0.000000
pelvis.R ZROT,0.000000,-0.000000
thigh.L XPOS,0.000000,0.110654
thigh.L YPOS,0.000000,0.000000
thigh.L ZPOS,0.000020,-0.002421
thigh.L XROT,11.831725,9.101213
thigh.L YROT,21.977816,1.899307
thigh.L ZROT,0.130844,0.240960
shin.L XPOS,0.000000,0.020827
shin.L YPOS,0.000000,0.000000
shin.L ZPOS,0.000000,-0.397400
shin.L XROT,12.761251,-2.546277
shin.L YROT,10.129728,-3.124604
shin.L ZROT,0.089338,-0.226824
foot.L XROT,13.974807,-7.561837
foot.L YROT,4.901369,-3.429708
foot.L ZROT,27.486341,5.451391
heel.02.L XROT,15.284071,-11.606586
heel.02.L YROT,6.546305,48.804432
heel.02.L ZROT,8.167457,34.505123
thigh.R XPOS,0.000000,-0.110654
thigh.R YPOS,0.000000,0.000000
thigh.R ZPOS,0.000020,0.002421
thigh.R XROT,9.634453,10.923745
thigh.R YROT,18.208939,-0.098474
thigh.R ZROT,0.142623,-0.527756
shin.R XPOS,0.000000,-0.020996
shin.R YPOS,0.000000,0.000000
shin.R ZPOS,0.000000,-0.400623
shin.R XROT,35.858406,-4.443491
shin.R YROT,5.236591,1.210271
shin.R ZROT,0.883663,0.238905
foot.R XROT,15.077403,-9.095378
foot.R YROT,6.898410,3.086366
foot.R ZROT,26.797947,-4.073903
heel.02.R XROT,20.521193,-12.741477
heel.02.R YROT,10.491929,-46.366688
heel.02.R ZROT,14.515927,-37.819172
