Variable,variance,mean
pelvis XPOS,0.001203,0.034518
pelvis YPOS,0.000752,0.003084
pelvis ZPOS,0.000030,0.697031
pelvis XROT,0.000000,0.000000
pelvis YROT,0.000000,0.000000
pelvis ZROT,67.235931,-4.633439
spine XPOS,0.000000,0.000000
spine YPOS,0.000000,0.000000
spine ZPOS,0.000000,0.000000
spine XROT,2.334882,-8.396115
spine YROT,5.085663,2.599288
spine ZROT,0.072389,0.322129
spine.001 XROT,0.000498,9.985147
spine.001 YROT,0.193588,0.118858
spine.001 ZROT,12.906390,0.967932
neck XPOS,0.000000,0.000000
neck YPOS,0.000000,0.031193
neck ZPOS,0.000000,0.254045
neck XROT,104.341736,16.612007
neck YROT,30.516628,-2.794472
neck ZROT,301.916046,-4.803964
face XPOS,0.000000,0.000000
face YPOS,0.000000,0.003460
face ZPOS,0.000000,0.198226
face XROT,21.515274,1.848315
face YROT,0.000000,-0.000000
face ZROT,0.000000,0.000000
shoulder.L XPOS,0.000000,0.000000
shoulder.L YPOS,0.000000,0.031193
shoulder.L ZPOS,0.000000,0.254045
shoulder.L XROT,3.562875,-0.395396
shoulder.L YROT,0.000040,0.003984
shoulder.L ZROT,0.053640,0.048553
upper_arm.L XPOS,0.000000,0.162157
upper_arm.L YPOS,0.000000,0.000000
upper_arm.L ZPOS,0.000000,0.000000
upper_arm.L XROT,308.468933,25.410210
upper_arm.L YROT,24.183239,73.781509
upper_arm.L ZROT,518.172180,-32.545288
forearm.L XPOS,0.000000,0.251056
forearm.L YPOS,0.000000,0.000111
forearm.L ZPOS,0.000000,0.000918
forearm.L XROT,220.484085,10.758817
forearm.L YROT,159.486313,19.652847
forearm.L ZROT,867.121460,-38.886055
shoulder.R XPOS,0.000000,0.000000
shoulder.R YPOS,0.000000,0.031193
shoulder.R ZPOS,0.000000,0.254045
shoulder.R XROT,3.562875,-0.344936
shoulder.R YROT,0.000041,0.003944
shoulder.R ZROT,0.053638,0.042367
upper_arm.R XPOS,0.000000,-0.162157
upper_arm.R YPOS,0.000000,0.000000
upper_arm.R ZPOS,0.000000,-0.000000
upper_arm.R XROT,365.641968,15.666678
upper_arm.R YROT,124.023270,-69.639679
upper_arm.R ZROT,733.770996,21.797668
forearm.R XPOS,0.000000,-0.248610
forearm.R YPOS,0.000000,0.000111
forearm.R ZPOS,0.000000,0.000918
forearm.R XROT,196.297073,10.144243
forearm.R YROT,208.891174,-21.570158
forearm.R ZROT,926.693848,40.614262
pelvis.L XPOS,0.000000,0.000000
pelvis.L YPOS,0.000000,0.000000
pelvis.L ZPOS,0.000000,0.000000
pelvis.L XROT,2.082153,1.700762
pelvis.L YROT,0.000000,0.000000
pelvis.L ZROT,0.000000,-0.000001
pelvis.R XPOS,0.000000,0.000000
pelvis.R YPOS,0.000000,0.000000
pelvis.R ZPOS,0.000000,0.000000
pelvis.R XROT,2.082152,1.700762
pelvis.R YROT,0.000000,0.000000
pelvis.R ZROT,0.000000,0.000000
thigh.L XPOS,0.000000,0.102758
thigh.L YPOS,0.000000,0.000000
thigh.L ZPOS,0.000007,-0.003051
thigh.L XROT,3.499457,0.240194
thigh.L YROT,8.708423,4.889589
thigh.L ZROT,0.007103,-0.009563
shin.L XPOS,0.000000,0.017173
shin.L YPOS,0.000000,0.000000
shin.L ZPOS,0.000000,-0.327671
shin.L XROT,6.137666,6.429666
shin.L YROT,1.383602,2.874234
shin.L ZROT,0.008974,0.173224
foot.L XROT,7.597350,-4.997344
foot.L YROT,6.305521,-7.621923
foot.L ZROT,33.996330,14.907227
heel.02.L XROT,1.472688,-1.044186
heel.02.L YROT,5.333778,-27.017624
heel.02.L ZROT,4.977981,-14.357887
thigh.R XPOS,0.000000,-0.102758
thigh.R YPOS,0.000000,0.000000
thigh.R ZPOS,0.000007,0.003051
thigh.R XROT,9.850294,-1.698455
thigh.R YROT,7.706906,1.692264
thigh.R ZROT,0.070186,0.156564
shin.R XPOS,0.000000,-0.017552
shin.R YPOS,0.000000,0.000000
shin.R ZPOS,0.000000,-0.334915
shin.R XROT,4.168638,10.815024
shin.R YROT,1.292660,-2.755121
shin.R ZROT,0.016130,-0.310494
foot.R XROT,7.242900,-12.502449
foot.R YROT,8.680460,6.213446
foot.R ZROT,27.269539,-8.701614
heel.02.R XROT,3.488146,-5.515782
heel.02.R YROT,5.272091,27.442207
heel.02.R ZROT,10.026649,14.444238
