Variable,variance,mean
pelvis XPOS,0.000135,-0.029465
pelvis YPOS,0.000292,0.149277
pelvis ZPOS,0.000027,0.664970
pelvis XROT,0.000000,0.000000
pelvis YROT,0.000000,0.000000
pelvis ZROT,106.198784,3.566063
spine XPOS,0.000000,0.000000
spine YPOS,0.000000,0.000000
spine ZPOS,0.000000,0.000000
spine XROT,9.859474,-19.069410
spine YROT,5.195121,1.637246
spine ZROT,0.168898,0.346806
spine.001 XROT,0.010236,9.942242
spine.001 YROT,0.706843,0.302836
spine.001 ZROT,48.201347,2.450996
neck XPOS,0.000000,0.000000
neck YPOS,0.000000,0.024587
neck ZPOS,0.000000,0.200246
neck XROT,61.629532,14.357820
neck YROT,54.613846,-2.521538
neck ZROT,671.924927,-2.859465
face XPOS,0.000000,0.000000
face YPOS,0.000000,0.002597
face ZPOS,0.000000,0.148804
face XROT,30.119101,1.039024
face YROT,0.000000,-0.000000
face ZROT,0.000000,0.000000
shoulder.L XPOS,0.000000,0.000000
shoulder.L YPOS,0.000000,0.024587
shoulder.L ZPOS,0.000000,0.200246
shoulder.L XROT,3.603713,-2.676410
shoulder.L YROT,0.000100,0.011530
shoulder.L ZROT,0.054187,0.328340
upper_arm.L XPOS,0.000000,0.128157
upper_arm.L YPOS,0.000000,0.000000
upper_arm.L ZPOS,0.000000,0.000000
upper_arm.L XROT,583.821960,33.962502
upper_arm.L YROT,102.065575,77.113358
upper_arm.L ZROT,847.372375,-42.150009
forearm.L XPOS,0.000000,0.220676
forearm.L YPOS,0.000000,0.000096
forearm.L ZPOS,0.000000,0.000798
forearm.L XROT,9.083856,1.595797
forearm.L YROT,17.975473,6.878459
forearm.L ZROT,334.068146,-19.884220
shoulder.R XPOS,0.000000,0.000000
shoulder.R YPOS,0.000000,0.024587
shoulder.R ZPOS,0.000000,0.200246
shoulder.R XROT,3.603712,-2.620983
shoulder.R YROT,0.000097,0.011216
shoulder.R ZROT,0.054190,0.321545
upper_arm.R XPOS,0.000000,-0.128156
upper_arm.R YPOS,0.000000,0.000000
upper_arm.R ZPOS,0.000000,0.000000
upper_arm.R XROT,262.473114,17.276468
upper_arm.R YROT,37.386127,-71.708771
upper_arm.R ZROT,562.173401,21.818264
forearm.R XPOS,0.000000,-0.220430
forearm.R YPOS,0.000000,0.000096
forearm.R ZPOS,0.000000,0.000798
forearm.R XROT,77.455978,5.848740
forearm.R YROT,125.760986,-14.948142
forearm.R ZROT,843.239929,27.096220
pelvis.L XPOS,0.000000,0.000000
pelvis.L YPOS,0.000000,0.000000
pelvis.L ZPOS,0.000000,0.000000
pelvis.L XROT,2.362785,-0.757396
pelvis.L YROT,0.000000,-0.000000
pelvis.L ZROT,0.000000,-0.000001
pelvis.R XPOS,0.000000,0.000000
pelvis.R YPOS,0.000000,0.000000
pelvis.R ZPOS,0.000000,0.000000
pelvis.R XROT,2.362786,-0.757396
pelvis.R YROT,0.000000,0.000000
pelvis.R ZROT,0.000000,-0.000000
thigh.L XPOS,0.000000,0.083475
thigh.L YPOS,0.000000,0.000000
thigh.L ZPOS,0.000005,0.001104
thigh.L XROT,5.476737,-6.566482
thigh.L YROT,2.554984,1.986378
thigh.L ZROT,0.015338,-0.218652
shin.L XPOS,0.000000,0.016800
shin.L YPOS,0.000000,0.000000
shin.L ZPOS,0.000000,-0.320572
shin.L XROT,21.990696,-2.379752
shin.L YROT,1.649963,-5.184760
shin.L ZROT,0.162822,-0.250639
foot.L XROT,10.933702,7.344166
foot.L YROT,10.447256,1.715466
foot.L ZROT,72.088707,-3.303218
heel.02.L XROT,32.005478,-8.462733
heel.02.L YROT,13.481114,43.349781
heel.02.L ZROT,9.940012,30.915869
thigh.R XPOS,0.000000,-0.083475
thigh.R YPOS,0.000000,0.000000
thigh.R ZPOS,0.000005,-0.001104
thigh.R XROT,4.805742,-7.761858
thigh.R YROT,3.434203,-4.583550
thigh.R ZROT,0.033970,0.093618
shin.R XPOS,0.000000,-0.016600
shin.R YPOS,0.000000,0.000000
shin.R ZPOS,0.000000,-0.316746
shin.R XROT,3.521345,-1.218194
shin.R YROT,0.875018,1.956291
shin.R ZROT,0.019419,0.083694
foot.R XROT,17.152458,7.237628
foot.R YROT,5.653510,0.085259
foot.R ZROT,69.866669,-1.485789
heel.02.R XROT,27.610783,-11.568460
heel.02.R YROT,23.714994,-48.079323
heel.02.R ZROT,12.833298,-36.269001
