pelvis_Xposition,pelvis_Yposition,pelvis_Zposition,pelvis_Xrotation,pelvis_Yrotation,pelvis_Zrotation,spine_Xrotation,spine_Yrotation,spine_Zrotation,spine.001_Xrotation,spine.001_Yrotation,spine.001_Zrotation,neck_Xrotation,neck_Yrotation,neck_Zrotation,face_Xrotation,face_Yrotation,face_Zrotation,shoulder.L_Yrotation,shoulder.L_Xrotation,shoulder.L_Zrotation,upper_arm.L_Xrotation,upper_arm.L_Yrotation,upper_arm.L_Zrotation,forearm.L_Xrotation,forearm.L_Yrotation,forearm.L_Zrotation,shoulder.R_Yrotation,shoulder.R_Xrotation,shoulder.R_Zrotation,upper_arm.R_Xrotation,upper_arm.R_Yrotation,upper_arm.R_Zrotation,forearm.R_Xrotation,forearm.R_Yrotation,forearm.R_Zrotation,pelvis.L_Yrotation,pelvis.L_Xrotation,pelvis.L_Zrotation,pelvis.R_Yrotation,pelvis.R_Xrotation,pelvis.R_Zrotation,thigh.L_Xrotation,thigh.L_Yrotation,thigh.L_Zrotation,shin.L_Xrotation,shin.L_Yrotation,shin.L_Zrotation,foot.L_Xrotation,foot.L_Yrotation,foot.L_Zrotation,heel.02.L_Xrotation,heel.02.L_Yrotation,heel.02.L_Zrotation,thigh.R_Xrotation,thigh.R_Yrotation,thigh.R_Zrotation,shin.R_Xrotation,shin.R_Yrotation,shin.R_Zrotation,foot.R_Xrotation,foot.R_Yrotation,foot.R_Zrotation,heel.02.R_Xrotation,heel.02.R_Yrotation,heel.02.R_Zrotation
-0.038657,0.140787,0.662186,-0.0,0.0,4.676944,-20.559503,2.153282,0.508267,9.987347,0.421191,3.432429,10.985525,-1.363149,-3.128352,5.742523,-0.0,1e-06,-4.661899,0.023276,0.571768,33.615073,80.646106,-39.187828,0.321563,4.160016,-8.409502,-4.607905,0.022738,0.565144,29.019613,-72.511091,38.839297,0.667839,-9.068264,7.007588,-0.213792,-0.0,-2.2e-05,-0.213833,-0.0,0.0,-5.325473,2.766118,-0.150821,-5.83459,-5.469152,-0.583499,9.367448,-0.556818,4.420002,-4.191206,47.082823,29.279436,-6.434703,-5.335143,0.037555,-3.810681,2.920659,0.296568,5.822019,1.185191,-4.812436,-25.358713,-51.833196,-49.252088
-0.039206,0.141228,0.661979,-0.0,0.0,4.801197,-20.598292,2.092811,0.494739,9.984149,0.47239,3.850524,11.1249,-1.206113,-3.372124,5.550492,-0.0,4e-06,-4.79682,0.024638,0.588208,34.557373,80.690106,-40.232495,0.308485,3.882026,-8.849793,-4.74278,0.024087,0.581614,28.496005,-72.523092,38.154888,0.642977,-8.863281,6.886186,-0.184783,-0.0,6.1e-05,-0.184783,-0.0,0.0,-5.378763,2.72294,-0.154361,-5.855126,-5.451536,-0.58466,9.428618,-0.510115,4.302977,-4.15461,47.141952,29.378505,-6.485892,-5.382113,0.035182,-3.781717,2.963335,0.295713,5.85493,1.212043,-4.89905,-25.471379,-51.892147,-49.390597
-0.039543,0.14162,0.661741,-0.0,0.0,4.925106,-20.641796,2.010911,0.47618,9.980488,0.523565,4.26816,11.304942,-1.048816,-3.554538,5.334715,0.0,-2e-06,-4.914432,0.025859,0.602663,35.605971,80.635028,-41.460539,0.315553,3.847041,-9.230237,-4.860447,0.025295,0.596074,27.828498,-72.529492,37.286638,0.629426,-8.703692,6.869889,-0.171839,-0.0,0.000102,-0.171839,-0.0,0.0,-5.442858,2.702454,-0.157176,-5.8414,-5.441369,-0.582772,9.466279,-0.46628,4.18467,-4.1334,47.202891,29.470282,-6.533537,-5.403438,0.034219,-3.745774,2.98911,0.293739,5.892126,1.237709,-4.984237,-25.579484,-51.948103,-49.520804
-0.039779,0.141903,0.661415,-0.0,0.0,5.045507,-20.67872,1.939447,0.459915,9.977518,0.561623,4.578978,11.476066,-0.922263,-3.64857,5.131843,-0.0,0.0,-5.004541,0.026822,0.613729,35.852411,80.487236,-41.839355,0.358433,4.163479,-9.625438,-4.950595,0.026242,0.607067,27.148696,-72.510183,36.416485,0.630944,-8.657873,6.9424,-0.181947,0.0,-1.2e-05,-0.181988,-0.0,0.0,-5.48813,2.669675,-0.160058,-5.849069,-5.394087,-0.581137,9.510617,-0.426548,4.081315,-4.098738,47.251358,29.55456,-6.568493,-5.41318,0.03384,-3.713326,3.01265,0.291956,5.918707,1.261474,-5.060113,-25.70394,-52.008127,-49.625887
-0.039967,0.142155,0.661002,-0.0,0.0,5.169647,-20.696184,1.881619,0.446502,9.975286,0.589475,4.806669,11.609305,-0.816894,-3.677548,4.944876,-0.0,-1e-06,-5.058966,0.027402,0.620364,35.858841,80.28468,-41.982598,0.425553,4.711309,-9.955468,-5.00498,0.026821,0.613769,26.550279,-72.48584,35.652949,0.64558,-8.72297,7.0778,-0.234625,-0.0,3.8e-05,-0.234625,-0.0,0.0,-5.508558,2.610678,-0.163493,-5.907712,-5.283137,-0.581278,9.575482,-0.390821,3.998126,-4.032648,47.25701,29.603385,-6.595141,-5.418651,0.033661,-3.692136,3.043325,0.291271,5.929773,1.28817,-5.137952,-25.839716,-52.070367,-49.708054
-0.03998,0.142564,0.660563,-0.0,0.0,5.325723,-20.679234,1.812781,0.429881,9.972977,0.616141,5.024698,11.697066,-0.693381,-3.6478,4.749405,0.0,2e-06,-5.064721,0.027464,0.621057,36.513122,80.094773,-42.858129,0.504892,5.370713,-10.212231,-5.010675,0.02688,0.614425,25.991515,-72.490799,34.921699,0.675582,-8.887404,7.313142,-0.339447,-0.0,-8.4e-05,-0.339447,-0.0,0.0,-5.543493,2.574052,-0.166305,-5.97171,-5.152026,-0.580785,9.630398,-0.352962,3.904085,-3.970668,47.203331,29.573257,-6.631669,-5.397101,0.035102,-3.675515,3.059038,0.29046,5.945351,1.324168,-5.243206,-25.973352,-52.130606,-49.780184
-0.039655,0.143269,0.660182,-0.0,0.0,5.547153,-20.613948,1.72562,0.408171,9.970942,0.639933,5.219528,11.722928,-0.5408,-3.566558,4.538934,0.0,1e-06,-5.003692,0.026811,0.61363,37.781499,79.970355,-44.392227,0.603931,6.153083,-10.536888,-4.949707,0.026239,0.607034,25.051775,-72.522669,33.675612,0.754043,-9.281991,7.926098,-0.464241,-0.0,7.1e-05,-0.464282,-0.0,0.0,-5.648744,2.629357,-0.166738,-5.955349,-5.081535,-0.575545,9.632758,-0.303327,3.752692,-3.954739,47.09855,29.448917,-6.692423,-5.315942,0.040192,-3.648842,3.02317,0.287215,5.992949,1.373006,-5.396896,-26.108028,-52.191828,-49.862304
-0.039028,0.144245,0.659922,-0.0,0.0,5.819895,-20.49916,1.647743,0.388006,9.969672,0.652169,5.319354,11.669635,-0.408132,-3.495572,4.344478,0.0,2e-06,-4.864649,0.025342,0.596525,38.967479,79.909873,-45.786979,0.731745,7.065891,-11.031426,-4.810719,0.024782,0.589938,22.933463,-72.519103,30.898973,0.961044,-10.215628,9.42418,-0.557519,0.0,-5.2e-05,-0.557519,0.0,0.0,-5.833656,2.783859,-0.164332,-5.831879,-5.10689,-0.564876,9.586775,-0.241846,3.546051,-3.961575,46.966433,29.275902,-6.778977,-5.176508,0.049004,-3.602912,2.927335,0.280595,6.072526,1.431139,-5.589771,-26.242634,-52.255161,-49.972557
-0.038387,0.145349,0.659771,-0.0,0.0,6.069485,-20.352065,1.611884,0.377378,9.969635,0.653193,5.327853,11.550951,-0.362659,-3.485205,4.199484,-0.0,-2e-06,-4.663332,0.023291,0.572019,39.732959,79.870279,-46.686757,0.874862,7.98234,-11.630633,-4.609441,0.022755,0.565362,19.136102,-72.352604,25.952815,1.399325,-11.915875,12.112727,-0.59442,-0.0,-2e-06,-0.59442,-0.0,0.0,-6.046842,2.961106,-0.16098,-5.66495,-5.180987,-0.552326,9.541652,-0.183993,3.351325,-3.928481,46.832797,29.127051,-6.888055,-5.030083,0.058643,-3.538609,2.814317,0.272111,6.152403,1.486534,-5.77596,-26.344132,-52.307382,-50.111742
-0.038051,0.14641,0.659619,-0.0,0.0,6.227033,-20.200979,1.625818,0.378378,9.969492,0.654107,5.335197,11.423221,-0.420849,-3.45756,4.092135,-1e-06,3e-06,-4.441088,0.021123,0.544698,40.324467,79.802516,-47.409255,1.002911,8.725413,-12.18292,-4.387048,0.020613,0.538102,14.35954,-71.904721,19.711219,2.087518,-14.100586,15.577589,-0.575435,0.0,-2.2e-05,-0.575435,0.0,0.0,-6.226904,3.07295,-0.159696,-5.53541,-5.229566,-0.542013,9.532136,-0.145529,3.22985,-3.838321,46.719385,29.040943,-7.012319,-4.942588,0.065082,-3.465295,2.75087,0.26456,6.206023,1.524909,-5.904607,-26.374311,-52.331352,-50.254999
-0.038102,0.147264,0.659396,-0.0,0.0,6.28409,-20.073818,1.671766,0.387119,9.968739,0.662537,5.404071,11.340794,-0.531257,-3.264921,3.980902,0.0,-2e-06,-4.232084,0.019185,0.519139,40.869157,79.689893,-48.112324,1.095256,9.217965,-12.593555,-4.178044,0.018698,0.51253,10.164048,-71.255716,14.164608,2.812156,-15.911841,18.782667,-0.505127,-0.0,-4.2e-05,-0.505127,-0.0,0.0,-6.3456,3.098885,-0.161307,-5.469035,-5.22945,-0.535498,9.54429,-0.1288,3.183188,-3.742913,46.641958,29.004173,-7.130391,-4.938588,0.066432,-3.398888,2.766649,0.259952,6.236542,1.538356,-5.954754,-26.33381,-52.323832,-50.357001
-0.038325,0.147804,0.65922,-0.0,0.0,6.277494,-19.980398,1.726735,0.398366,9.967574,0.674693,5.503709,11.293317,-0.63093,-2.912333,3.866606,-0.0,1e-06,-4.045051,0.017525,0.496269,41.090445,79.583623,-48.443861,1.151074,9.480515,-12.877922,-3.991057,0.017059,0.489617,7.40825,-70.633151,10.468228,3.236855,-16.614311,20.806959,-0.408727,0.0,0.000102,-0.408768,-0.0,-0.0,-6.403547,3.085613,-0.163526,-5.447488,-5.216043,-0.532751,9.547173,-0.126145,3.176133,-3.697089,46.607903,28.990588,-7.210463,-4.978742,0.064639,-3.360355,2.820775,0.258585,6.261006,1.530988,-5.944755,-26.261681,-52.29741,-50.382327
-0.038421,0.148039,0.659309,-0.0,0.0,6.246565,-19.902615,1.783495,0.410188,9.966977,0.680943,5.554822,11.197788,-0.710201,-2.61331,3.828485,1e-06,5e-06,-3.871722,0.016056,0.475029,40.85616,79.562879,-48.192903,1.175968,9.550237,-13.07911,-3.81778,0.015611,0.468382,5.779457,-70.152081,8.255001,3.257876,-16.302449,21.403421,-0.339036,-0.0,-2.1e-05,-0.339078,-0.0,0.0,-6.408778,3.090712,-0.163375,-5.458309,-5.233275,-0.534629,9.532578,-0.129519,3.18097,-3.702437,46.609955,28.989775,-7.231538,-4.997278,0.063654,-3.370401,2.840358,0.259931,6.288954,1.515458,-5.913564,-26.196641,-52.267811,-50.33748
-0.038263,0.148088,0.659737,-0.0,0.0,6.213452,-19.814244,1.853348,0.424751,9.967411,0.676764,5.520772,10.988856,-0.817928,-2.539786,3.942325,1e-06,-1e-06,-3.693715,0.014613,0.453229,40.414745,79.595965,-47.665421,1.174712,9.507323,-13.13612,-3.639672,0.01419,0.446617,4.628382,-69.818522,6.664274,3.034794,-15.605654,20.844602,-0.315902,-0.0,7.1e-05,-0.315944,-0.0,0.0,-6.367572,3.141362,-0.159502,-5.51802,-5.300785,-0.543721,9.521058,-0.131956,3.184085,-3.716083,46.631419,29.007998,-7.199378,-4.963794,0.065483,-3.435229,2.793472,0.263534,6.324123,1.502378,-5.892191,-26.152538,-52.244073,-50.264363
-0.037955,0.148096,0.660367,-0.0,0.0,6.192083,-19.715732,1.94741,0.444552,9.96818,0.668004,5.448778,10.725179,-0.990075,-2.574346,4.146079,-1e-06,-6e-06,-3.495264,0.013084,0.428898,39.980126,79.498279,-47.242229,1.156701,9.510283,-12.90007,-3.441272,0.012685,0.422261,3.641827,-69.642958,5.273474,2.709012,-14.854483,19.513888,-0.279948,-0.0,2e-05,-0.279948,-0.0,0.0,-6.290825,3.230477,-0.152674,-5.645475,-5.414233,-0.561862,9.544409,-0.126177,3.1752,-3.695491,46.656155,29.052148,-7.140193,-4.901986,0.068814,-3.536099,2.714438,0.268848,6.369734,1.495654,-5.892864,-26.128452,-52.229719,-50.208509
-0.037676,0.148131,0.661003,-0.0,0.0,6.196952,-19.640151,2.056737,0.468084,9.968584,0.664004,5.416126,10.583346,-1.158283,-2.427809,4.229547,-0.0,-3e-06,-3.302014,0.011675,0.405135,39.51234,79.146566,-46.966484,1.132099,9.659114,-12.342974,-3.248034,0.011299,0.398572,2.81896,-69.617898,4.096855,2.317131,-13.882974,17.799292,-0.159594,-0.0,6.1e-05,-0.159594,-0.0,-0.0,-6.194043,3.33215,-0.144813,-5.835638,-5.55209,-0.587809,9.626657,-0.107815,3.149885,-3.62799,46.676311,29.120324,-7.073735,-4.848351,0.071499,-3.650039,2.654005,0.275602,6.424476,1.495493,-5.915674,-26.119304,-52.225238,-50.198649
-0.037493,0.148143,0.661523,-0.0,0.0,6.231565,-19.613102,2.158727,0.490765,9.968411,0.666003,5.432525,10.708745,-1.172728,-2.019497,4.00654,0.0,-0.0,-3.181283,0.010841,0.390416,38.981519,78.680644,-46.698249,1.104071,9.866374,-11.67358,-3.127242,0.010476,0.3838,2.132178,-69.713876,3.107021,1.90762,-12.631685,16.043006,0.02564,-0.0,7e-05,0.025599,-0.0,0.0,-6.081787,3.424546,-0.137271,-6.072648,-5.689827,-0.618991,9.761019,-0.078506,3.11036,-3.535979,46.697293,29.204987,-6.997287,-4.810938,0.073021,-3.775717,2.623056,0.284082,6.479107,1.500739,-5.953564,-26.113022,-52.226884,-50.246973
-0.037352,0.148053,0.661881,-0.0,0.0,6.265356,-19.609362,2.245262,0.510367,9.968612,0.663912,5.415458,11.045737,-0.97385,-1.565732,3.499998,-1e-06,-3e-06,-3.159215,0.010691,0.387702,38.408725,78.345152,-46.280365,1.07761,10.000665,-11.154234,-3.105221,0.010332,0.381051,1.242027,-69.958458,1.825048,1.60489,-11.717506,14.458875,0.179934,-0.0,5e-05,0.179893,-0.0,0.0,-5.945824,3.505053,-0.130009,-6.345026,-5.821646,-0.654076,9.893558,-0.045928,3.059663,-3.466544,46.742437,29.305569,-6.907375,-4.776291,0.074179,-3.91633,2.593756,0.293672,6.529924,1.508403,-5.996679,-26.09373,-52.227888,-50.348388
-0.037185,0.147923,0.662127,-0.0,0.0,6.239228,-19.563878,2.328319,0.528279,9.97014,0.648405,5.28875,11.350856,-0.696176,-1.201344,2.907018,0.0,0.0,-3.154773,0.010661,0.387247,37.605642,78.185674,-45.460919,1.064108,10.081962,-10.877261,-3.100772,0.010299,0.380563,-0.565991,-70.384833,-0.745161,1.55263,-12.150915,13.329048,0.246295,-0.0,-9.4e-05,0.246336,-0.0,-1e-06,-5.79508,3.58184,-0.122815,-6.621188,-5.95751,-0.690422,9.96079,-0.024911,3.019828,-3.462988,46.839713,29.430155,-6.833469,-4.735795,0.075809,-4.038362,2.538787,0.3009,6.593423,1.514804,-6.041815,-26.062465,-52.226584,-50.477646
-0.036975,0.14796,0.662409,-0.0,0.0,6.108629,-19.441795,2.409064,0.543907,9.972086,0.626504,5.109701,11.444422,-0.522462,-0.70942,2.341436,1e-06,-0.0,-3.056037,0.010002,0.375025,36.36306,78.069779,-44.090223,1.068057,10.17197,-10.802421,-3.002051,0.009652,0.368426,-3.986038,-70.819301,-5.534052,1.815837,-14.34109,13.043693,0.257595,0.0,5.2e-05,0.257554,-0.0,-0.0,-5.672905,3.652675,-0.116706,-6.830003,-6.092016,-0.720228,9.956935,-0.03669,3.054943,-3.539369,46.989738,29.571707,-6.825145,-4.688933,0.078519,-4.082486,2.452345,0.301125,6.696185,1.515767,-6.088852,-26.035211,-52.22546,-50.590262
-0.036751,0.148282,0.662842,-0.0,0.0,5.886215,-19.284822,2.463815,0.552726,9.972746,0.618077,5.040543,11.409481,-0.467634,0.204249,1.714414,-0.0,-6e-06,-2.858812,0.008754,0.350777,34.905559,77.952819,-42.458324,1.078082,10.179954,-10.911617,-2.804824,0.008424,0.344157,-8.93332,-70.847968,-12.444944,2.35752,-17.569215,13.759233,0.26306,0.0,-5.3e-05,0.263142,0.0,0.0,-5.616228,3.69815,-0.113305,-6.919217,-6.19081,-0.735597,9.940681,-0.091291,3.218188,-3.677726,47.155838,29.696296,-6.895479,-4.635841,0.082538,-4.030132,2.345742,0.293527,6.84145,1.505485,-6.12299,-26.008361,-52.2189,-50.637288
-0.036552,0.148759,0.663371,-0.0,0.0,5.643938,-19.1632,2.477599,0.553058,9.971569,0.631841,5.153085,11.452546,-0.395854,1.498031,0.936097,0.0,-1e-06,-2.663816,0.007603,0.326952,33.669827,77.927752,-41.016468,1.079764,9.980156,-11.209549,-2.609774,0.007297,0.320339,-14.2925,-70.078356,-20.16175,3.125923,-20.829741,15.441418,0.255047,-0.0,2.8e-05,0.255047,-0.0,-1e-06,-5.608706,3.705142,-0.11281,-6.930292,-6.228419,-0.739043,9.969459,-0.165148,3.458418,-3.839964,47.295409,29.773614,-6.998756,-4.579175,0.087254,-3.931903,2.238867,0.282711,6.996554,1.48139,-6.122614,-25.963702,-52.199147,-50.612918
-0.036369,0.149216,0.663866,-0.0,0.0,5.474486,-19.088504,2.472665,0.550262,9.969862,0.649562,5.297893,11.628631,-0.219247,2.845055,0.106916,0.0,1e-06,-2.526195,0.006836,0.310058,32.652566,78.024331,-39.749679,1.074465,9.640304,-11.643196,-2.472253,0.006546,0.30341,-18.700597,-68.331726,-27.13441,4.259893,-24.087193,18.3328,0.202082,0.0,-6.3e-05,0.202123,-0.0,0.0,-5.602265,3.698144,-0.113023,-6.969333,-6.230834,-0.743361,10.052308,-0.212235,3.637229,-3.970035,47.384779,29.807516,-7.08085,-4.522317,0.09181,-3.850653,2.151596,0.273947,7.125375,1.451423,-6.093985,-25.941487,-52.189704,-50.605374
-0.036115,0.14967,0.664295,-0.0,0.0,5.427719,-19.00614,2.483887,0.550886,9.970554,0.643251,5.246451,11.824879,0.028585,3.960698,-0.579113,-0.0,3e-06,-2.37061,0.006019,0.290935,31.403629,78.128109,-38.204083,1.074068,9.345513,-12.101669,-2.316625,0.005749,0.284339,-21.437618,-65.676224,-32.525637,6.170585,-28.133343,22.851981,0.128612,0.0,-5.3e-05,0.128571,-0.0,-0.0,-5.581708,3.729291,-0.111087,-7.085581,-6.258097,-0.75747,10.155387,-0.20818,3.665487,-4.006942,47.42201,29.832641,-7.13458,-4.464196,0.096141,-3.799066,2.095959,0.268438,7.229046,1.425463,-6.065519,-26.043344,-52.241877,-50.744143
-0.035722,0.150256,0.664692,-0.0,0.0,5.474772,-18.875112,2.519655,0.555799,9.973586,0.609637,4.971687,11.978675,0.276689,4.712866,-1.060369,-0.0,3e-06,-2.094529,0.004701,0.257096,29.800713,78.11796,-36.306581,1.07597,9.149518,-12.453034,-2.040489,0.004463,0.250481,-22.685625,-62.474326,-36.405246,9.188081,-33.23945,28.709262,0.114066,-0.0,-8.3e-05,0.114107,0.0,0.0,-5.579863,3.821764,-0.106534,-7.213496,-6.334856,-0.775993,10.226434,-0.171094,3.577891,-3.929922,47.417482,29.874896,-7.19336,-4.409921,0.100357,-3.742925,2.083253,0.264053,7.33023,1.398953,-6.034216,-26.288538,-52.362812,-51.037236
